example_key,drug_set,condition_id_norm,source_label_binary,source_file,drug_labels,condition_label
UNII:6LTE2DNX63|UNII:J2D279PEM5||NCBITaxon:337042,"['UNII:6LTE2DNX63', 'UNII:J2D279PEM5']",NCBITaxon:337042,1,indications,"['Human papillomavirus type 16 L1 capsid protein antigen', 'Human papillomavirus type 18 L1 capsid protein antigen']",Alphapapillomavirus 7
CHEBI:4392|CHEBI:9667||MONDO:0005276,"['CHEBI:4392', 'CHEBI:9667']",MONDO:0005276,1,indications,"['Triamcinolone', 'Demeclocycline']",dental caries
CHEBI:52010|CHEBI:9667||MONDO:0100470,"['CHEBI:52010', 'CHEBI:9667']",MONDO:0100470,1,indications,"['chlorphenamine', 'Triamcinolone']",reactive airway disease
CHEBI:8232|CHEBI:9421||UMLS:C0003044,"['CHEBI:8232', 'CHEBI:9421']",UMLS:C0003044,1,indications,"['Piperacillin', 'Tazobactam']",Animal bite
CHEBI:12777|CHEBI:27300||MONDO:0007016,"['CHEBI:12777', 'CHEBI:27300']",MONDO:0007016,1,indications,"['Cholecalciferol', 'Vitamin A']",vitamin A deficiency
CHEBI:15409|CHEBI:15940|CHEBI:46936|CHEBI:86541||HP:0009742,"['CHEBI:15409', 'CHEBI:15940', 'CHEBI:46936', 'CHEBI:86541']",HP:0009742,1,indications,"['Nonivamide', 'Glycol salicylate', 'Niacin', 'Levomenthol']",Stiff shoulders
CHEBI:7507|CHEBI:9667||MONDO:0004795,"['CHEBI:7507', 'CHEBI:9667']",MONDO:0004795,1,indications,"['Triamcinolone', 'Framycetin']",otitis externa
CHEBI:17698|CHEBI:27902|CHEBI:37943||MONDO:0001249,"['CHEBI:17698', 'CHEBI:27902', 'CHEBI:37943']",MONDO:0001249,1,indications,"['Chloramphenicol', 'Colistin', 'Tetracycline']",trachoma
CHEBI:3309|CHEBI:81717||HP:0002901,"['CHEBI:3309', 'CHEBI:81717']",HP:0002901,1,indications,"['Calcium gluconate', 'Calcium levulinate']",Hypocalcemia
CHEBI:135096|CHEBI:16914||HP:0003326,"['CHEBI:135096', 'CHEBI:16914']",HP:0003326,1,indications,"['Myrtecaine', 'Salicylic acid']",Myalgia
CHEBI:48947|CHEBI:93248||HP:0002783,"['CHEBI:48947', 'CHEBI:93248']",HP:0002783,1,indications,"['Clavulanic acid', '(6R,7R)-7-[[2-(2-amino-4-thiazolyl)-2-(carboxymethoxyimino)-1-oxoethyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid']",Recurrent lower respiratory tract infections
CHEBI:135180|CHEBI:7660||MONDO:0005316,"['CHEBI:135180', 'CHEBI:7660']",MONDO:0005316,1,indications,"['Nifuratel', 'nystatin']",bacterial vaginosis
CHEBI:15765|CHEBI:92833||MONDO:0014231,"['CHEBI:15765', 'CHEBI:92833']",MONDO:0014231,1,indications,"['Piribedil', 'Levodopa']",juvenile onset Parkinson disease 19A
CHEBI:17439|CHEBI:31607||MONDO:0008228,"['CHEBI:17439', 'CHEBI:31607']",MONDO:0008228,1,indications,"['Cyanocobalamin', 'Ferrous fumarate']",pernicious anemia
CHEBI:5551|CHEBI:73237||UMLS:C0851355,"['CHEBI:5551', 'CHEBI:73237']",UMLS:C0851355,1,indications,"['Noscapine', 'Guaifenesin']","Respiratory, thoracic and mediastinal disorders"
CHEBI:5195|CHEBI:5950|CHEBI:7507|CHEBI:9336|UNII:24H4NWX5CO||MONDO:0001517,"['CHEBI:5195', 'CHEBI:5950', 'CHEBI:7507', 'CHEBI:9336', 'UNII:24H4NWX5CO']",MONDO:0001517,1,indications,"['Phthalylsulfathiazole', 'iodoquinol', 'Framycetin', 'Kaolin', 'furazolidone']",dysentery
CHEBI:27961|CHEBI:28591|CHEBI:36773||HP:0031245,"['CHEBI:27961', 'CHEBI:28591', 'CHEBI:36773']",HP:0031245,1,indications,"['Guaiacol', 'Eucalyptol', 'camphor']",Productive cough
CHEBI:48981|CHEBI:6456|CHEBI:8430||UMLS:C0037284,"['CHEBI:48981', 'CHEBI:6456', 'CHEBI:8430']",UMLS:C0037284,1,indications,"['Lidocaine', 'Oxyquinoline', 'Procaine']",Skin lesion
CHEBI:16914|CHEBI:30746||MONDO:0004678,"['CHEBI:16914', 'CHEBI:30746']",MONDO:0004678,1,indications,"['Benzoic acid', 'Salicylic acid']",dermatophytosis
CHEBI:5195|CHEBI:7507|UNII:24H4NWX5CO||MONDO:0001517,"['CHEBI:5195', 'CHEBI:7507', 'UNII:24H4NWX5CO']",MONDO:0001517,1,indications,"['Kaolin', 'Framycetin', 'furazolidone']",dysentery
CHEBI:15367|CHEBI:17594|CHEBI:5108||MONDO:0000736,"['CHEBI:15367', 'CHEBI:17594', 'CHEBI:5108']",MONDO:0000736,1,indications,"['Tretinoin', 'Fluocinolone', 'Hydroquinone']",freckles
CHEBI:149601|CHEBI:49040||MONDO:0007750,"['CHEBI:149601', 'CHEBI:49040']",MONDO:0007750,1,indications,"['Ezetimibe', 'Bempedoic acid']","hypercholesterolemia, familial, 1"
CHEBI:28669|CHEBI:7507||UMLS:C0038941,"['CHEBI:28669', 'CHEBI:7507']",UMLS:C0038941,1,indications,"['Framycetin', 'Bacitracin']",Surgical Wound Infection
CHEBI:28748|CHEBI:84050||MONDO:0008170,"['CHEBI:28748', 'CHEBI:84050']",MONDO:0008170,1,indications,"['Trabectedin', 'Doxorubicin']",ovarian cancer
CHEBI:4031|CHEBI:68478|UNII:9927MT646M||UMLS:C0238217,"['CHEBI:4031', 'CHEBI:68478', 'UNII:9927MT646M']",UMLS:C0238217,1,indications,"['Everolimus', 'Basiliximab', 'Cyclosporine']",Renal transplant rejection
CHEBI:135523|CHEBI:15354||HP:0000155,"['CHEBI:135523', 'CHEBI:15354']",HP:0000155,1,indications,"['Choline', 'Cetalkonium']",Oral ulcer
CHEBI:2948|CHEBI:4031||UMLS:C0238217,"['CHEBI:2948', 'CHEBI:4031']",UMLS:C0238217,1,indications,"['Cyclosporine', 'Azathioprine']",Renal transplant rejection
CHEBI:3001|CHEBI:7507||UMLS:C0086196,"['CHEBI:3001', 'CHEBI:7507']",UMLS:C0086196,1,indications,"['Framycetin', 'beclomethasone']",atopic eczema
CHEBI:3309|CHEBI:3311|UNII:2URQ2N32W3||UMLS:C0392519,"['CHEBI:3309', 'CHEBI:3311', 'UNII:2URQ2N32W3']",UMLS:C0392519,1,indications,"['Calcium carbonate', 'Calcium lactate', 'Calcium gluconate']",Calcium deficiency
CHEBI:17754|CHEBI:6456||MONDO:0004872,"['CHEBI:17754', 'CHEBI:6456']",MONDO:0004872,1,indications,"['Lidocaine', 'Glycerin']",hemorrhoid
CHEBI:8232|CHEBI:9421||MONDO:0000922,"['CHEBI:8232', 'CHEBI:9421']",MONDO:0000922,1,indications,"['Piperacillin', 'Tazobactam']",pelvic inflammatory disease
CHEBI:135976|CHEBI:15409|CHEBI:36773||UMLS:C0009938,"['CHEBI:135976', 'CHEBI:15409', 'CHEBI:36773']",UMLS:C0009938,1,indications,"['Menthyl salicylate', 'Levomenthol', 'camphor']",Contusions
CHEBI:28527|CHEBI:9765|DRUGBANK:DB13281||MONDO:0002800,"['CHEBI:28527', 'CHEBI:9765', 'DRUGBANK:DB13281']",MONDO:0002800,1,indications,"['Trypsin', 'Bromelains', 'Rutin']",thrombophlebitis
CHEBI:3309|UNII:SST07NLK7J||UMLS:C0016325,"['CHEBI:3309', 'UNII:SST07NLK7J']",UMLS:C0016325,1,indications,"['Calcium saccharate', 'Calcium gluconate']",fluoride poisoning
CHEBI:27899|CHEBI:30863|CHEBI:31652|CHEBI:32188||UMLS:C0278498,"['CHEBI:27899', 'CHEBI:30863', 'CHEBI:31652', 'CHEBI:32188']",UMLS:C0278498,1,indications,"['Tegafur', 'Oteracil', 'Cisplatin', 'Gimeracil']",Malignant neoplasm of stomach stage IV
CHEBI:15409|CHEBI:31832|CHEBI:36773|UNII:2R04ONI662||UMLS:C0009938,"['CHEBI:15409', 'CHEBI:31832', 'CHEBI:36773', 'UNII:2R04ONI662']",UMLS:C0009938,1,indications,"['Methyl salicylate', 'Eucalyptus oil', 'camphor', 'Levomenthol']",Contusions
CHEBI:32914|CHEBI:94563||MONDO:0006723,"['CHEBI:32914', 'CHEBI:94563']",MONDO:0006723,1,indications,"['Benzydamine', 'Cetylpyridinium']",denture stomatitis
CHEBI:16382|CHEBI:17606||UMLS:C0043250,"['CHEBI:16382', 'CHEBI:17606']",UMLS:C0043250,1,indications,"['Iodide', 'Iodine']",Traumatic Wound
CHEBI:15409|CHEBI:28304|CHEBI:86541||UMLS:C0009938,"['CHEBI:15409', 'CHEBI:28304', 'CHEBI:86541']",UMLS:C0009938,1,indications,"['Levomenthol', 'Heparin', 'Glycol salicylate']",Contusions
CHEBI:17154|CHEBI:17621|CHEBI:18385||UMLS:C0851439,"['CHEBI:17154', 'CHEBI:17621', 'CHEBI:18385']",UMLS:C0851439,1,indications,"['Thiamine', 'FMN', 'Nicotinamide']",Infections - pathogen unspecified
CHEBI:22984|UNII:472LWJ3Y9N||MONDO:0001068,"['CHEBI:22984', 'UNII:472LWJ3Y9N']",MONDO:0001068,1,indications,"['Calcium lactate gluconate', 'Calcium']",osteomalacia
CHEBI:134850|CHEBI:17439|CHEBI:31749|CHEBI:41879|CHEBI:6456||MONDO:0002122,"['CHEBI:134850', 'CHEBI:17439', 'CHEBI:31749', 'CHEBI:41879', 'CHEBI:6456']",MONDO:0002122,1,indications,"['Lidocaine', 'Dexamethasone', 'Cyanocobalamin', 'Kebuzone', 'Salicylamide O-acetic acid']",neuritis
CHEBI:16422|CHEBI:16581|CHEBI:17263|CHEBI:17347|CHEBI:2710|DRUGBANK:DB09100||MONDO:0010139,"['CHEBI:16422', 'CHEBI:16581', 'CHEBI:17263', 'CHEBI:17347', 'CHEBI:2710', 'DRUGBANK:DB09100']",MONDO:0010139,1,indications,"['Androstenedione', 'Androstenediol', 'Thyroid, porcine', 'Pregnenolone', 'Estrone', 'Testosterone']",isolated thyroid-stimulating hormone deficiency
CHEBI:5134|CHEBI:9012|CHEBI:90959||MONDO:0001358,"['CHEBI:5134', 'CHEBI:9012', 'CHEBI:90959']",MONDO:0001358,1,indications,"['tiotropium bromide', 'Salmeterol xinafoate', 'Fluticasone']",Bronchospasm
CHEBI:33130|UNII:FML8G1U0Y3||HP:0002027,"['CHEBI:33130', 'UNII:FML8G1U0Y3']",HP:0002027,1,indications,"['Magnesium trisilicate', 'algeldrate']",Abdominal pain
CHEBI:31397|CHEBI:90959||MONDO:0001358,"['CHEBI:31397', 'CHEBI:90959']",MONDO:0001358,1,indications,"['Ciclesonide', 'tiotropium bromide']",Bronchospasm
CHEBI:134753|CHEBI:28939||MONDO:0005961,"['CHEBI:134753', 'CHEBI:28939']",MONDO:0005961,1,indications,"['Acetylcysteine', 'Tuaminoheptane']",sinusitis
CHEBI:15409|CHEBI:31832|CHEBI:36773|UNII:2R04ONI662||UMLS:C0080194,"['CHEBI:15409', 'CHEBI:31832', 'CHEBI:36773', 'UNII:2R04ONI662']",UMLS:C0080194,1,indications,"['Levomenthol', 'Methyl salicylate', 'Eucalyptus oil', 'camphor']",Muscle strain
CHEBI:46195|CHEBI:4909||MONDO:0005393,"['CHEBI:46195', 'CHEBI:4909']",MONDO:0005393,1,indications,"['Acetaminophen', 'Etodolac']",gout
CHEBI:5108|UNII:YH9K692U9S||MONDO:0005961,"['CHEBI:5108', 'UNII:YH9K692U9S']",MONDO:0005961,1,indications,"['Clonazoline', 'Fluocinolone']",sinusitis
CHEBI:78067|PUBCHEM.COMPOUND:6452753||MONDO:0019019,"['CHEBI:78067', 'PUBCHEM.COMPOUND:6452753']",MONDO:0019019,1,indications,"['pirfotekh', 'Stannous chloride']",osteogenesis imperfecta
CHEBI:52010|CHEBI:5551||MONDO:0004784,"['CHEBI:52010', 'CHEBI:5551']",MONDO:0004784,1,indications,"['Guaifenesin', 'chlorphenamine']",allergic asthma
CHEBI:15409|CHEBI:31832|CHEBI:36773|CHEBI:46936||MONDO:0005554,"['CHEBI:15409', 'CHEBI:31832', 'CHEBI:36773', 'CHEBI:46936']",MONDO:0005554,1,indications,"['Nonivamide', 'Methyl salicylate', 'camphor', 'Levomenthol']",Rheumatism
CHEBI:3215|CHEBI:6456|CHEBI:6888|CHEBI:9667||MONDO:0001875,"['CHEBI:3215', 'CHEBI:6456', 'CHEBI:6888', 'CHEBI:9667']",MONDO:0001875,1,indications,"['Bupivacaine', 'Methylprednisolone', 'Lidocaine', 'Triamcinolone']",epicondylitis
CHEBI:17306|CHEBI:18248||MONDO:0001357,"['CHEBI:17306', 'CHEBI:18248']",MONDO:0001357,1,indications,"['Maltose', 'Iron']",hypochromic anemia
CHEBI:18248|CHEBI:22652||MONDO:0001357,"['CHEBI:18248', 'CHEBI:22652']",MONDO:0001357,1,indications,"['Iron', 'Ascorbic acid']",hypochromic anemia
CHEBI:3215|CHEBI:6456|CHEBI:6888|CHEBI:9667||MONDO:0005301,"['CHEBI:3215', 'CHEBI:6456', 'CHEBI:6888', 'CHEBI:9667']",MONDO:0005301,1,indications,"['Bupivacaine', 'Lidocaine', 'Triamcinolone', 'Methylprednisolone']",multiple sclerosis
CHEBI:16914|PUBCHEM.COMPOUND:6433489||NCIT:C50579,"['CHEBI:16914', 'PUBCHEM.COMPOUND:6433489']",NCIT:C50579,1,indications,"['Escin', 'Salicylic acid']",hematoma
CHEBI:15365|CHEBI:22652|CHEBI:46195||MONDO:0005812,"['CHEBI:15365', 'CHEBI:22652', 'CHEBI:46195']",MONDO:0005812,1,indications,"['Ascorbic acid', 'Aspirin', 'Acetaminophen']",influenza
CHEBI:27732|CHEBI:46195|UNII:N667F17JP1||MONDO:0005812,"['CHEBI:27732', 'CHEBI:46195', 'UNII:N667F17JP1']",MONDO:0005812,1,indications,"['Caffeine', 'Acetaminophen', 'Carbaspirin calcium']",influenza
DRUGBANK:DB18750|DRUGBANK:DB18750||MONDO:0005812,"['DRUGBANK:DB18750', 'DRUGBANK:DB18750']",MONDO:0005812,1,indications,"['Influenza A Virus A/California/122/2022 SAN-022 (H3N2) antigen (formaldehyde inactivated)', 'Influenza A Virus A/California/122/2022 SAN-022 (H3N2) antigen (formaldehyde inactivated)']",influenza
CHEBI:18248|CHEBI:34674||CHEBI:18248,"['CHEBI:18248', 'CHEBI:34674']",CHEBI:18248,1,indications,"['Iron', 'dextran sulfate']",Iron
CHEBI:2668|CHEBI:8024||CHEBI:8024,"['CHEBI:2668', 'CHEBI:8024']",CHEBI:8024,1,indications,"['Perindopril', 'Amlodipine']",Perindopril
CHEBI:5893|CHEBI:8024||CHEBI:8024,"['CHEBI:5893', 'CHEBI:8024']",CHEBI:8024,1,indications,"['Perindopril', 'Indapamide']",Perindopril
CHEBI:3654|CHEBI:68845||HP:0002757,"['CHEBI:3654', 'CHEBI:68845']",HP:0002757,1,indications,"['Chlorthalidone', 'Azilsartan medoxomil']",Recurrent fractures
CHEBI:46195|CHEBI:7789||UMLS:C0038045,"['CHEBI:46195', 'CHEBI:7789']",UMLS:C0038045,1,indications,"['Acetaminophen', 'Orphenadrine']",Sprain
CHEBI:44445|CHEBI:94557||UMLS:C1611174,"['CHEBI:44445', 'CHEBI:94557']",UMLS:C1611174,1,indications,"['Thiocolchicoside', 'Nimesulide']",Post-traumatic pain
CHEBI:6129|CHEBI:63611||UMLS:C0392618,"['CHEBI:6129', 'CHEBI:63611']",UMLS:C0392618,1,indications,"['Moxifloxacin', 'Ketorolac']",Postoperative infection
CHEBI:18248|CHEBI:27363||UMLS:C0240066,"['CHEBI:18248', 'CHEBI:27363']",UMLS:C0240066,1,indications,"['Zinc', 'Iron']",Iron deficiency
CHEBI:16709|CHEBI:17439|CHEBI:18385|CHEBI:46195||UMLS:C0852402,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:46195']",UMLS:C0852402,1,indications,"['Pyridoxine', 'Cyanocobalamin', 'Acetaminophen', 'Thiamine']",Headaches NEC
CHEBI:17115|CHEBI:75832||UMLS:C0240066,"['CHEBI:17115', 'CHEBI:75832']",UMLS:C0240066,1,indications,"['Serine', 'ferrous sulfate']",Iron deficiency
CHEBI:5778|CHEBI:8499||MONDO:0005044,"['CHEBI:5778', 'CHEBI:8499']",MONDO:0005044,1,indications,"['Hydrochlorothiazide', 'Propranolol']",hypertension
CHEBI:2668|CHEBI:31932|CHEBI:5778||MONDO:0005044,"['CHEBI:2668', 'CHEBI:31932', 'CHEBI:5778']",MONDO:0005044,1,indications,"['olmesartan', 'Hydrochlorothiazide', 'Amlodipine']",hypertension
CHEBI:601027|CHEBI:9927||MONDO:0005044,"['CHEBI:601027', 'CHEBI:9927']",MONDO:0005044,1,indications,"['Valsartan', 'Aliskiren']",hypertension
CHEBI:30314|CHEBI:8228||UMLS:C0271685,"['CHEBI:30314', 'CHEBI:8228']",UMLS:C0271685,1,indications,"['Pioglitazone', 'Lipoic acid']",Diabetic Amyotrophy
CHEBI:45924|CHEBI:88258||UMLS:C2363723,"['CHEBI:45924', 'CHEBI:88258']",UMLS:C2363723,1,indications,"['Sulfametrole', 'Trimethoprim']",Gastrointestinal bacterial infection
CHEBI:15409|CHEBI:31832|CHEBI:36773|UNII:2R04ONI662||HP:0003419,"['CHEBI:15409', 'CHEBI:31832', 'CHEBI:36773', 'UNII:2R04ONI662']",HP:0003419,1,indications,"['Methyl salicylate', 'Eucalyptus oil', 'Levomenthol', 'camphor']",Low back pain
CHEBI:140628|CHEBI:6076||MONDO:0002154,"['CHEBI:140628', 'CHEBI:6076']",MONDO:0002154,1,indications,"['Secnidazole', 'Itraconazole']",trichomoniasis
CHEBI:2676|CHEBI:3732|CHEBI:6375||MONDO:0005113,"['CHEBI:2676', 'CHEBI:3732', 'CHEBI:6375']",MONDO:0005113,1,indications,"['Lansoprazole', 'Clarithromycin', 'Amoxicillin']",bacterial infectious disease
CHEBI:2676|CHEBI:48947||HP:0000371,"['CHEBI:2676', 'CHEBI:48947']",HP:0000371,1,indications,"['Amoxicillin', 'Clavulanic acid']",Acute otitis media
CHEBI:41879|CHEBI:7507|PUBCHEM.COMPOUND:45267103||HP:0100534,"['CHEBI:41879', 'CHEBI:7507', 'PUBCHEM.COMPOUND:45267103']",HP:0100534,1,indications,"['Gramicidin D', 'Framycetin', 'Dexamethasone']",Episcleritis
CHEBI:3510|CHEBI:48947||HP:0000371,"['CHEBI:3510', 'CHEBI:48947']",HP:0000371,1,indications,"['Ceftibuten', 'Clavulanic acid']",Acute otitis media
CHEBI:8093|CHEBI:94559||MONDO:0005642,"['CHEBI:8093', 'CHEBI:94559']",MONDO:0005642,1,indications,"['Phenylephrine', 'Levocetirizine']",atopic conjunctivitis
CHEBI:16199|CHEBI:30769||MONDO:0005113,"['CHEBI:16199', 'CHEBI:30769']",MONDO:0005113,1,indications,"['Urea', 'Citric acid']",bacterial infectious disease
CHEBI:16684|CHEBI:4534||UMLS:C0947873,"['CHEBI:16684', 'CHEBI:4534']",UMLS:C0947873,1,indications,"['Difenoxin', 'Atropine']",Diarrhoea (excl infective)
CHEBI:5195|CHEBI:7507|UNII:24H4NWX5CO||UMLS:C0947873,"['CHEBI:5195', 'CHEBI:7507', 'UNII:24H4NWX5CO']",UMLS:C0947873,1,indications,"['Kaolin', 'furazolidone', 'Framycetin']",Diarrhoea (excl infective)
CHEBI:28674|CHEBI:31625||MONDO:0005642,"['CHEBI:28674', 'CHEBI:31625']",MONDO:0005642,1,indications,"['Fluorometholone', 'Tetryzoline']",atopic conjunctivitis
CHEBI:12777|CHEBI:16709|CHEBI:18145||MONDO:0004884,"['CHEBI:12777', 'CHEBI:16709', 'CHEBI:18145']",MONDO:0004884,1,indications,"['Vitamin E', 'Pyridoxine', 'Vitamin A']",eye degenerative disorder
UNII:31YO63LBSN|UNII:6T8C155666||UMLS:C0278517,"['UNII:31YO63LBSN', 'UNII:6T8C155666']",UMLS:C0278517,1,indications,"['Ipilimumab', 'Nivolumab']",Non-small cell lung cancer recurrent
CHEBI:45409|CHEBI:63580|CHEBI:85183|UNII:OU2YM37K86||MONDO:0005388,"['CHEBI:45409', 'CHEBI:63580', 'CHEBI:85183', 'UNII:OU2YM37K86']",MONDO:0005388,1,indications,"['Ombitasvir', 'Paritaprevir', 'Ritonavir', 'Ribavirin']",primary biliary cholangitis
CHEBI:134813|CHEBI:52010|CHEBI:8093||MONDO:0003014,"['CHEBI:134813', 'CHEBI:52010', 'CHEBI:8093']",MONDO:0003014,1,indications,"['Chlorobutanol', 'Phenylephrine', 'chlorphenamine']",rhinitis
CHEBI:75045|CHEBI:75998||MONDO:0005012,"['CHEBI:75045', 'CHEBI:75998']",MONDO:0005012,1,indications,"['Dabrafenib', 'Trametinib']",skin melanoma
UNII:31YO63LBSN|UNII:6T8C155666||MONDO:0005012,"['UNII:31YO63LBSN', 'UNII:6T8C155666']",MONDO:0005012,1,indications,"['Ipilimumab', 'Nivolumab']",skin melanoma
CHEBI:31348|CHEBI:49603||UMLS:C0278488,"['CHEBI:31348', 'CHEBI:49603']",UMLS:C0278488,1,indications,"['Lapatinib', 'Capecitabine']",Carcinoma breast stage IV
CHEBI:16914|CHEBI:46859|CHEBI:78320||MONDO:0001209,"['CHEBI:16914', 'CHEBI:46859', 'CHEBI:78320']",MONDO:0001209,1,indications,"['Lactic acid', 'Polidocanol', 'Salicylic acid']",common wart
CHEBI:32914|CHEBI:94563||UMLS:C0877743,"['CHEBI:32914', 'CHEBI:94563']",UMLS:C0877743,1,indications,"['Benzydamine', 'Cetylpyridinium']",Gingival sores
CHEBI:16080|CHEBI:8069|CHEBI:8107||MONDO:0043264,"['CHEBI:16080', 'CHEBI:8069', 'CHEBI:8107']",MONDO:0043264,1,indications,"['Phenytoin', 'Phenobarbital', 'Gamma-amino-beta-hydroxybutyric acid']",post-traumatic epilepsy
CHEBI:33130|UNII:24H4NWX5CO|UNII:FML8G1U0Y3||NCIT:C78213,"['CHEBI:33130', 'UNII:24H4NWX5CO', 'UNII:FML8G1U0Y3']",NCIT:C78213,1,indications,"['algeldrate', 'Magnesium trisilicate', 'Kaolin']",Meteorism
CHEBI:15354|CHEBI:4636|CHEBI:8093||HP:0001742,"['CHEBI:15354', 'CHEBI:4636', 'CHEBI:8093']",HP:0001742,1,indications,"['Choline', 'Phenylephrine', 'Diphenhydramine']",Nasal congestion
CHEBI:10082|CHEBI:27373||HP:0001742,"['CHEBI:10082', 'CHEBI:27373']",HP:0001742,1,indications,"['Xylometazoline', 'Dexpanthenol']",Nasal congestion
CHEBI:3398|CHEBI:8093||HP:0001742,"['CHEBI:3398', 'CHEBI:8093']",HP:0001742,1,indications,"['Phenylephrine', 'Carbinoxamine']",Nasal congestion
CHEBI:31355|CHEBI:45863|UNII:P0GVQ9A4S5||MONDO:0011962,"['CHEBI:31355', 'CHEBI:45863', 'UNII:P0GVQ9A4S5']",MONDO:0011962,1,indications,"['Dostarlimab', 'Paclitaxel', 'Carboplatin']",endometrial cancer
CHEBI:28741|CHEBI:29228||MONDO:0001041,"['CHEBI:28741', 'CHEBI:29228']",MONDO:0001041,1,indications,"['FLUORIDE', 'Sodium fluoride']",dentin caries
CHEBI:51209|CHEBI:94559||MONDO:0005324,"['CHEBI:51209', 'CHEBI:94559']",MONDO:0005324,1,indications,"['Pseudoephedrine', 'Levocetirizine']",Hay fever
CHEBI:16709|CHEBI:17439|CHEBI:18385|CHEBI:46195||HP:0100607,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:46195']",HP:0100607,1,indications,"['Pyridoxine', 'Cyanocobalamin', 'Thiamine', 'Acetaminophen']",Dysmenorrhea
CHEBI:48947|CHEBI:93248||MONDO:0001039,"['CHEBI:48947', 'CHEBI:93248']",MONDO:0001039,1,indications,"['Clavulanic acid', '(6R,7R)-7-[[2-(2-amino-4-thiazolyl)-2-(carboxymethoxyimino)-1-oxoethyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid']",tonsillitis
CHEBI:15365|CHEBI:15428||MONDO:0005098,"['CHEBI:15365', 'CHEBI:15428']",MONDO:0005098,1,indications,"['Glycine', 'Aspirin']",stroke disorder
CHEBI:15407|CHEBI:7470||HP:0001742,"['CHEBI:15407', 'CHEBI:7470']",HP:0001742,1,indications,"['Naphazoline', 'Ephedrine']",Nasal congestion
CHEBI:3561|CHEBI:8093||HP:0001742,"['CHEBI:3561', 'CHEBI:8093']",HP:0001742,1,indications,"['Phenylephrine', 'Cetirizine']",Nasal congestion
CHEBI:4470|CHEBI:51209|CHEBI:5551||HP:0001742,"['CHEBI:4470', 'CHEBI:51209', 'CHEBI:5551']",HP:0001742,1,indications,"['Dextromethorphan', 'Pseudoephedrine', 'Guaifenesin']",Nasal congestion
CHEBI:28591|CHEBI:4917||MONDO:0001752,"['CHEBI:28591', 'CHEBI:4917']",MONDO:0001752,1,indications,"['Guaiacol', 'Eugenol']",Alveolalgia
CHEBI:22652|CHEBI:27470|UNII:UM5219H89V||UMLS:C0240066,"['CHEBI:22652', 'CHEBI:27470', 'UNII:UM5219H89V']",UMLS:C0240066,1,indications,"['Folic acid', 'Ascorbic acid', 'teferrol']",Iron deficiency
CHEBI:17234|CHEBI:26710|CHEBI:30769|CHEBI:32588||HP:0001944,"['CHEBI:17234', 'CHEBI:26710', 'CHEBI:30769', 'CHEBI:32588']",HP:0001944,1,indications,"['Sodium chloride', 'D-glucose', 'Citric acid', 'Potassium chloride']",Dehydration
CHEBI:26710|CHEBI:32588|CHEBI:3312||HP:0001944,"['CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312']",HP:0001944,1,indications,"['Calcium chloride', 'Sodium chloride', 'Potassium chloride']",Dehydration
CHEBI:2549|CHEBI:5551||MONDO:0003781,"['CHEBI:2549', 'CHEBI:5551']",MONDO:0003781,1,indications,"['Albuterol', 'Guaifenesin']",bronchitis
CHEBI:6741|CHEBI:8875||MONDO:0005475,"['CHEBI:6741', 'CHEBI:8875']",MONDO:0005475,1,indications,"['Meloxicam', 'Rizatriptan benzoate']",migraine with aura
CHEBI:52010|CHEBI:9667||MONDO:0700226,"['CHEBI:52010', 'CHEBI:9667']",MONDO:0700226,1,indications,"['chlorphenamine', 'Triamcinolone']",food allergy
CHEBI:5062|CHEBI:71940||MONDO:0021259,"['CHEBI:5062', 'CHEBI:71940']",MONDO:0021259,1,indications,"['Tadalafil', 'Finasteride']",prostate neoplasm
CHEBI:8746|CHEBI:91495||MONDO:0001358,"['CHEBI:8746', 'CHEBI:91495']",MONDO:0001358,1,indications,"['ipratropium', 'Levosalbutamol']",Bronchospasm
CHEBI:135538|CHEBI:5088||HP:0000017,"['CHEBI:135538', 'CHEBI:5088']",HP:0000017,1,indications,"['Flavoxate', 'Propyphenazone']",Nocturia
CHEBI:31781|CHEBI:45409||MONDO:0005109,"['CHEBI:31781', 'CHEBI:45409']",MONDO:0005109,1,indications,"['Ritonavir', 'Lopinavir']",HIV infection
CHEBI:34764|CHEBI:7507||MONDO:0021340,"['CHEBI:34764', 'CHEBI:7507']",MONDO:0021340,1,indications,"['Flumethasone', 'Framycetin']",intertrigo
CHEBI:2668|CHEBI:50690||MONDO:0018328,"['CHEBI:2668', 'CHEBI:50690']",MONDO:0018328,1,indications,"['atorvastatin(1-)', 'Amlodipine']",homozygous familial hypercholesterolemia
UNII:31YO63LBSN|UNII:6T8C155666||MONDO:0002691,"['UNII:31YO63LBSN', 'UNII:6T8C155666']",MONDO:0002691,1,indications,"['Nivolumab', 'Ipilimumab']",liver cancer
