example_key,drug_set,condition_id_norm,source_label_binary,source_file,drug_labels,condition_label,mechanism_category,mechanism_confidence,needs_human_review,rationale_short,llm_model,prompt_version,classified_at_utc
UNII:6LTE2DNX63|UNII:J2D279PEM5||NCBITaxon:337042,"['UNII:6LTE2DNX63', 'UNII:J2D279PEM5']",NCBITaxon:337042,1,indications,"['Human papillomavirus type 16 L1 capsid protein antigen', 'Human papillomavirus type 18 L1 capsid protein antigen']",Alphapapillomavirus 7,mechanistically_synergistic,0.95,False,"Both drugs are HPV type 16 and 18 L1 capsid protein antigens targeting Alphapapillomavirus 7, indicating a joint mechanism for the disease.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:4392|CHEBI:9667||MONDO:0005276,"['CHEBI:4392', 'CHEBI:9667']",MONDO:0005276,1,indications,"['Triamcinolone', 'Demeclocycline']",dental caries,other,0.6,True,"Triamcinolone is a corticosteroid and Demeclocycline is a tetracycline antibiotic; their combination is not a standard synergistic treatment for dental caries, and no clear side effect relief or common comorbidity relationship is evident.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:52010|CHEBI:9667||MONDO:0100470,"['CHEBI:52010', 'CHEBI:9667']",MONDO:0100470,1,indications,"['chlorphenamine', 'Triamcinolone']",reactive airway disease,mechanistically_synergistic,0.9,False,Chlorphenamine (an antihistamine) and Triamcinolone (a corticosteroid) both target inflammatory and allergic pathways relevant to reactive airway disease.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:8232|CHEBI:9421||UMLS:C0003044,"['CHEBI:8232', 'CHEBI:9421']",UMLS:C0003044,1,indications,"['Piperacillin', 'Tazobactam']",Animal bite,mechanistically_synergistic,0.95,False,Piperacillin is a broad-spectrum antibiotic and Tazobactam is a beta-lactamase inhibitor; combined they target bacterial infections from animal bites synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:12777|CHEBI:27300||MONDO:0007016,"['CHEBI:12777', 'CHEBI:27300']",MONDO:0007016,1,indications,"['Cholecalciferol', 'Vitamin A']",vitamin A deficiency,mechanistically_synergistic,0.9,False,"Both Cholecalciferol (Vitamin D) and Vitamin A are vitamins used to treat vitamin A deficiency and related nutritional disorders, indicating joint therapeutic intent.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:15409|CHEBI:15940|CHEBI:46936|CHEBI:86541||HP:0009742,"['CHEBI:15409', 'CHEBI:15940', 'CHEBI:46936', 'CHEBI:86541']",HP:0009742,1,indications,"['Nonivamide', 'Glycol salicylate', 'Niacin', 'Levomenthol']",Stiff shoulders,mechanistically_synergistic,0.8,False,All drugs are topical analgesics or counterirritants commonly used to relieve musculoskeletal pain such as stiff shoulders.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:7507|CHEBI:9667||MONDO:0004795,"['CHEBI:7507', 'CHEBI:9667']",MONDO:0004795,1,indications,"['Triamcinolone', 'Framycetin']",otitis externa,mechanistically_synergistic,0.9,False,Triamcinolone is a corticosteroid reducing inflammation; Framycetin is an antibiotic; both target otitis externa treatment mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:17698|CHEBI:27902|CHEBI:37943||MONDO:0001249,"['CHEBI:17698', 'CHEBI:27902', 'CHEBI:37943']",MONDO:0001249,1,indications,"['Chloramphenicol', 'Colistin', 'Tetracycline']",trachoma,mechanistically_synergistic,0.9,False,"Chloramphenicol, Colistin, and Tetracycline are antibiotics often combined to treat bacterial infections like trachoma, indicating synergistic antimicrobial action.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:3309|CHEBI:81717||HP:0002901,"['CHEBI:3309', 'CHEBI:81717']",HP:0002901,1,indications,"['Calcium gluconate', 'Calcium levulinate']",Hypocalcemia,mechanistically_synergistic,0.9,False,Both drugs are calcium salts used to treat hypocalcemia by restoring calcium levels.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:135096|CHEBI:16914||HP:0003326,"['CHEBI:135096', 'CHEBI:16914']",HP:0003326,1,indications,"['Myrtecaine', 'Salicylic acid']",Myalgia,mechanistically_synergistic,0.8,False,Myrtecaine is a local anesthetic and Salicylic acid is an anti-inflammatory; both can synergistically relieve myalgia symptoms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:48947|CHEBI:93248||HP:0002783,"['CHEBI:48947', 'CHEBI:93248']",HP:0002783,1,indications,"['Clavulanic acid', '(6R,7R)-7-[[2-(2-amino-4-thiazolyl)-2-(carboxymethoxyimino)-1-oxoethyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid']",Recurrent lower respiratory tract infections,mechanistically_synergistic,0.95,False,"Clavulanic acid is combined with beta-lactam antibiotics to inhibit beta-lactamase, enhancing treatment of respiratory infections.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:135180|CHEBI:7660||MONDO:0005316,"['CHEBI:135180', 'CHEBI:7660']",MONDO:0005316,1,indications,"['Nifuratel', 'nystatin']",bacterial vaginosis,mechanistically_synergistic,0.9,False,"Nifuratel and nystatin are both used to treat infections in bacterial vaginosis, targeting bacterial and fungal components respectively, indicating synergistic antimicrobial action.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:15765|CHEBI:92833||MONDO:0014231,"['CHEBI:15765', 'CHEBI:92833']",MONDO:0014231,1,indications,"['Piribedil', 'Levodopa']",juvenile onset Parkinson disease 19A,mechanistically_synergistic,0.95,False,Piribedil and Levodopa both target Parkinson's disease mechanisms to improve motor symptoms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:17439|CHEBI:31607||MONDO:0008228,"['CHEBI:17439', 'CHEBI:31607']",MONDO:0008228,1,indications,"['Cyanocobalamin', 'Ferrous fumarate']",pernicious anemia,mechanistically_synergistic,0.95,False,Both Cyanocobalamin (Vitamin B12) and Ferrous fumarate (iron supplement) address nutrient deficiencies causing pernicious anemia.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:5551|CHEBI:73237||UMLS:C0851355,"['CHEBI:5551', 'CHEBI:73237']",UMLS:C0851355,1,indications,"['Noscapine', 'Guaifenesin']","Respiratory, thoracic and mediastinal disorders",mechanistically_synergistic,0.85,False,Noscapine is an antitussive and guaifenesin is an expectorant; both target respiratory symptoms synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:5195|CHEBI:5950|CHEBI:7507|CHEBI:9336|UNII:24H4NWX5CO||MONDO:0001517,"['CHEBI:5195', 'CHEBI:5950', 'CHEBI:7507', 'CHEBI:9336', 'UNII:24H4NWX5CO']",MONDO:0001517,1,indications,"['Phthalylsulfathiazole', 'iodoquinol', 'Framycetin', 'Kaolin', 'furazolidone']",dysentery,mechanistically_synergistic,0.9,False,"Drugs include antibiotics and agents targeting dysentery pathogens and symptoms, indicating joint therapeutic intent.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:27961|CHEBI:28591|CHEBI:36773||HP:0031245,"['CHEBI:27961', 'CHEBI:28591', 'CHEBI:36773']",HP:0031245,1,indications,"['Guaiacol', 'Eucalyptol', 'camphor']",Productive cough,mechanistically_synergistic,0.9,False,"Guaiacol, eucalyptol, and camphor are commonly combined in cough remedies to synergistically relieve productive cough symptoms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:48981|CHEBI:6456|CHEBI:8430||UMLS:C0037284,"['CHEBI:48981', 'CHEBI:6456', 'CHEBI:8430']",UMLS:C0037284,1,indications,"['Lidocaine', 'Oxyquinoline', 'Procaine']",Skin lesion,other,0.6,True,Lidocaine and Procaine are local anesthetics often used for skin lesions; Oxyquinoline is an antiseptic. Their combination is not clearly mechanistically synergistic or for side effect relief.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:16914|CHEBI:30746||MONDO:0004678,"['CHEBI:16914', 'CHEBI:30746']",MONDO:0004678,1,indications,"['Benzoic acid', 'Salicylic acid']",dermatophytosis,other,0.6,True,"Benzoic acid and salicylic acid are topical agents with antifungal and keratolytic properties, respectively, used in dermatophytosis; their combination is therapeutic but not clearly mechanistically synergistic.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:5195|CHEBI:7507|UNII:24H4NWX5CO||MONDO:0001517,"['CHEBI:5195', 'CHEBI:7507', 'UNII:24H4NWX5CO']",MONDO:0001517,1,indications,"['Kaolin', 'Framycetin', 'furazolidone']",dysentery,mechanistically_synergistic,0.85,False,"Kaolin acts as an adsorbent, while Framycetin and furazolidone are antimicrobials targeting dysentery pathogens, indicating joint therapeutic intent.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:15367|CHEBI:17594|CHEBI:5108||MONDO:0000736,"['CHEBI:15367', 'CHEBI:17594', 'CHEBI:5108']",MONDO:0000736,1,indications,"['Tretinoin', 'Fluocinolone', 'Hydroquinone']",freckles,mechanistically_synergistic,0.9,False,"Hydroquinone, tretinoin, and fluocinolone are commonly combined to treat freckles by lightening pigmentation and reducing inflammation.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:149601|CHEBI:49040||MONDO:0007750,"['CHEBI:149601', 'CHEBI:49040']",MONDO:0007750,1,indications,"['Ezetimibe', 'Bempedoic acid']","hypercholesterolemia, familial, 1",mechanistically_synergistic,0.95,False,Both drugs lower cholesterol via complementary mechanisms targeting hypercholesterolemia.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:28669|CHEBI:7507||UMLS:C0038941,"['CHEBI:28669', 'CHEBI:7507']",UMLS:C0038941,1,indications,"['Framycetin', 'Bacitracin']",Surgical Wound Infection,mechanistically_synergistic,0.9,False,"Framycetin and Bacitracin are both topical antibiotics used together to treat surgical wound infections, indicating synergistic antimicrobial action.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:28748|CHEBI:84050||MONDO:0008170,"['CHEBI:28748', 'CHEBI:84050']",MONDO:0008170,1,indications,"['Trabectedin', 'Doxorubicin']",ovarian cancer,mechanistically_synergistic,0.9,False,"Trabectedin and Doxorubicin are both chemotherapeutic agents used together to treat ovarian cancer, targeting cancer cells synergistically.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:4031|CHEBI:68478|UNII:9927MT646M||UMLS:C0238217,"['CHEBI:4031', 'CHEBI:68478', 'UNII:9927MT646M']",UMLS:C0238217,1,indications,"['Everolimus', 'Basiliximab', 'Cyclosporine']",Renal transplant rejection,mechanistically_synergistic,0.95,False,"Everolimus, Basiliximab, and Cyclosporine are immunosuppressants commonly used together to prevent renal transplant rejection by targeting immune response mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:135523|CHEBI:15354||HP:0000155,"['CHEBI:135523', 'CHEBI:15354']",HP:0000155,1,indications,"['Choline', 'Cetalkonium']",Oral ulcer,other,0.6,True,"Choline and Cetalkonium are not clearly synergistic or related to oral ulcer treatment; Cetalkonium is an antiseptic, Choline a nutrient.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:2948|CHEBI:4031||UMLS:C0238217,"['CHEBI:2948', 'CHEBI:4031']",UMLS:C0238217,1,indications,"['Cyclosporine', 'Azathioprine']",Renal transplant rejection,mechanistically_synergistic,0.95,False,Both Cyclosporine and Azathioprine are immunosuppressants used together to prevent renal transplant rejection.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:3001|CHEBI:7507||UMLS:C0086196,"['CHEBI:3001', 'CHEBI:7507']",UMLS:C0086196,1,indications,"['Framycetin', 'beclomethasone']",atopic eczema,mechanistically_synergistic,0.9,False,Framycetin is an antibiotic and beclomethasone is a corticosteroid; both are used together to treat atopic eczema by addressing infection and inflammation.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:3309|CHEBI:3311|UNII:2URQ2N32W3||UMLS:C0392519,"['CHEBI:3309', 'CHEBI:3311', 'UNII:2URQ2N32W3']",UMLS:C0392519,1,indications,"['Calcium carbonate', 'Calcium lactate', 'Calcium gluconate']",Calcium deficiency,mechanistically_synergistic,0.95,False,All drugs are calcium salts used to treat calcium deficiency by supplementing calcium levels.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:17754|CHEBI:6456||MONDO:0004872,"['CHEBI:17754', 'CHEBI:6456']",MONDO:0004872,1,indications,"['Lidocaine', 'Glycerin']",hemorrhoid,mechanistically_synergistic,0.85,False,Lidocaine provides local anesthesia and Glycerin acts as a stool softener; both address symptoms of hemorrhoids synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:8232|CHEBI:9421||MONDO:0000922,"['CHEBI:8232', 'CHEBI:9421']",MONDO:0000922,1,indications,"['Piperacillin', 'Tazobactam']",pelvic inflammatory disease,mechanistically_synergistic,0.95,False,Piperacillin is a broad-spectrum antibiotic and Tazobactam is a beta-lactamase inhibitor; combined they target bacterial infections causing pelvic inflammatory disease.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:135976|CHEBI:15409|CHEBI:36773||UMLS:C0009938,"['CHEBI:135976', 'CHEBI:15409', 'CHEBI:36773']",UMLS:C0009938,1,indications,"['Menthyl salicylate', 'Levomenthol', 'camphor']",Contusions,mechanistically_synergistic,0.9,False,"All three drugs (menthyl salicylate, levomenthol, camphor) are topical agents commonly combined for symptomatic relief in contusions.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:28527|CHEBI:9765|DRUGBANK:DB13281||MONDO:0002800,"['CHEBI:28527', 'CHEBI:9765', 'DRUGBANK:DB13281']",MONDO:0002800,1,indications,"['Trypsin', 'Bromelains', 'Rutin']",thrombophlebitis,mechanistically_synergistic,0.85,False,"Trypsin and bromelains are proteolytic enzymes used to reduce inflammation and improve blood flow in thrombophlebitis; rutin strengthens blood vessels, supporting treatment.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:3309|UNII:SST07NLK7J||UMLS:C0016325,"['CHEBI:3309', 'UNII:SST07NLK7J']",UMLS:C0016325,1,indications,"['Calcium saccharate', 'Calcium gluconate']",fluoride poisoning,mechanistically_synergistic,0.9,False,Both drugs are calcium salts used to treat fluoride poisoning by binding fluoride ions.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:27899|CHEBI:30863|CHEBI:31652|CHEBI:32188||UMLS:C0278498,"['CHEBI:27899', 'CHEBI:30863', 'CHEBI:31652', 'CHEBI:32188']",UMLS:C0278498,1,indications,"['Tegafur', 'Oteracil', 'Cisplatin', 'Gimeracil']",Malignant neoplasm of stomach stage IV,mechanistically_synergistic,0.95,False,"Tegafur, Oteracil, Gimeracil form S-1 chemotherapy combined with Cisplatin for advanced gastric cancer treatment.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:15409|CHEBI:31832|CHEBI:36773|UNII:2R04ONI662||UMLS:C0009938,"['CHEBI:15409', 'CHEBI:31832', 'CHEBI:36773', 'UNII:2R04ONI662']",UMLS:C0009938,1,indications,"['Methyl salicylate', 'Eucalyptus oil', 'camphor', 'Levomenthol']",Contusions,mechanistically_synergistic,0.9,False,All drugs are topical agents commonly used together to relieve symptoms of contusions through analgesic and counterirritant effects.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:32914|CHEBI:94563||MONDO:0006723,"['CHEBI:32914', 'CHEBI:94563']",MONDO:0006723,1,indications,"['Benzydamine', 'Cetylpyridinium']",denture stomatitis,mechanistically_synergistic,0.85,False,Both Benzydamine and Cetylpyridinium have anti-inflammatory and antimicrobial properties relevant to treating denture stomatitis.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:16382|CHEBI:17606||UMLS:C0043250,"['CHEBI:16382', 'CHEBI:17606']",UMLS:C0043250,1,indications,"['Iodide', 'Iodine']",Traumatic Wound,other,0.6,True,Iodide and iodine are antiseptics used for wound disinfection but do not have a known synergistic mechanism specifically for traumatic wounds.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:15409|CHEBI:28304|CHEBI:86541||UMLS:C0009938,"['CHEBI:15409', 'CHEBI:28304', 'CHEBI:86541']",UMLS:C0009938,1,indications,"['Levomenthol', 'Heparin', 'Glycol salicylate']",Contusions,mechanistically_synergistic,0.8,False,"Levomenthol and glycol salicylate are topical analgesics; heparin is used for bruising and inflammation in contusions, indicating joint therapeutic intent.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:17154|CHEBI:17621|CHEBI:18385||UMLS:C0851439,"['CHEBI:17154', 'CHEBI:17621', 'CHEBI:18385']",UMLS:C0851439,1,indications,"['Thiamine', 'FMN', 'Nicotinamide']",Infections - pathogen unspecified,mechanistically_synergistic,0.8,True,"Thiamine, FMN, and Nicotinamide are vitamins involved in metabolic and immune functions potentially supporting treatment of infections.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:22984|UNII:472LWJ3Y9N||MONDO:0001068,"['CHEBI:22984', 'UNII:472LWJ3Y9N']",MONDO:0001068,1,indications,"['Calcium lactate gluconate', 'Calcium']",osteomalacia,mechanistically_synergistic,0.9,False,"Both drugs provide calcium supplementation, directly addressing calcium deficiency in osteomalacia.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:134850|CHEBI:17439|CHEBI:31749|CHEBI:41879|CHEBI:6456||MONDO:0002122,"['CHEBI:134850', 'CHEBI:17439', 'CHEBI:31749', 'CHEBI:41879', 'CHEBI:6456']",MONDO:0002122,1,indications,"['Lidocaine', 'Dexamethasone', 'Cyanocobalamin', 'Kebuzone', 'Salicylamide O-acetic acid']",neuritis,mechanistically_synergistic,0.85,False,Drugs like Lidocaine (local anesthetic) and Dexamethasone (anti-inflammatory) are commonly used together to treat neuritis by targeting pain and inflammation mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:16422|CHEBI:16581|CHEBI:17263|CHEBI:17347|CHEBI:2710|DRUGBANK:DB09100||MONDO:0010139,"['CHEBI:16422', 'CHEBI:16581', 'CHEBI:17263', 'CHEBI:17347', 'CHEBI:2710', 'DRUGBANK:DB09100']",MONDO:0010139,1,indications,"['Androstenedione', 'Androstenediol', 'Thyroid, porcine', 'Pregnenolone', 'Estrone', 'Testosterone']",isolated thyroid-stimulating hormone deficiency,mechanistically_synergistic,0.85,False,"Drugs are steroid hormones and thyroid extract relevant to hormone deficiency treatment, likely targeting isolated thyroid-stimulating hormone deficiency mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:5134|CHEBI:9012|CHEBI:90959||MONDO:0001358,"['CHEBI:5134', 'CHEBI:9012', 'CHEBI:90959']",MONDO:0001358,1,indications,"['tiotropium bromide', 'Salmeterol xinafoate', 'Fluticasone']",Bronchospasm,mechanistically_synergistic,0.95,False,"Tiotropium bromide (anticholinergic), Fluticasone (corticosteroid), and Salmeterol xinafoate (long-acting beta-agonist) are commonly combined to treat bronchospasm by complementary mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:33130|UNII:FML8G1U0Y3||HP:0002027,"['CHEBI:33130', 'UNII:FML8G1U0Y3']",HP:0002027,1,indications,"['Magnesium trisilicate', 'algeldrate']",Abdominal pain,mechanistically_synergistic,0.85,False,"Both drugs are antacids used to relieve abdominal pain by neutralizing stomach acid, indicating joint therapeutic effect.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:31397|CHEBI:90959||MONDO:0001358,"['CHEBI:31397', 'CHEBI:90959']",MONDO:0001358,1,indications,"['Ciclesonide', 'tiotropium bromide']",Bronchospasm,mechanistically_synergistic,0.9,False,Ciclesonide (a corticosteroid) and tiotropium bromide (a bronchodilator) both target bronchospasm mechanisms in respiratory diseases.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:134753|CHEBI:28939||MONDO:0005961,"['CHEBI:134753', 'CHEBI:28939']",MONDO:0005961,1,indications,"['Acetylcysteine', 'Tuaminoheptane']",sinusitis,mechanistically_synergistic,0.8,False,"Acetylcysteine acts as a mucolytic to reduce mucus viscosity in sinusitis; Tuaminoheptane is a nasal decongestant reducing swelling, both targeting sinusitis symptoms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:15409|CHEBI:31832|CHEBI:36773|UNII:2R04ONI662||UMLS:C0080194,"['CHEBI:15409', 'CHEBI:31832', 'CHEBI:36773', 'UNII:2R04ONI662']",UMLS:C0080194,1,indications,"['Levomenthol', 'Methyl salicylate', 'Eucalyptus oil', 'camphor']",Muscle strain,mechanistically_synergistic,0.9,False,All drugs are topical analgesics commonly combined to relieve muscle strain pain through complementary mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:46195|CHEBI:4909||MONDO:0005393,"['CHEBI:46195', 'CHEBI:4909']",MONDO:0005393,1,indications,"['Acetaminophen', 'Etodolac']",gout,mechanistically_synergistic,0.8,False,"Both Acetaminophen and Etodolac are used to manage pain and inflammation in gout, targeting symptoms synergistically.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:5108|UNII:YH9K692U9S||MONDO:0005961,"['CHEBI:5108', 'UNII:YH9K692U9S']",MONDO:0005961,1,indications,"['Clonazoline', 'Fluocinolone']",sinusitis,other,0.6,True,"Clonazoline and Fluocinolone have different mechanisms; Fluocinolone is a corticosteroid often used for inflammation, but their joint mechanism for sinusitis is unclear.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:78067|PUBCHEM.COMPOUND:6452753||MONDO:0019019,"['CHEBI:78067', 'PUBCHEM.COMPOUND:6452753']",MONDO:0019019,1,indications,"['pirfotekh', 'Stannous chloride']",osteogenesis imperfecta,other,0.6,True,Pirfotekh and Stannous chloride are not commonly known to be mechanistically synergistic or used together specifically for osteogenesis imperfecta; insufficient evidence for classification.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:52010|CHEBI:5551||MONDO:0004784,"['CHEBI:52010', 'CHEBI:5551']",MONDO:0004784,1,indications,"['Guaifenesin', 'chlorphenamine']",allergic asthma,mechanistically_synergistic,0.85,False,Guaifenesin is an expectorant and chlorphenamine is an antihistamine; both address symptoms of allergic asthma through complementary mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:15409|CHEBI:31832|CHEBI:36773|CHEBI:46936||MONDO:0005554,"['CHEBI:15409', 'CHEBI:31832', 'CHEBI:36773', 'CHEBI:46936']",MONDO:0005554,1,indications,"['Nonivamide', 'Methyl salicylate', 'camphor', 'Levomenthol']",Rheumatism,mechanistically_synergistic,0.9,False,All drugs are topical analgesics commonly combined to relieve rheumatism symptoms through synergistic pain relief mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:3215|CHEBI:6456|CHEBI:6888|CHEBI:9667||MONDO:0001875,"['CHEBI:3215', 'CHEBI:6456', 'CHEBI:6888', 'CHEBI:9667']",MONDO:0001875,1,indications,"['Bupivacaine', 'Methylprednisolone', 'Lidocaine', 'Triamcinolone']",epicondylitis,mechanistically_synergistic,0.9,False,Bupivacaine and Lidocaine are local anesthetics providing pain relief; Methylprednisolone and Triamcinolone are corticosteroids reducing inflammation; combined use targets epicondylitis symptoms synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:17306|CHEBI:18248||MONDO:0001357,"['CHEBI:17306', 'CHEBI:18248']",MONDO:0001357,1,indications,"['Maltose', 'Iron']",hypochromic anemia,common_comorbidity,0.85,False,Iron treats hypochromic anemia; maltose is a sugar supplement often co-administered but not mechanistically synergistic.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:18248|CHEBI:22652||MONDO:0001357,"['CHEBI:18248', 'CHEBI:22652']",MONDO:0001357,1,indications,"['Iron', 'Ascorbic acid']",hypochromic anemia,mechanistically_synergistic,0.95,False,"Iron and ascorbic acid are used together to treat hypochromic anemia; ascorbic acid enhances iron absorption, directly supporting treatment.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:3215|CHEBI:6456|CHEBI:6888|CHEBI:9667||MONDO:0005301,"['CHEBI:3215', 'CHEBI:6456', 'CHEBI:6888', 'CHEBI:9667']",MONDO:0005301,1,indications,"['Bupivacaine', 'Lidocaine', 'Triamcinolone', 'Methylprednisolone']",multiple sclerosis,mechanistically_synergistic,0.85,False,Bupivacaine and Lidocaine are local anesthetics; Triamcinolone and Methylprednisolone are corticosteroids used to reduce inflammation in multiple sclerosis.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:16914|PUBCHEM.COMPOUND:6433489||NCIT:C50579,"['CHEBI:16914', 'PUBCHEM.COMPOUND:6433489']",NCIT:C50579,1,indications,"['Escin', 'Salicylic acid']",hematoma,mechanistically_synergistic,0.8,False,Escin and salicylic acid both have anti-inflammatory and vascular protective effects relevant to hematoma treatment.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:15365|CHEBI:22652|CHEBI:46195||MONDO:0005812,"['CHEBI:15365', 'CHEBI:22652', 'CHEBI:46195']",MONDO:0005812,1,indications,"['Ascorbic acid', 'Aspirin', 'Acetaminophen']",influenza,mechanistically_synergistic,0.7,False,"Ascorbic acid, aspirin, and acetaminophen are commonly used together to manage influenza symptoms through complementary mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:27732|CHEBI:46195|UNII:N667F17JP1||MONDO:0005812,"['CHEBI:27732', 'CHEBI:46195', 'UNII:N667F17JP1']",MONDO:0005812,1,indications,"['Caffeine', 'Acetaminophen', 'Carbaspirin calcium']",influenza,mechanistically_synergistic,0.8,False,"Caffeine and acetaminophen are often combined to enhance analgesic effects in influenza symptom relief; carbaspirin calcium (aspirin derivative) also targets symptoms, indicating joint therapeutic intent.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
DRUGBANK:DB18750|DRUGBANK:DB18750||MONDO:0005812,"['DRUGBANK:DB18750', 'DRUGBANK:DB18750']",MONDO:0005812,1,indications,"['Influenza A Virus A/California/122/2022 SAN-022 (H3N2) antigen (formaldehyde inactivated)', 'Influenza A Virus A/California/122/2022 SAN-022 (H3N2) antigen (formaldehyde inactivated)']",influenza,mechanistically_synergistic,0.9,False,"Both drugs are identical influenza virus antigens used for immunization against influenza, targeting the disease mechanism directly.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:18248|CHEBI:34674||CHEBI:18248,"['CHEBI:18248', 'CHEBI:34674']",CHEBI:18248,1,indications,"['Iron', 'dextran sulfate']",Iron,other,0.6,True,Iron is used to treat iron deficiency; dextran sulfate is a complex polysaccharide with unclear direct synergy for iron treatment.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:2668|CHEBI:8024||CHEBI:8024,"['CHEBI:2668', 'CHEBI:8024']",CHEBI:8024,1,indications,"['Perindopril', 'Amlodipine']",Perindopril,mechanistically_synergistic,0.9,False,"Perindopril (an ACE inhibitor) and Amlodipine (a calcium channel blocker) are commonly combined to treat hypertension, targeting blood pressure control via complementary mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
