example_key,drug_set,condition_id_norm,mechanism_category,mechanism_confidence,needs_human_review,rationale_short,llm_model,prompt_version,classified_at_utc,from_cache
CHEBI:31206|CHEBI:4636|CHEBI:77032||HP:0025095,"['CHEBI:31206', 'CHEBI:4636', 'CHEBI:77032']",HP:0025095,mechanistically_synergistic,0.85,False,"Ammonium chloride and bromhexine act as expectorants/mucolytics, diphenhydramine as antihistamine; combined to relieve symptoms of sneezing and respiratory irritation.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:6970|UNII:9810NUL4D1||MONDO:0004979,"['CHEBI:6970', 'UNII:9810NUL4D1']",MONDO:0004979,mechanistically_synergistic,0.95,False,Carmoterol is a long-acting beta-agonist bronchodilator and mometasone is a corticosteroid; both are commonly combined to treat asthma by complementary mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:68478|CHEBI:85994||UNII:D7RD81HE4W,"['CHEBI:68478', 'CHEBI:85994']",UNII:D7RD81HE4W,other,0.6,True,Lenvatinib and Everolimus are cancer drugs but 'thymoglobulin' is unrelated; unclear mechanism or indication link.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:31206|CHEBI:4470||HP:0012735,"['CHEBI:31206', 'CHEBI:4470']",HP:0012735,mechanistically_synergistic,0.9,False,"Dextromethorphan suppresses cough reflex; Ammonium chloride acts as an expectorant, both targeting cough symptoms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:31498|DRUGBANK:DB11058||UMLS:C0549202,"['CHEBI:31498', 'DRUGBANK:DB11058']",UMLS:C0549202,mechanistically_synergistic,0.9,False,"Both Dimethicone and Petrolatum are topical agents that protect and moisturize skin, jointly treating chapped skin.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:31484|CHEBI:31739||MONDO:0006723,"['CHEBI:31484', 'CHEBI:31739']",MONDO:0006723,mechanistically_synergistic,0.85,False,Diflucortolone valerate is a corticosteroid reducing inflammation; Josamycin is an antibiotic targeting infection; both address denture stomatitis mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:134743|CHEBI:63580|UNII:Q46947FE7K||UMLS:C4049431,"['CHEBI:134743', 'CHEBI:63580', 'UNII:Q46947FE7K']",UMLS:C4049431,mechanistically_synergistic,0.95,False,"Simeprevir, Peginterferon alfa-2a, and Ribavirin are commonly used together to treat chronic hepatitis C genotype 4, targeting the virus through complementary mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:2549|CHEBI:91495||MONDO:0004979,"['CHEBI:2549', 'CHEBI:91495']",MONDO:0004979,mechanistically_synergistic,0.95,False,Ipratropium and albuterol are both bronchodilators used together to treat asthma by complementary mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:46195|CHEBI:5551|CHEBI:8093||NCIT:C26921,"['CHEBI:46195', 'CHEBI:5551', 'CHEBI:8093']",NCIT:C26921,mechanistically_synergistic,0.9,False,"Guaifenesin (expectorant), Acetaminophen (antipyretic/analgesic), and Phenylephrine (decongestant) are commonly combined to treat symptoms of fever and chills, targeting different aspects of the condition.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:31498|UNII:6V88E24N5T||MONDO:0005412,"['CHEBI:31498', 'UNII:6V88E24N5T']",MONDO:0005412,mechanistically_synergistic,0.9,False,"Dimethicone and Magaldrate both act to protect and soothe the gastrointestinal mucosa, addressing duodenal ulcer symptoms and healing.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
DRUGBANK:DB15680|DRUGBANK:DB15681|DRUGBANK:DB15682|DRUGBANK:DB15683||DRUGBANK:DB10785,"['DRUGBANK:DB15680', 'DRUGBANK:DB15681', 'DRUGBANK:DB15682', 'DRUGBANK:DB15683']",DRUGBANK:DB10785,mechanistically_synergistic,0.9,False,"All drugs are meningococcal polysaccharide conjugate antigens targeting Neisseria meningitidis serogroups, indicating joint vaccine mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17754|UNII:K679OBS311||NCIT:C187286,"['CHEBI:17754', 'UNII:K679OBS311']",NCIT:C187286,mechanistically_synergistic,0.9,False,"Both drugs are used to relieve eye irritation by moisturizing and lubricating the eye surface, acting synergistically for the condition.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:135780|CHEBI:49575||UMLS:C4728126,"['CHEBI:135780', 'CHEBI:49575']",UMLS:C4728126,mechanistically_synergistic,0.9,False,"Both Otilonium and Diazepam are used to relieve muscle spasms, targeting gastrointestinal spasm mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:25107|CHEBI:26710|CHEBI:32588|CHEBI:32954|DRUGBANK:DB09106||HP:0011106,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'DRUGBANK:DB09106']",HP:0011106,mechanistically_synergistic,0.9,False,All drugs are electrolytes or volume expanders used to treat hypovolemia by restoring fluid and electrolyte balance.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:15409|CHEBI:27607|CHEBI:31832|CHEBI:36773||HP:0003418,"['CHEBI:15409', 'CHEBI:27607', 'CHEBI:31832', 'CHEBI:36773']",HP:0003418,mechanistically_synergistic,0.9,False,All drugs are topical analgesics commonly combined to relieve back pain symptoms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:4309|UNII:23OW28RS7P||MONDO:0005113,"['CHEBI:4309', 'UNII:23OW28RS7P']",MONDO:0005113,mechanistically_synergistic,0.95,False,Quinupristin and Dalfopristin are combined as synergistic antibiotics to treat bacterial infections.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:27732|CHEBI:5855||HP:0012531,"['CHEBI:27732', 'CHEBI:5855']",HP:0012531,mechanistically_synergistic,0.9,False,Caffeine and ibuprofen are often combined to enhance analgesic effects for pain management.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:32914|CHEBI:6456||MONDO:0006723,"['CHEBI:32914', 'CHEBI:6456']",MONDO:0006723,mechanistically_synergistic,0.85,False,Cetylpyridinium is an antiseptic and lidocaine is a local anesthetic; both address infection and pain in denture stomatitis.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:2666|CHEBI:8028||HP:0000713,"['CHEBI:2666', 'CHEBI:8028']",HP:0000713,mechanistically_synergistic,0.8,False,"Both Perphenazine (an antipsychotic) and Amitriptyline (a tricyclic antidepressant) can be used to manage agitation symptoms, suggesting synergistic therapeutic intent.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:82977|CHEBI:85083||UMLS:C4049392,"['CHEBI:82977', 'CHEBI:85083']",UMLS:C4049392,mechanistically_synergistic,0.95,False,Daclatasvir and Sofosbuvir are antiviral drugs used together to treat chronic hepatitis C genotype 1 by targeting different viral proteins.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16714|CHEBI:5855||HP:0012531,"['CHEBI:16714', 'CHEBI:5855']",HP:0012531,mechanistically_synergistic,0.9,False,Ibuprofen and Codeine are often combined to synergistically manage pain through different mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17650|CHEBI:74460||HP:0033564,"['CHEBI:17650', 'CHEBI:74460']",HP:0033564,mechanistically_synergistic,0.85,False,Clioquinol is an antimicrobial and hydrocortisone is an anti-inflammatory; both address key aspects of stasis dermatitis treatment.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:51209|CHEBI:52010|CHEBI:5855||HP:0025095,"['CHEBI:51209', 'CHEBI:52010', 'CHEBI:5855']",HP:0025095,mechanistically_synergistic,0.9,False,"Pseudoephedrine (decongestant), chlorphenamine (antihistamine), and ibuprofen (anti-inflammatory) are commonly combined to treat symptoms of sneezing and related allergic or cold symptoms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:5855|CHEBI:7852||NCIT:C27003,"['CHEBI:5855', 'CHEBI:7852']",NCIT:C27003,mechanistically_synergistic,0.9,False,Ibuprofen and Oxycodone are often combined to synergistically manage acute pain via different mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17246|CHEBI:28674|CHEBI:53248||UMLS:C0948595,"['CHEBI:17246', 'CHEBI:28674', 'CHEBI:53248']",UMLS:C0948595,other,0.6,True,Insufficient information on hydroxyethylene's role; unclear if drugs act synergistically or for side effect relief in ocular discomfort.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:204734|CHEBI:74460||MONDO:0002137,"['CHEBI:204734', 'CHEBI:74460']",MONDO:0002137,mechanistically_synergistic,0.8,False,Clioquinol is an antimicrobial and Desonide is a corticosteroid; both can be used together to treat inflammatory skin conditions like noninfectious dermatoses of the eyelid.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16709|CHEBI:17439|CHEBI:18385|CHEBI:46195||HP:0003418,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:46195']",HP:0003418,common_comorbidity,0.8,False,"Pyridoxine, Cyanocobalamin, and Thiamine are vitamins often used for neuropathy or deficiency; Acetaminophen is a pain reliever. Their combination likely addresses co-occurring nutritional deficiencies and pain in back pain rather than a single mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:4470|CHEBI:46195|CHEBI:51209|CHEBI:52010|CHEBI:5551||HP:0012531,"['CHEBI:4470', 'CHEBI:46195', 'CHEBI:51209', 'CHEBI:52010', 'CHEBI:5551']",HP:0012531,mechanistically_synergistic,0.9,False,"The drug combination includes analgesic (Acetaminophen) and multiple symptomatic relief agents (chlorphenamine, dextromethorphan, guaifenesin, pseudoephedrine) commonly used together to treat pain and associated symptoms, indicating synergistic therapeutic intent.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:5147|CHEBI:65346||MONDO:0005002,"['CHEBI:5147', 'CHEBI:65346']",MONDO:0005002,mechanistically_synergistic,0.95,False,Formoterol (a LABA) and Aclidinium (a LAMA) are commonly combined to treat COPD by complementary bronchodilation mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:190513|CHEBI:27300||MONDO:0005298,"['CHEBI:190513', 'CHEBI:27300']",MONDO:0005298,mechanistically_synergistic,0.95,False,Calcium citrate and cholecalciferol (vitamin D3) are commonly co-administered to synergistically treat osteoporosis by improving bone mineral density.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:52010|CHEBI:59773||MONDO:0024332,"['CHEBI:52010', 'CHEBI:59773']",MONDO:0024332,mechanistically_synergistic,0.9,False,Cromolyn stabilizes mast cells and chlorphenamine is an antihistamine; both target allergic rhinitis symptoms synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:15409|CHEBI:31832|CHEBI:36773||HP:0002829,"['CHEBI:15409', 'CHEBI:31832', 'CHEBI:36773']",HP:0002829,mechanistically_synergistic,0.9,False,"Levomenthol, camphor, and methyl salicylate are topical analgesics commonly combined to relieve joint pain (arthralgia) via synergistic mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3207|CHEBI:5147||MONDO:0005002,"['CHEBI:3207', 'CHEBI:5147']",MONDO:0005002,mechanistically_synergistic,0.95,False,Budesonide (a corticosteroid) and Formoterol (a long-acting beta-agonist) are commonly combined to treat COPD by targeting inflammation and bronchoconstriction.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3614|CHEBI:94563||NCIT:C78325,"['CHEBI:3614', 'CHEBI:94563']",NCIT:C78325,mechanistically_synergistic,0.9,False,"Both Chlorhexidine and Benzydamine are used to treat oral conditions including gingival pain, with complementary antiseptic and anti-inflammatory effects.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:47381|CHEBI:8768||NCIT:C3244,"['CHEBI:47381', 'CHEBI:8768']",NCIT:C3244,side_effect_relief,0.9,False,Rabeprazole is a proton pump inhibitor often used to reduce gastrointestinal side effects caused by NSAIDs like Diclofenac in musculoskeletal pain treatment.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:107736|CHEBI:15671|CHEBI:30769|CHEBI:31498|CHEBI:32139|CHEBI:64733||NCIT:C78213,"['CHEBI:107736', 'CHEBI:15671', 'CHEBI:30769', 'CHEBI:31498', 'CHEBI:32139', 'CHEBI:64733']",NCIT:C78213,mechanistically_synergistic,0.9,False,"All drugs are used to treat meteorism by reducing gas and improving digestion, indicating joint therapeutic effect.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17650|CHEBI:28669|CHEBI:7507|CHEBI:8310||MONDO:0002137,"['CHEBI:17650', 'CHEBI:28669', 'CHEBI:7507', 'CHEBI:8310']",MONDO:0002137,mechanistically_synergistic,0.9,False,Combination of antibiotics and corticosteroid used together to treat noninfectious dermatoses of eyelid by addressing inflammation and preventing secondary infection.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:230905|CHEBI:31638||UMLS:C0278488,"['CHEBI:230905', 'CHEBI:31638']",UMLS:C0278488,mechanistically_synergistic,0.95,False,"Fulvestrant and Ribociclib are used together to treat advanced breast cancer by targeting estrogen receptor and CDK4/6 pathways respectively, providing synergistic therapeutic effects.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:134719|CHEBI:9421||UMLS:C2189270,"['CHEBI:134719', 'CHEBI:9421']",UMLS:C2189270,mechanistically_synergistic,0.95,False,Ceftolozane is a cephalosporin antibiotic and tazobactam is a beta-lactamase inhibitor; combined they target bacterial infections in ventilator-associated bacterial pneumonia (VABP).,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:116735|CHEBI:3614||MONDO:0002258,"['CHEBI:116735', 'CHEBI:3614']",MONDO:0002258,other,0.7,False,Benzocaine is a local anesthetic for symptom relief; Chlorhexidine is an antiseptic. Their combination treats pharyngitis symptoms but not via synergistic mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3207|CHEBI:90959||MONDO:0005002,"['CHEBI:3207', 'CHEBI:90959']",MONDO:0005002,mechanistically_synergistic,0.95,False,Tiotropium bromide (bronchodilator) and Budesonide (corticosteroid) are commonly combined to treat COPD by targeting airway obstruction and inflammation.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:31515|CHEBI:8768||MONDO:0006896,"['CHEBI:31515', 'CHEBI:8768']",MONDO:0006896,mechanistically_synergistic,0.9,False,"Rabeprazole reduces stomach acid; Domperidone enhances gastric motility, both addressing peptic esophagitis mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:5195|CHEBI:7507|UNII:24H4NWX5CO||UMLS:C0021342,"['CHEBI:5195', 'CHEBI:7507', 'UNII:24H4NWX5CO']",UMLS:C0021342,mechanistically_synergistic,0.9,False,"Kaolin is used for symptomatic relief, while Framycetin and furazolidone are antimicrobials targeting infectious enteritis; combined they address infection and symptoms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3175|CHEBI:4702|CHEBI:9599||MONDO:0006875,"['CHEBI:3175', 'CHEBI:4702', 'CHEBI:9599']",MONDO:0006875,mechanistically_synergistic,0.95,False,"Dorzolamide, Brimonidine, and Timolol are combined to lower intraocular pressure in ocular hypertension via complementary mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:31397|UNII:9810NUL4D1||MONDO:0005002,"['CHEBI:31397', 'UNII:9810NUL4D1']",MONDO:0005002,mechanistically_synergistic,0.95,False,Ciclesonide (corticosteroid) and Carmoterol (long-acting beta-agonist) are commonly combined to treat COPD by targeting inflammation and bronchoconstriction.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3001|CHEBI:7507||UMLS:C0234913,"['CHEBI:3001', 'CHEBI:7507']",UMLS:C0234913,mechanistically_synergistic,0.85,False,Framycetin is an antibiotic and beclomethasone is a corticosteroid; combined use targets infection and inflammation in erythematous rash.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16914|CHEBI:78320||UMLS:C0457978,"['CHEBI:16914', 'CHEBI:78320']",UMLS:C0457978,mechanistically_synergistic,0.8,False,Salicylic acid is keratolytic and used to treat foot callus; lactic acid also has keratolytic properties enhancing treatment effect.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:6715|CHEBI:8389||MONDO:0005298,"['CHEBI:6715', 'CHEBI:8389']",MONDO:0005298,mechanistically_synergistic,0.9,False,Conjugated estrogens and medroxyprogesterone are often combined to treat osteoporosis by addressing hormonal deficiencies affecting bone density.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16914|CHEBI:34764||UMLS:C0239816,"['CHEBI:16914', 'CHEBI:34764']",UMLS:C0239816,mechanistically_synergistic,0.85,False,"Salicylic acid acts as a keratolytic and anti-inflammatory agent, while flumethasone is a corticosteroid; both target inflammation and skin symptoms in hand eczema.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16914|CHEBI:2500||HP:0002638,"['CHEBI:16914', 'CHEBI:2500']",HP:0002638,mechanistically_synergistic,0.85,False,Both beta-Escin and salicylic acid have anti-inflammatory and vascular effects relevant to treating superficial thrombophlebitis.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:46195|CHEBI:51209||MONDO:0005709,"['CHEBI:46195', 'CHEBI:51209']",MONDO:0005709,mechanistically_synergistic,0.9,False,"Acetaminophen and pseudoephedrine are commonly combined to treat symptoms of the common cold, targeting pain/fever and nasal congestion respectively.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:82700|CHEBI:90959||MONDO:0005002,"['CHEBI:82700', 'CHEBI:90959']",MONDO:0005002,mechanistically_synergistic,0.95,False,Olodaterol and tiotropium bromide are both bronchodilators used together to treat COPD by complementary mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:15409|CHEBI:31832|CHEBI:36773|UNII:2R04ONI662||HP:0002829,"['CHEBI:15409', 'CHEBI:31832', 'CHEBI:36773', 'UNII:2R04ONI662']",HP:0002829,mechanistically_synergistic,0.9,False,All drugs are topical analgesics commonly combined to relieve joint pain (arthralgia) via complementary mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28741|UNII:8NY9L8837D|UNII:Q3B1Y93C1S||MONDO:0002443,"['CHEBI:28741', 'UNII:8NY9L8837D', 'UNII:Q3B1Y93C1S']",MONDO:0002443,common_comorbidity,0.8,False,"Sodium fluoride and its derivatives (Olaflur, Dectaflur) are primarily dental agents; bruxism is a dental-related condition but these drugs do not mechanistically target bruxism directly, suggesting co-occurrence rather than synergy.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:48213|CHEBI:48220||MONDO:0002258,"['CHEBI:48213', 'CHEBI:48220']",MONDO:0002258,mechanistically_synergistic,0.9,False,Both drugs are antiseptics commonly combined in throat lozenges to treat pharyngitis by reducing microbial load and soothing symptoms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:45409|CHEBI:63580|CHEBI:85182|CHEBI:85183|UNII:OU2YM37K86||UMLS:C4049393,"['CHEBI:45409', 'CHEBI:63580', 'CHEBI:85182', 'CHEBI:85183', 'UNII:OU2YM37K86']",UMLS:C4049393,mechanistically_synergistic,0.95,False,"All drugs are antiviral agents combined to treat chronic hepatitis C genotype 1a, targeting the disease mechanism synergistically.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3764|CHEBI:87184||MONDO:0024268,"['CHEBI:3764', 'CHEBI:87184']",MONDO:0024268,mechanistically_synergistic,0.9,False,"Both Hexamidine and Clotrimazole are antifungal agents used to treat superficial mycosis, indicating synergistic targeting of the disease.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:12777|CHEBI:18145||MONDO:0005328,"['CHEBI:12777', 'CHEBI:18145']",MONDO:0005328,mechanistically_synergistic,0.85,False,Vitamin A and E are both used to support eye health and may synergistically address eye disorders.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17650|CHEBI:17650|CHEBI:29013|CHEBI:29013||MONDO:0002406,"['CHEBI:17650', 'CHEBI:17650', 'CHEBI:29013', 'CHEBI:29013']",MONDO:0002406,mechanistically_synergistic,0.9,False,Fusidic acid is an antibiotic and hydrocortisone is a corticosteroid; combined they treat dermatitis by addressing infection and inflammation.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17650|CHEBI:17698||MONDO:0002137,"['CHEBI:17650', 'CHEBI:17698']",MONDO:0002137,mechanistically_synergistic,0.85,False,Hydrocortisone is a corticosteroid reducing inflammation; chloramphenicol is an antibiotic. Together they treat eyelid dermatoses by addressing inflammation and preventing/treating secondary infection.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16709|CHEBI:17439|CHEBI:18385|CHEBI:46195||NCIT:C78640,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:46195']",NCIT:C78640,common_comorbidity,0.8,False,"Drugs include vitamins and acetaminophen, commonly used for general pain relief and nutritional support, not specifically synergistic for toothache mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:135927|CHEBI:59912|CHEBI:59919||MONDO:0005110,"['CHEBI:135927', 'CHEBI:59912', 'CHEBI:59919']",MONDO:0005110,other,0.6,True,Drugs are ergot derivatives with unclear combined mechanism for idiopathic cardiomyopathy; insufficient evidence for synergy or comorbidity.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:22652|CHEBI:41872||MONDO:0002258,"['CHEBI:22652', 'CHEBI:41872']",MONDO:0002258,other,0.6,True,Dequalinium is an antiseptic used for throat infections; ascorbic acid (vitamin C) supports immune function but is not directly synergistic or for side effect relief in pharyngitis.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:33118|CHEBI:8093||NCIT:C187286,"['CHEBI:33118', 'CHEBI:8093']",NCIT:C187286,other,0.6,True,Phenylephrine is a vasoconstrictor and boric acid is an antiseptic; their combination for eye irritation is not clearly mechanistically synergistic or for side effect relief.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:32914|CHEBI:94563||MONDO:0002258,"['CHEBI:32914', 'CHEBI:94563']",MONDO:0002258,mechanistically_synergistic,0.85,False,"Both Benzydamine and Cetylpyridinium are used for symptomatic relief and antiseptic treatment in pharyngitis, targeting inflammation and microbial presence.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:76612|UNII:O43472U9X8||UMLS:C5395609,"['CHEBI:76612', 'UNII:O43472U9X8']",UMLS:C5395609,mechanistically_synergistic,0.9,False,"Ibrutinib and Obinutuzumab are both used in combination to treat certain B-cell malignancies, targeting the disease synergistically.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17234|CHEBI:6456||MONDO:0007263,"['CHEBI:17234', 'CHEBI:6456']",MONDO:0007263,other,0.6,True,"D-glucose and lidocaine have different primary uses; lidocaine treats arrhythmia, D-glucose does not directly target arrhythmia mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:85083|CHEBI:85089||UMLS:C4049392,"['CHEBI:85083', 'CHEBI:85089']",UMLS:C4049392,mechanistically_synergistic,0.95,False,Sofosbuvir and Ledipasvir are combined to treat chronic hepatitis C genotype 1 by targeting viral replication mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:116735|UNII:877376V2XW||MONDO:0002258,"['CHEBI:116735', 'UNII:877376V2XW']",MONDO:0002258,mechanistically_synergistic,0.9,False,Tyrothricin is an antibiotic and Benzocaine is a local anesthetic; combined they treat pharyngitis by addressing infection and pain relief.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28864|CHEBI:41879||MONDO:0020944,"['CHEBI:28864', 'CHEBI:41879']",MONDO:0020944,other,0.7,True,"Tobramycin is antibacterial, dexamethasone is anti-inflammatory; fungal infection requires antifungal treatment, so this combo is not mechanistically synergistic for fungal infection.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:31498|CHEBI:91514||HP:0002027,"['CHEBI:31498', 'CHEBI:91514']",HP:0002027,mechanistically_synergistic,0.85,False,Mebeverine is an antispasmodic and Dimethicone reduces gas; both target abdominal pain mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16914|CHEBI:3077|UNII:NQ14646378||MONDO:0002137,"['CHEBI:16914', 'CHEBI:3077', 'UNII:NQ14646378']",MONDO:0002137,mechanistically_synergistic,0.9,False,"Betamethasone (steroid), Ichthammol (anti-inflammatory), and Salicylic acid (keratolytic) are used together to treat noninfectious dermatoses of the eyelid by complementary mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:27732|CHEBI:46195|UNII:N667F17JP1||NCIT:C78640,"['CHEBI:27732', 'CHEBI:46195', 'UNII:N667F17JP1']",NCIT:C78640,mechanistically_synergistic,0.9,False,"Caffeine, carbaspirin calcium, and acetaminophen are commonly combined to synergistically relieve toothache pain.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28971|CHEBI:8426||UMLS:C0235416,"['CHEBI:28971', 'CHEBI:8426']",UMLS:C0235416,mechanistically_synergistic,0.9,False,Probenecid increases uric acid excretion and can enhance ampicillin levels; both drugs are used together to manage conditions related to urate and infection.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:15409|CHEBI:8378|UNII:5EL163606Q|UNII:NQ14646378||UMLS:C0033775,"['CHEBI:15409', 'CHEBI:8378', 'UNII:5EL163606Q', 'UNII:NQ14646378']",UMLS:C0033775,mechanistically_synergistic,0.8,False,"Prednisolone is an anti-inflammatory used for pruritus; other drugs provide symptomatic relief, jointly targeting pruritus ani.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28674|CHEBI:31415||HP:0030953,"['CHEBI:28674', 'CHEBI:31415']",HP:0030953,side_effect_relief,0.9,False,"Clobetasone butyrate is a corticosteroid reducing inflammation; Tetryzoline is a vasoconstrictor reducing redness, jointly addressing conjunctival hyperemia and its symptoms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16914|CHEBI:34764||MONDO:0012994,"['CHEBI:16914', 'CHEBI:34764']",MONDO:0012994,other,0.6,True,Flumethasone is a corticosteroid and Salicylic acid is an anti-inflammatory; their joint use for dopa-responsive dystonia due to sepiapterin reductase deficiency is unclear and not mechanistically established.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28674|CHEBI:52010||MONDO:0001534,"['CHEBI:28674', 'CHEBI:52010']",MONDO:0001534,mechanistically_synergistic,0.9,False,"Chlorphenamine (an antihistamine) and Tetryzoline (a vasoconstrictor) both target symptoms of ocular hyperemia, acting synergistically to reduce redness and irritation.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
