primary_drug_id,secondary_drug_id,condition_id_norm,primary_drug_id_norm,primary_drug_id_norm_label,secondary_drug_id_norm,secondary_drug_id_norm_label,condition_id_norm_norm,condition_id_norm_norm_label
DB16000,DB00115,HP:0002239,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:17439,Cyanocobalamin,HP:0002239,Gastrointestinal hemorrhage
DB16000,DB01234,MONDO:0002049,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:41879,Dexamethasone,MONDO:0002049,thrombocytopenia
DB12911,DB11324,MONDO:0002406,CHEBI:32322,Nicoboxil,CHEBI:46936,Nonivamide,MONDO:0002406,dermatitis
DB15785,DB00936,MONDO:0002406,CHEBI:135096,Myrtecaine,CHEBI:16914,Salicylic acid,MONDO:0002406,dermatitis
DB13194,DB00318,UMLS:C1623040,['Error'],['Error'],CHEBI:16714,Codeine,UMLS:C1623040,Breastfeeding (mother)
DB00440,DB01015,UMLS:C1623040,CHEBI:45924,Trimethoprim,CHEBI:9332,Sulfamethoxazole,UMLS:C1623040,Breastfeeding (mother)
DB01015,DB00440,UMLS:C1623040,CHEBI:9332,Sulfamethoxazole,CHEBI:45924,Trimethoprim,UMLS:C1623040,Breastfeeding (mother)
DB15889,DB15860,UMLS:C1623040,DRUGBANK:DB15889,Senna leaf,['Error'],['Error'],UMLS:C1623040,Breastfeeding (mother)
DB15821,DB15777,UMLS:C1623040,CHEBI:177866,Fluocortolone caproate,CHEBI:177427,Fluocortolone pivalate,UMLS:C1623040,Breastfeeding (mother)
DB16613,DB00798,UMLS:C1623040,['Error'],['Error'],CHEBI:17833,Gentamicin,UMLS:C1623040,Breastfeeding (mother)
DB15785,DB00936,UMLS:C1623040,CHEBI:135096,Myrtecaine,CHEBI:16914,Salicylic acid,UMLS:C1623040,Breastfeeding (mother)
DB16622,DB13290,MONDO:0006722,UNII:Q3B1Y93C1S,Dectaflur,UNII:8NY9L8837D,Olaflur,MONDO:0006722,dental fluorosis
DB15903,DB00977,HP:0001410,CHEBI:31394,chlormadinone,CHEBI:4903,Ethinylestradiol,HP:0001410,Decreased liver function
DB16622,DB09325,MONDO:0006722,UNII:Q3B1Y93C1S,Dectaflur,CHEBI:28741,Sodium fluoride,MONDO:0006722,dental fluorosis
DB15998,DB13359,UMLS:C0795692,UNII:5UW00M8KR0,Potassium hydrogen DL-aspartate,UNII:R17X820ROL,Magnesium aspartate,UMLS:C0795692,Hyperlactatemia
DB16625,DB13956,MONDO:0005279,UNII:2W8I1S6T5L,Prasterone enantate,CHEBI:16469,Estradiol,MONDO:0005279,pulmonary embolism
DB09124,DB00286,HP:0001681,CHEBI:135446,Medrogestone,CHEBI:8389,Conjugated estrogens,HP:0001681,Angina pectoris
DB16625,DB13956,HP:0001681,UNII:2W8I1S6T5L,Prasterone enantate,CHEBI:16469,Estradiol,HP:0001681,Angina pectoris
DB15576,DB11323,HP:0012042,CHEBI:88839,Ethyl salicylate,CHEBI:86541,Glycol salicylate,HP:0012042,Aspirin-induced asthma
DB15975,DB00440,UMLS:C0919924,CHEBI:88258,Sulfametrole,CHEBI:45924,Trimethoprim,EFO:0011060,respiratory toxicity
DB00440,DB01015,MONDO:0001106,CHEBI:45924,Trimethoprim,CHEBI:9332,Sulfamethoxazole,MONDO:0001106,kidney failure
DB00440,DB01015,CHEBI:45924,CHEBI:45924,Trimethoprim,CHEBI:9332,Sulfamethoxazole,CHEBI:45924,Trimethoprim
DB01015,DB00440,MONDO:0001106,CHEBI:9332,Sulfamethoxazole,CHEBI:45924,Trimethoprim,MONDO:0001106,kidney failure
DB01015,DB00440,CHEBI:45924,CHEBI:9332,Sulfamethoxazole,CHEBI:45924,Trimethoprim,CHEBI:45924,Trimethoprim
DB16617,DB01750,UBERON:0001174,['Error'],['Error'],CHEBI:32918,1-naphthaleneacetic acid,UBERON:0001174,common bile duct
DB15998,DB13359,HP:0011105,UNII:5UW00M8KR0,Potassium hydrogen DL-aspartate,UNII:R17X820ROL,Magnesium aspartate,HP:0011105,Hypervolemia
DB15975,DB00440,HP:0011105,CHEBI:88258,Sulfametrole,CHEBI:45924,Trimethoprim,HP:0011105,Hypervolemia
DB00398,DB01229,MONDO:0005097,CHEBI:50924,Sorafenib,CHEBI:45863,Paclitaxel,MONDO:0005097,squamous cell lung carcinoma
DB00398,DB00958,MONDO:0005097,CHEBI:50924,Sorafenib,CHEBI:31355,Carboplatin,MONDO:0005097,squamous cell lung carcinoma
DB01167,DB11581,MONDO:0002083,CHEBI:6076,Itraconazole,CHEBI:133021,Venetoclax,MONDO:0002083,Richter syndrome
DB15983,DB14482,MONDO:0005027,UNII:C3B9R0E116,Menglytate,CHEBI:22652,Ascorbic acid,MONDO:0005027,epilepsy
DB16000,DB08940,MONDO:0001166,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:31749,Kebuzone,MONDO:0001166,nephritis
DB15998,DB13359,MONDO:0001166,UNII:5UW00M8KR0,Potassium hydrogen DL-aspartate,UNII:R17X820ROL,Magnesium aspartate,MONDO:0001166,nephritis
DB13569,DB06715,NCIT:C35607,CHEBI:30812,iron dichloride,CHEBI:8346,Potassium Iodide,NCIT:C35607,Blood Alkaline Phosphatase Increased
DB15889,DB15860,MONDO:0004565,DRUGBANK:DB15889,Senna leaf,['Error'],['Error'],MONDO:0004565,intestinal obstruction
DB15576,DB13882,HP:0012042,CHEBI:88839,Ethyl salicylate,CHEBI:134761,Methyl nicotinate,HP:0012042,Aspirin-induced asthma
DB16000,DB00115,MONDO:0001166,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:17439,Cyanocobalamin,MONDO:0001166,nephritis
DB13569,DB14533,NCIT:C35607,CHEBI:30812,iron dichloride,UNII:86Q357L16B,Zinc chloride,NCIT:C35607,Blood Alkaline Phosphatase Increased
DB15576,DB09543,HP:0012042,CHEBI:88839,Ethyl salicylate,CHEBI:31832,Methyl salicylate,HP:0012042,Aspirin-induced asthma
DB16000,DB00281,MONDO:0001166,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:6456,Lidocaine,MONDO:0001166,nephritis
DB13569,DB09131,NCIT:C35607,CHEBI:30812,iron dichloride,CHEBI:49553,Cupric Chloride,NCIT:C35607,Blood Alkaline Phosphatase Increased
DB16000,DB01234,MONDO:0001166,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:41879,Dexamethasone,MONDO:0001166,nephritis
DB13569,DB09325,NCIT:C35607,CHEBI:30812,iron dichloride,CHEBI:28741,Sodium fluoride,NCIT:C35607,Blood Alkaline Phosphatase Increased
DB13569,DB14496,NCIT:C35607,CHEBI:30812,iron dichloride,CHEBI:75215,Sodium molybdate,NCIT:C35607,Blood Alkaline Phosphatase Increased
DB13569,DB09129,NCIT:C35607,CHEBI:30812,iron dichloride,CHEBI:53442,chromium(3+) trichloride hexahydrate,NCIT:C35607,Blood Alkaline Phosphatase Increased
DB13569,DB06757,NCIT:C35607,CHEBI:30812,iron dichloride,CHEBI:29035,manganese(2+),NCIT:C35607,Blood Alkaline Phosphatase Increased
DB13569,DB11127,NCIT:C35607,CHEBI:30812,iron dichloride,CHEBI:27568,Selenium,NCIT:C35607,Blood Alkaline Phosphatase Increased
DB16020,DB00591,UMLS:C0162628,UNII:WA1RT89G9X,Ketocaine,CHEBI:5108,Fluocinolone,UMLS:C0162628,"Skin Diseases, Viral"
DB15790,DB00316,MONDO:0018460,CHEBI:135360,Mecloxamine,CHEBI:46195,Acetaminophen,MONDO:0018460,Eales disease
DB15790,DB00696,MONDO:0018460,CHEBI:135360,Mecloxamine,CHEBI:64318,Ergotamine,MONDO:0018460,Eales disease
DB15790,DB00201,MONDO:0018460,CHEBI:135360,Mecloxamine,CHEBI:27732,Caffeine,MONDO:0018460,Eales disease
DB15836,DB11120,MONDO:0012511,['Error'],['Error'],UNII:XJ6RUH0O4G,Turpentine,MONDO:0012511,preterm premature rupture of the membranes
DB13735,DB00514,HP:0002791,CHEBI:85537,Sulfogaiacol,CHEBI:4470,Dextromethorphan,HP:0002791,Hypoventilation
DB13238,DB06151,MONDO:0004995,CHEBI:134753,Tuaminoheptane,CHEBI:28939,Acetylcysteine,MONDO:0004995,cardiovascular disorder
DB13735,DB00514,MONDO:0005249,CHEBI:85537,Sulfogaiacol,CHEBI:4470,Dextromethorphan,MONDO:0005249,pneumonia
DB15860,DB15889,HP:0002018,['Error'],['Error'],DRUGBANK:DB15889,Senna leaf,HP:0002018,Nausea
DB15815,DB15478,HP:0002018,DRUGBANK:DB15815,Boldo leaf extract,DRUGBANK:DB15478,Frangula purshiana bark,HP:0002018,Nausea
DB13803,DB00384,MONDO:0000755,CHEBI:135499,Xipamide,CHEBI:9671,Triamterene,MONDO:0000755,ectopic pregnancy
DB15975,DB00440,MONDO:0002049,CHEBI:88258,Sulfametrole,CHEBI:45924,Trimethoprim,MONDO:0002049,thrombocytopenia
DB13735,DB00514,MONDO:0000755,CHEBI:85537,Sulfogaiacol,CHEBI:4470,Dextromethorphan,MONDO:0000755,ectopic pregnancy
DB09415,DB00271,MONDO:0000755,CHEBI:59732,Meglumine,CHEBI:53691,Diatrizoate,MONDO:0000755,ectopic pregnancy
DB00331,DB09038,MONDO:0000755,CHEBI:6801,Metformin,CHEBI:82720,Empagliflozin,MONDO:0000755,ectopic pregnancy
DB15790,DB00201,MONDO:0000755,CHEBI:135360,Mecloxamine,CHEBI:27732,Caffeine,MONDO:0000755,ectopic pregnancy
DB15761,DB01060,MONDO:0000755,CHEBI:9321,Sulbactam,CHEBI:2676,Amoxicillin,MONDO:0000755,ectopic pregnancy
DB15975,DB00440,MONDO:0000755,CHEBI:88258,Sulfametrole,CHEBI:45924,Trimethoprim,MONDO:0000755,ectopic pregnancy
DB15860,DB15889,MONDO:0000755,['Error'],['Error'],DRUGBANK:DB15889,Senna leaf,MONDO:0000755,ectopic pregnancy
DB15836,DB00373,MONDO:0012511,['Error'],['Error'],CHEBI:9599,Timolol,MONDO:0012511,preterm premature rupture of the membranes
DB15815,DB11365,HP:0002018,DRUGBANK:DB15815,Boldo leaf extract,UNII:3FYP5M0IJX,Sennosides,HP:0002018,Nausea
DB15790,DB00696,MONDO:0000755,CHEBI:135360,Mecloxamine,CHEBI:64318,Ergotamine,MONDO:0000755,ectopic pregnancy
DB15836,DB03852,MONDO:0012511,['Error'],['Error'],CHEBI:27961,Eucalyptol,MONDO:0012511,preterm premature rupture of the membranes
DB15790,DB00316,MONDO:0000755,CHEBI:135360,Mecloxamine,CHEBI:46195,Acetaminophen,MONDO:0000755,ectopic pregnancy
DB15836,DB01744,MONDO:0012511,['Error'],['Error'],CHEBI:36773,camphor,MONDO:0012511,preterm premature rupture of the membranes
DB15836,DB00825,MONDO:0012511,['Error'],['Error'],CHEBI:15409,Levomenthol,MONDO:0012511,preterm premature rupture of the membranes
DB15836,DB14322,MONDO:0012511,['Error'],['Error'],['Error'],['Error'],MONDO:0012511,preterm premature rupture of the membranes
DB01407,DB06742,MONDO:0019289,CHEBI:174690,Clenbuterol,CHEBI:135590,Ambroxol,MONDO:0019289,hyperpigmentation of the skin
DB13735,DB00514,UMLS:C1623040,CHEBI:85537,Sulfogaiacol,CHEBI:4470,Dextromethorphan,UMLS:C1623040,Breastfeeding (mother)
DB13803,DB00384,UMLS:C1623040,CHEBI:135499,Xipamide,CHEBI:9671,Triamterene,UMLS:C1623040,Breastfeeding (mother)
DB15790,DB00696,UMLS:C1623040,CHEBI:135360,Mecloxamine,CHEBI:64318,Ergotamine,UMLS:C1623040,Breastfeeding (mother)
DB15761,DB01060,UMLS:C1623040,CHEBI:9321,Sulbactam,CHEBI:2676,Amoxicillin,UMLS:C1623040,Breastfeeding (mother)
DB15975,DB00440,UMLS:C1623040,CHEBI:88258,Sulfametrole,CHEBI:45924,Trimethoprim,UMLS:C1623040,Breastfeeding (mother)
DB15860,DB15889,UMLS:C1623040,['Error'],['Error'],DRUGBANK:DB15889,Senna leaf,UMLS:C1623040,Breastfeeding (mother)
DB15764,DB08984,UMLS:C1623040,CHEBI:15940,Niacin,CHEBI:94731,Etofenamate,UMLS:C1623040,Breastfeeding (mother)
DB13415,DB01551,UMLS:C1623040,CHEBI:34910,Pentetrazol,CHEBI:135276,Dihydrocodeine,UMLS:C1623040,Breastfeeding (mother)
DB15790,DB00201,UMLS:C1623040,CHEBI:135360,Mecloxamine,CHEBI:27732,Caffeine,UMLS:C1623040,Breastfeeding (mother)
DB15790,DB00316,UMLS:C1623040,CHEBI:135360,Mecloxamine,CHEBI:46195,Acetaminophen,UMLS:C1623040,Breastfeeding (mother)
DB13238,DB06151,MONDO:0011057,CHEBI:134753,Tuaminoheptane,CHEBI:28939,Acetylcysteine,MONDO:0011057,cerebrovascular disorder
DB13312,DB09238,MONDO:0019623,CHEBI:135735,Delapril,CHEBI:135849,Manidipine,MONDO:0019623,hereditary angioedema
DB13312,DB09238,MONDO:0042981,CHEBI:135735,Delapril,CHEBI:135849,Manidipine,MONDO:0042981,aortic stenosis
DB13312,DB09238,MONDO:0003718,CHEBI:135735,Delapril,CHEBI:135849,Manidipine,MONDO:0003718,occlusion precerebral artery
DB13312,DB09238,MONDO:0019636,CHEBI:135735,Delapril,CHEBI:135849,Manidipine,MONDO:0019636,Single kidney
DB13312,DB09238,HP:0100545,CHEBI:135735,Delapril,CHEBI:135849,Manidipine,HP:0100545,Arterial stenosis
DB13754,DB00316,MONDO:0008294,CHEBI:134916,Mephenoxalone,CHEBI:46195,Acetaminophen,MONDO:0008294,acute intermittent porphyria
DB09124,DB00286,UMLS:C0559162,CHEBI:135446,Medrogestone,CHEBI:8389,Conjugated estrogens,UMLS:C0559162,H/O: thrombosis
DB01015,DB00440,UMLS:C0151763,CHEBI:9332,Sulfamethoxazole,CHEBI:45924,Trimethoprim,UMLS:C0151763,Liver damage
DB14512,DB00768,MONDO:0005113,CHEBI:6970,Mometasone,CHEBI:31933,Olopatadine hydrochloride,MONDO:0005113,bacterial infectious disease
DB14512,DB00768,MONDO:0002040,CHEBI:6970,Mometasone,CHEBI:31933,Olopatadine hydrochloride,MONDO:0002040,dermatomycosis
DB09124,DB00286,UMLS:C1277190,CHEBI:135446,Medrogestone,CHEBI:8389,Conjugated estrogens,UMLS:C1277190,Suspected breast cancer
DB09124,DB00286,UniProtKB:Q865K8,CHEBI:135446,Medrogestone,CHEBI:8389,Conjugated estrogens,NCBIGene:396558,PAQR7
DB01234,DB00537,MONDO:0007498,CHEBI:41879,Dexamethasone,CHEBI:100241,Ciprofloxacin,MONDO:0007498,ear exostoses
DB16625,DB13956,MONDO:0005399,UNII:2W8I1S6T5L,Prasterone enantate,CHEBI:16469,Estradiol,MONDO:0005399,venous thromboembolism
DB00440,DB01015,UMLS:C0151763,CHEBI:45924,Trimethoprim,CHEBI:9332,Sulfamethoxazole,UMLS:C0151763,Liver damage
DB01015,DB00440,MONDO:0001860,CHEBI:9332,Sulfamethoxazole,CHEBI:45924,Trimethoprim,MONDO:0001860,folic acid deficiency anemia
DB00768,DB14512,MONDO:0005113,CHEBI:31933,Olopatadine hydrochloride,CHEBI:6970,Mometasone,MONDO:0005113,bacterial infectious disease
DB06292,DB06335,MONDO:0017123,CHEBI:85078,Dapagliflozin,CHEBI:71272,Saxagliptin,MONDO:0017123,ARC syndrome
DB16000,DB00281,MONDO:0005485,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:6456,Lidocaine,MONDO:0005485,psychosis
DB09124,DB00286,CHEBI:41922,CHEBI:135446,Medrogestone,CHEBI:8389,Conjugated estrogens,CHEBI:41922,Estrogen
DB09124,DB00286,NCIT:C26945,CHEBI:135446,Medrogestone,CHEBI:8389,Conjugated estrogens,NCIT:C26945,Vaginal Hemorrhage
DB00768,DB14512,MONDO:0002040,CHEBI:31933,Olopatadine hydrochloride,CHEBI:6970,Mometasone,MONDO:0002040,dermatomycosis
DB09124,DB00286,MONDO:0016027,CHEBI:135446,Medrogestone,CHEBI:8389,Conjugated estrogens,MONDO:0016027,benign neonatal seizures
DB15357,DB00209,MONDO:0001744,CHEBI:10056,Xanomeline,CHEBI:32270,trospium chloride,MONDO:0001744,angle-closure glaucoma
DB01340,DB09026,MONDO:0017123,CHEBI:3698,Cilazapril,CHEBI:601027,Aliskiren,MONDO:0017123,ARC syndrome
DB15903,DB00977,UniProtKB:A0A4X1SKS6,CHEBI:31394,chlormadinone,CHEBI:4903,Ethinylestradiol,UniProtKB:A0A4X1SKS6,A0A4X1SKS6_PIG Hormone-sensitive lipase (trembl)
DB15903,DB00977,UMLS:C3887021,CHEBI:31394,chlormadinone,CHEBI:4903,Ethinylestradiol,UMLS:C3887021,History of pancreatitis
DB00983,DB14512,MONDO:0004766,CHEBI:5147,Formoterol,CHEBI:6970,Mometasone,MONDO:0004766,status asthmaticus
DB16625,DB13956,MONDO:0005386,UNII:2W8I1S6T5L,Prasterone enantate,CHEBI:16469,Estradiol,MONDO:0005386,peripheral arterial disease
DB16625,DB13956,CHEBI:41922,UNII:2W8I1S6T5L,Prasterone enantate,CHEBI:16469,Estradiol,CHEBI:41922,Estrogen
DB00957,DB00977,MONDO:0005294,CHEBI:50815,Norgestimate,CHEBI:4903,Ethinylestradiol,MONDO:0005294,peripheral vascular disease
DB00957,DB00977,CHEBI:41922,CHEBI:50815,Norgestimate,CHEBI:4903,Ethinylestradiol,CHEBI:41922,Estrogen
DB00957,DB00977,UniProtKB:Q865K8,CHEBI:50815,Norgestimate,CHEBI:4903,Ethinylestradiol,NCBIGene:396558,PAQR7
DB15357,DB00209,MONDO:0005154,CHEBI:10056,Xanomeline,CHEBI:32270,trospium chloride,MONDO:0005154,liver disorder
DB11237,DB13281,MONDO:0017123,CHEBI:9765,Trypsin,DRUGBANK:DB13281,Bromelains,MONDO:0017123,ARC syndrome
DB15785,DB00936,MONDO:0016027,CHEBI:135096,Myrtecaine,CHEBI:16914,Salicylic acid,MONDO:0016027,benign neonatal seizures
DB00717,DB00783,MONDO:0043862,CHEBI:7627,Norethisterone,CHEBI:16469,Estradiol,MONDO:0043862,voice disorders
DB15983,DB14482,MONDO:0016027,UNII:C3B9R0E116,Menglytate,CHEBI:22652,Ascorbic acid,MONDO:0016027,benign neonatal seizures
DB16625,DB13956,UMLS:C1277190,UNII:2W8I1S6T5L,Prasterone enantate,CHEBI:16469,Estradiol,UMLS:C1277190,Suspected breast cancer
DB00957,DB00977,UMLS:C0013420,CHEBI:50815,Norgestimate,CHEBI:4903,Ethinylestradiol,UMLS:C0013420,Abnormal uterine contraction
DB00983,DB01222,MONDO:0004766,CHEBI:5147,Formoterol,CHEBI:3207,Budesonide,MONDO:0004766,status asthmaticus
DB13166,DB00999,HP:0002910,CHEBI:78539,Zofenopril,CHEBI:5778,Hydrochlorothiazide,HP:0002910,Elevated circulating hepatic transaminase concentration
DB16625,DB13956,HP:0002625,UNII:2W8I1S6T5L,Prasterone enantate,CHEBI:16469,Estradiol,HP:0002625,Deep venous thrombosis
DB15903,DB00977,UMLS:C0854381,CHEBI:31394,chlormadinone,CHEBI:4903,Ethinylestradiol,UMLS:C0854381,Genital hemorrhage
DB16625,DB13956,UMLS:C0854381,UNII:2W8I1S6T5L,Prasterone enantate,CHEBI:16469,Estradiol,UMLS:C0854381,Genital hemorrhage
DB15998,DB13359,MONDO:0001106,UNII:5UW00M8KR0,Potassium hydrogen DL-aspartate,UNII:R17X820ROL,Magnesium aspartate,MONDO:0001106,kidney failure
DB15975,DB00440,MONDO:0005009,CHEBI:88258,Sulfametrole,CHEBI:45924,Trimethoprim,MONDO:0005009,congestive heart failure
DB15998,DB13359,MONDO:0005009,UNII:5UW00M8KR0,Potassium hydrogen DL-aspartate,UNII:R17X820ROL,Magnesium aspartate,MONDO:0005009,congestive heart failure
DB00976,DB01394,HP:0001410,CHEBI:29688,Telithromycin,CHEBI:27882,Colchicine,HP:0001410,Decreased liver function
DB16617,DB01750,HP:0002910,['Error'],['Error'],CHEBI:32918,1-naphthaleneacetic acid,HP:0002910,Elevated circulating hepatic transaminase concentration
DB09124,DB00286,UMLS:C1261367,CHEBI:135446,Medrogestone,CHEBI:8389,Conjugated estrogens,UMLS:C1261367,Family history of stroke
DB13195,DB14343,MONDO:0018746,['Error'],['Error'],DRUGBANK:DB14343,Arnica montana flower,MONDO:0018746,mucous membrane pemphigoid
DB15903,DB00977,MONDO:0005148,CHEBI:31394,chlormadinone,CHEBI:4903,Ethinylestradiol,MONDO:0005148,type 2 diabetes mellitus
DB01243,DB00443,MONDO:0021948,CHEBI:59477,Chloroxine,CHEBI:3077,Betamethasone,MONDO:0021948,cutaneous tuberculosis
DB00957,DB00977,EFO:0009573,CHEBI:50815,Norgestimate,CHEBI:4903,Ethinylestradiol,EFO:0009573,high-risk pregnancy
DB16000,DB00115,MONDO:0005485,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:17439,Cyanocobalamin,MONDO:0005485,psychosis
DB11237,DB01698,MONDO:0017123,CHEBI:9765,Trypsin,CHEBI:28527,Rutin,MONDO:0017123,ARC syndrome
DB13195,DB01109,MONDO:0018746,['Error'],['Error'],CHEBI:28304,Heparin,MONDO:0018746,mucous membrane pemphigoid
DB16000,DB08940,MONDO:0005485,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:31749,Kebuzone,MONDO:0005485,psychosis
DB16000,DB01234,MONDO:0005485,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:41879,Dexamethasone,MONDO:0005485,psychosis
DB01243,DB00443,NCIT:C111970,CHEBI:59477,Chloroxine,CHEBI:3077,Betamethasone,NCIT:C111970,Bulla
DB16622,DB13290,UMLS:C0410447,UNII:Q3B1Y93C1S,Dectaflur,UNII:8NY9L8837D,Olaflur,UMLS:C0410447,Skeletal fluorosis
DB16625,DB13956,HP:0040298,UNII:2W8I1S6T5L,Prasterone enantate,CHEBI:16469,Estradiol,HP:0040298,Hyperplasia of the endometrium
DB03312,DB01099,UMLS:C4303073,UNII:2M3055079H,Brivudine,CHEBI:5100,Flucytosine,UMLS:C4303073,Antifungal therapy indicated
DB16000,DB08940,MONDO:0003240,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:31749,Kebuzone,MONDO:0003240,thyroid disease
DB15998,DB13359,MONDO:0006684,UNII:5UW00M8KR0,Potassium hydrogen DL-aspartate,UNII:R17X820ROL,Magnesium aspartate,MONDO:0006684,brain edema
DB15903,DB00977,MONDO:0001751,CHEBI:31394,chlormadinone,CHEBI:4903,Ethinylestradiol,MONDO:0001751,cholestasis
DB15903,DB00977,MONDO:0009380,CHEBI:31394,chlormadinone,CHEBI:4903,Ethinylestradiol,MONDO:0009380,Dubin-Johnson syndrome
DB15998,DB13359,MONDO:0006932,UNII:5UW00M8KR0,Potassium hydrogen DL-aspartate,UNII:R17X820ROL,Magnesium aspartate,MONDO:0006932,pulmonary edema
DB16617,DB01750,MONDO:0001548,['Error'],['Error'],CHEBI:32918,1-naphthaleneacetic acid,MONDO:0001548,hepatic coma
DB00916,DB00822,MONDO:0007079,CHEBI:6909,Metronidazole,CHEBI:4659,Disulfiram,MONDO:0007079,alcohol dependence
DB15903,DB00977,HP:0000952,CHEBI:31394,chlormadinone,CHEBI:4903,Ethinylestradiol,HP:0000952,Jaundice
DB16000,DB00281,MONDO:0005267,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:6456,Lidocaine,MONDO:0005267,heart disorder
DB16022,DB00388,MONDO:0005267,CHEBI:186232,Thenyldiamine,CHEBI:8093,Phenylephrine,MONDO:0005267,heart disorder
DB09124,DB00286,MONDO:0001531,CHEBI:135446,Medrogestone,CHEBI:8389,Conjugated estrogens,MONDO:0001531,blood coagulation disease
DB11237,DB01698,MONDO:0001531,CHEBI:9765,Trypsin,CHEBI:28527,Rutin,MONDO:0001531,blood coagulation disease
DB16000,DB01234,MONDO:0005468,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:41879,Dexamethasone,MONDO:0005468,hypotension
DB16622,DB13290,UMLS:C1536052,UNII:Q3B1Y93C1S,Dectaflur,UNII:8NY9L8837D,Olaflur,UMLS:C1536052,Oral mucosal exfoliation
DB16617,DB01750,MONDO:0004565,['Error'],['Error'],CHEBI:32918,1-naphthaleneacetic acid,MONDO:0004565,intestinal obstruction
DB09124,DB00286,MONDO:0005098,CHEBI:135446,Medrogestone,CHEBI:8389,Conjugated estrogens,MONDO:0005098,stroke disorder
DB15889,DB15860,HP:0002013,DRUGBANK:DB15889,Senna leaf,['Error'],['Error'],HP:0002013,Vomiting
DB16617,DB01750,MONDO:0006515,['Error'],['Error'],CHEBI:32918,1-naphthaleneacetic acid,MONDO:0006515,acute pancreatitis
DB16625,DB13956,MONDO:0005098,UNII:2W8I1S6T5L,Prasterone enantate,CHEBI:16469,Estradiol,MONDO:0005098,stroke disorder
DB16622,DB13290,HP:0002015,UNII:Q3B1Y93C1S,Dectaflur,UNII:8NY9L8837D,Olaflur,HP:0002015,Dysphagia
DB00397,DB00874,MONDO:0005010,PUBCHEM.COMPOUND:4786,Phenylpropanolamine,CHEBI:5551,Guaifenesin,MONDO:0005010,coronary artery disorder
DB13166,DB00999,MONDO:0000755,CHEBI:78539,Zofenopril,CHEBI:5778,Hydrochlorothiazide,MONDO:0000755,ectopic pregnancy
DB15903,DB00977,MONDO:0002887,CHEBI:31394,chlormadinone,CHEBI:4903,Ethinylestradiol,MONDO:0002887,bile duct disorder
DB13574,DB01381,MONDO:0010138,CHEBI:94362,Heptaminol,UNII:19FUJ2C58T,Ginkgo biloba,MONDO:0010138,thyrotoxicosis
DB16000,DB01234,UMLS:C0948998,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:41879,Dexamethasone,UMLS:C0948998,Viral infectious disorders
DB16614,DB11105,UMLS:C0948998,['Error'],['Error'],CHEBI:135611,Benzalkonium,UMLS:C0948998,Viral infectious disorders
DB00397,DB00874,MONDO:0010138,PUBCHEM.COMPOUND:4786,Phenylpropanolamine,CHEBI:5551,Guaifenesin,MONDO:0010138,thyrotoxicosis
DB16022,DB11105,MONDO:0010138,CHEBI:186232,Thenyldiamine,CHEBI:135611,Benzalkonium,MONDO:0010138,thyrotoxicosis
DB15751,DB14222,MONDO:0003778,['Error'],['Error'],DRUGBANK:DB14222,Bifidobacterium longum infantis,MONDO:0003778,inborn error of immunity
DB16617,DB01750,UMLS:C0014012,['Error'],['Error'],CHEBI:32918,1-naphthaleneacetic acid,UMLS:C0014012,"Empyema, Gallbladder"
DB16617,DB01750,UMLS:C0151824,['Error'],['Error'],CHEBI:32918,1-naphthaleneacetic acid,UMLS:C0151824,Biliary Colic
DB16625,DB13956,MONDO:0008560,UNII:2W8I1S6T5L,Prasterone enantate,CHEBI:16469,Estradiol,MONDO:0008560,thrombophilia due to activated protein C resistance
DB15785,DB00936,MONDO:0004980,CHEBI:135096,Myrtecaine,CHEBI:16914,Salicylic acid,MONDO:0004980,atopic eczema
DB15357,DB00209,UMLS:C0585136,CHEBI:10056,Xanomeline,CHEBI:32270,trospium chloride,UMLS:C0585136,Gastric retention
DB16000,DB08940,MONDO:0018542,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:31749,Kebuzone,MONDO:0018542,severe congenital neutropenia
DB15983,DB14482,UMLS:C1271063,UNII:C3B9R0E116,Menglytate,CHEBI:22652,Ascorbic acid,UMLS:C1271063,H/O: febrile convulsions
DB15956,DB03852,UMLS:C1271063,CHEBI:22469,Terpineol,CHEBI:27961,Eucalyptol,UMLS:C1271063,H/O: febrile convulsions
DB15785,DB00936,UMLS:C1271063,CHEBI:135096,Myrtecaine,CHEBI:16914,Salicylic acid,UMLS:C1271063,H/O: febrile convulsions
DB16000,DB08940,UMLS:C0264714,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:31749,Kebuzone,UMLS:C0264714,Acute heart failure
