drug_set,condition_id_norm,label,missing_drug_ids,missing_disease_id,reason
"['CHEBI:41872', 'CHEBI:59788', 'UMLS:C0004599']",UMLS:C0858739,1,[],UMLS:C0858739,missing_disease
"['CHEBI:41872', 'UMLS:C0041499']",UMLS:C0729771,1,[],UMLS:C0729771,missing_disease
['CHEBI:41879'],UMLS:C0149896,1,[],UMLS:C0149896,missing_disease
['CHEBI:41879'],UMLS:C0271818,1,[],UMLS:C0271818,missing_disease
['CHEBI:41879'],UMLS:C0877221,1,[],UMLS:C0877221,missing_disease
['CHEBI:41879'],UMLS:C0947757,1,[],UMLS:C0947757,missing_disease
['CHEBI:41879'],UMLS:C1290158,1,[],UMLS:C1290158,missing_disease
['CHEBI:41879'],UMLS:C5441648,1,[],UMLS:C5441648,missing_disease
"['CHEBI:41879', 'CHEBI:5280']",UMLS:C0851772,1,[],UMLS:C0851772,missing_disease
"['CHEBI:41879', 'CHEBI:63598']",UMLS:C0851439,1,[],UMLS:C0851439,missing_disease
"['CHEBI:41879', 'CHEBI:63611']",UMLS:C0549436,1,[],UMLS:C0549436,missing_disease
"['CHEBI:41879', 'CHEBI:63791', 'UMLS:C1709429']",HP:0430034,1,['UMLS:C1709429'],,missing_drug
"['CHEBI:41879', 'CHEBI:63791', 'UMLS:C2346801']",UMLS:C0862906,1,[],UMLS:C0862906,missing_disease
"['CHEBI:41879', 'CHEBI:7507']",UMLS:C0852660,1,[],UMLS:C0852660,missing_disease
"['CHEBI:41879', 'CHEBI:7507', 'PUBCHEM.COMPOUND:45267103']",UMLS:C4285790,1,[],UMLS:C4285790,missing_disease
"['CHEBI:41879', 'UMLS:C1699394', 'UMLS:C1709429', 'UMLS:C2346801']",HP:0430034,1,['UMLS:C1709429'],,missing_drug
"['CHEBI:41879', 'UMLS:C1709429']",HP:0430034,1,['UMLS:C1709429'],,missing_drug
"['CHEBI:41879', 'UMLS:C1709429', 'UMLS:C2346801']",HP:0430034,1,['UMLS:C1709429'],,missing_drug
"['CHEBI:41879', 'UMLS:C1709429', 'UNII:R30772KCU0']",HP:0430034,1,['UMLS:C1709429'],,missing_drug
['CHEBI:42355'],UMLS:C0149959,1,[],UMLS:C0149959,missing_disease
['CHEBI:42355'],UMLS:C0152500,1,[],UMLS:C0152500,missing_disease
['CHEBI:42355'],UMLS:C2062470,1,[],UMLS:C2062470,missing_disease
['CHEBI:42355'],UMLS:C3842578,1,[],UMLS:C3842578,missing_disease
['CHEBI:42355'],UMLS:C4040856,1,[],UMLS:C4040856,missing_disease
['CHEBI:4304'],UMLS:C0854217,1,[],UMLS:C0854217,missing_disease
['CHEBI:4304'],UMLS:C3495798,1,[],UMLS:C3495798,missing_disease
['CHEBI:4356'],UMLS:C0581384,1,[],UMLS:C0581384,missing_disease
['CHEBI:4356'],UMLS:C1739382,1,[],UMLS:C1739382,missing_disease
['CHEBI:43755'],UMLS:C0011847,1,[],UMLS:C0011847,missing_disease
"['CHEBI:43830', 'CHEBI:63043']",UMLS:C1610066,1,[],UMLS:C1610066,missing_disease
['CHEBI:4392'],UMLS:C1861151,1,[],UMLS:C1861151,missing_disease
['CHEBI:4392'],UMLS:C2063410,1,[],UMLS:C2063410,missing_disease
['CHEBI:43968'],UMLS:C0865440,1,[],UMLS:C0865440,missing_disease
['CHEBI:44032'],UMLS:C0740842,1,[],UMLS:C0740842,missing_disease
"['CHEBI:44185', 'UMLS:C0378942']",MONDO:0020546,1,['UMLS:C0378942'],,missing_drug
"['CHEBI:44185', 'UMLS:C1172157']",MONDO:0008383,1,['UMLS:C1172157'],,missing_drug
"['CHEBI:44185', 'UMLS:C1172157']",MONDO:0011849,1,['UMLS:C1172157'],,missing_drug
"['CHEBI:44185', 'UMLS:C1172157']",MONDO:0100345,1,['UMLS:C1172157'],,missing_drug
"['CHEBI:44185', 'UMLS:C4078397']",MONDO:0100345,1,['UMLS:C4078397'],,missing_drug
['CHEBI:4450'],UMLS:C0746840,0,[],UMLS:C0746840,missing_disease
['CHEBI:4450'],UMLS:C1868885,0,[],UMLS:C1868885,missing_disease
['CHEBI:4450'],UMLS:C2228139,1,[],UMLS:C2228139,missing_disease
"['CHEBI:4470', 'CHEBI:46195', 'CHEBI:51209']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:4470', 'CHEBI:46195', 'CHEBI:52010', 'CHEBI:5551']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:4470', 'CHEBI:46195', 'CHEBI:52010', 'UNII:S3V868548T']",HP:0001742,1,['UNII:S3V868548T'],,missing_drug
"['CHEBI:4470', 'CHEBI:46195', 'CHEBI:52010', 'UNII:S3V868548T']",MONDO:0005709,1,['UNII:S3V868548T'],,missing_drug
"['CHEBI:4470', 'CHEBI:51209', 'CHEBI:84116']",UMLS:C0852126,1,[],UMLS:C0852126,missing_disease
"['CHEBI:4470', 'CHEBI:52010', 'CHEBI:5551', 'UNII:S3V868548T']",HP:0012735,1,['UNII:S3V868548T'],,missing_drug
"['CHEBI:4470', 'CHEBI:52010', 'UNII:S3V868548T']",UMLS:C0577662,1,['UNII:S3V868548T'],,missing_drug
"['CHEBI:4470', 'CHEBI:5551', 'UNII:S3V868548T']",HP:0012735,1,['UNII:S3V868548T'],,missing_drug
"['CHEBI:4470', 'CHEBI:5551', 'UNII:S3V868548T']",MONDO:0005607,1,['UNII:S3V868548T'],,missing_drug
"['CHEBI:4470', 'CHEBI:8461']",UMLS:C0749874,1,[],UMLS:C0749874,missing_disease
"['CHEBI:4470', 'UNII:S3V868548T']",MONDO:0005607,1,['UNII:S3V868548T'],,missing_drug
"['CHEBI:4470', 'UNII:S3V868548T']",MONDO:0025598,1,['UNII:S3V868548T'],,missing_drug
['CHEBI:453011'],UMLS:C4082762,1,[],UMLS:C4082762,missing_disease
"['CHEBI:4534', 'CHEBI:92712']",UMLS:C0947873,1,[],UMLS:C0947873,missing_disease
"['CHEBI:45409', 'CHEBI:63580', 'CHEBI:85182', 'CHEBI:85183', 'UNII:OU2YM37K86']",UMLS:C4049393,1,[],UMLS:C4049393,missing_disease
"['CHEBI:45409', 'CHEBI:85182', 'CHEBI:85183', 'UNII:OU2YM37K86']",UMLS:C4049394,1,[],UMLS:C4049394,missing_disease
['CHEBI:4562'],UMLS:C1275835,0,[],UMLS:C1275835,missing_disease
['CHEBI:4562'],UMLS:C1868885,0,[],UMLS:C1868885,missing_disease
"['CHEBI:45863', 'UMLS:C3827082']",MONDO:0007254,1,['UMLS:C3827082'],,missing_drug
['CHEBI:45924'],UMLS:C0276078,1,[],UMLS:C0276078,missing_disease
['CHEBI:45924'],UMLS:C0948802,1,[],UMLS:C0948802,missing_disease
"['CHEBI:45924', 'CHEBI:88258']",UMLS:C0729525,1,[],UMLS:C0729525,missing_disease
"['CHEBI:45924', 'CHEBI:88258']",UMLS:C0860551,0,[],UMLS:C0860551,missing_disease
"['CHEBI:45924', 'CHEBI:88258']",UMLS:C2363723,1,[],UMLS:C2363723,missing_disease
"['CHEBI:45924', 'CHEBI:88258']",UMLS:C3544325,1,[],UMLS:C3544325,missing_disease
['CHEBI:46081'],UMLS:C0948382,1,[],UMLS:C0948382,missing_disease
['CHEBI:46195'],UMLS:C0409952,1,[],UMLS:C0409952,missing_disease
['CHEBI:46195'],UMLS:C1698508,1,[],UMLS:C1698508,missing_disease
"['CHEBI:46195', 'CHEBI:51209']",UMLS:C0264222,1,[],UMLS:C0264222,missing_disease
"['CHEBI:46195', 'CHEBI:51209', 'CHEBI:52010']",UMLS:C0264222,1,[],UMLS:C0264222,missing_disease
"['CHEBI:46195', 'CHEBI:51209', 'CHEBI:52010', 'CHEBI:94607']",UMLS:C0264222,1,[],UMLS:C0264222,missing_disease
"['CHEBI:46195', 'CHEBI:51209', 'CHEBI:84116']",UMLS:C0264222,1,[],UMLS:C0264222,missing_disease
"['CHEBI:46195', 'CHEBI:52010', 'CHEBI:5551', 'CHEBI:8093']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:46195', 'CHEBI:52010', 'CHEBI:64733', 'CHEBI:8093']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:46195', 'CHEBI:52010', 'CHEBI:94607']",UMLS:C0264222,1,[],UMLS:C0264222,missing_disease
"['CHEBI:46195', 'CHEBI:52010', 'UNII:HS813P8QPX']",UMLS:C0264222,1,[],UMLS:C0264222,missing_disease
"['CHEBI:46195', 'CHEBI:5551', 'CHEBI:6762', 'CHEBI:8093']",UMLS:C0264222,1,[],UMLS:C0264222,missing_disease
"['CHEBI:46195', 'CHEBI:5551', 'CHEBI:8093']",UMLS:C0741789,1,[],UMLS:C0741789,missing_disease
"['CHEBI:46195', 'CHEBI:5551', 'CHEBI:8093']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:46195', 'CHEBI:7789']",UMLS:C1736180,1,[],UMLS:C1736180,missing_disease
['CHEBI:46345'],UMLS:C1274598,1,[],UMLS:C1274598,missing_disease
['CHEBI:4636'],UMLS:C0851444,1,[],UMLS:C0851444,missing_disease
"['CHEBI:4636', 'CHEBI:5551', 'CHEBI:85537', 'CHEBI:94484']",UMLS:C0549313,1,[],UMLS:C0549313,missing_disease
"['CHEBI:4639', 'CHEBI:92712']",UMLS:C0947873,1,[],UMLS:C0947873,missing_disease
['CHEBI:465284'],UMLS:C0333303,1,[],UMLS:C0333303,missing_disease
['CHEBI:4653'],UMLS:C0340885,1,[],UMLS:C0340885,missing_disease
['CHEBI:4670'],UMLS:C0747057,1,[],UMLS:C0747057,missing_disease
['CHEBI:4670'],UMLS:C1740826,1,[],UMLS:C1740826,missing_disease
['CHEBI:4681'],EFO:0005138,0,[],EFO:0005138,missing_disease
['CHEBI:46859'],UMLS:C5906718,1,[],UMLS:C5906718,missing_disease
['CHEBI:46859'],UMLS:C5942815,1,[],UMLS:C5942815,missing_disease
"['CHEBI:46859', 'CHEBI:6456', 'DRUGBANK:DB14328']",HP:0012531,1,['DRUGBANK:DB14328'],,missing_drug
"['CHEBI:46859', 'CHEBI:6456', 'DRUGBANK:DB14328']",UMLS:C0039437,1,['DRUGBANK:DB14328'],,missing_drug
"['CHEBI:46859', 'CHEBI:6456', 'UNII:FGL3685T2X']",MONDO:0025598,1,['UNII:FGL3685T2X'],,missing_drug
"['CHEBI:46905', 'UMLS:C0010682']",UMLS:C3854354,1,[],UMLS:C3854354,missing_disease
['CHEBI:4708'],UMLS:C0011847,1,[],UMLS:C0011847,missing_disease
['CHEBI:4710'],UMLS:C0683324,1,[],UMLS:C0683324,missing_disease
"['CHEBI:472657', 'CHEBI:48947']",UMLS:C0264222,1,[],UMLS:C0264222,missing_disease
"['CHEBI:472657', 'CHEBI:48947']",UMLS:C0859304,1,[],UMLS:C0859304,missing_disease
['CHEBI:4735'],UMLS:C0338472,1,[],UMLS:C0338472,missing_disease
['CHEBI:4735'],UMLS:C0572061,1,[],UMLS:C0572061,missing_disease
['CHEBI:47381'],UMLS:C0043255,0,[],UMLS:C0043255,missing_disease
['CHEBI:47381'],UMLS:C0149875,1,[],UMLS:C0149875,missing_disease
['CHEBI:47381'],UMLS:C0442729,1,[],UMLS:C0442729,missing_disease
['CHEBI:47381'],UMLS:C0877557,1,[],UMLS:C0877557,missing_disease
['CHEBI:47381'],UMLS:C1274598,1,[],UMLS:C1274598,missing_disease
"['CHEBI:47381', 'CHEBI:94557']",UMLS:C0699896,1,[],UMLS:C0699896,missing_disease
"['CHEBI:47381', 'CHEBI:94557']",UMLS:C0740418,1,[],UMLS:C0740418,missing_disease
['CHEBI:474053'],UMLS:C0851989,1,[],UMLS:C0851989,missing_disease
"['CHEBI:47426', 'CHEBI:9671']",UMLS:C0851300,1,[],UMLS:C0851300,missing_disease
"['CHEBI:478164', 'UNII:80VUN7L00C']",MONDO:0100338,1,['UNII:80VUN7L00C'],,missing_drug
"['CHEBI:4784', 'CHEBI:601027']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
['CHEBI:47898'],UMLS:C1998297,0,[],UMLS:C1998297,missing_disease
"['CHEBI:4814', 'CHEBI:5778']",UMLS:C0862906,1,[],UMLS:C0862906,missing_disease
"['CHEBI:48213', 'CHEBI:48220']",UMLS:C0729771,1,[],UMLS:C0729771,missing_disease
"['CHEBI:4822', 'CHEBI:64318']",UMLS:C0522613,1,[],UMLS:C0522613,missing_disease
['CHEBI:4856'],UMLS:C0264890,0,[],UMLS:C0264890,missing_disease
['CHEBI:4856'],UMLS:C1609524,0,[],UMLS:C1609524,missing_disease
['CHEBI:4873'],UMLS:C5442256,1,[],UMLS:C5442256,missing_disease
['CHEBI:4876'],UMLS:C0238094,1,[],UMLS:C0238094,missing_disease
['CHEBI:48814'],UMLS:C4049395,1,[],UMLS:C4049395,missing_disease
"['CHEBI:48947', 'CHEBI:9587']",UMLS:C0729565,1,[],UMLS:C0729565,missing_disease
"['CHEBI:48947', 'CHEBI:9587']",UMLS:C0851439,1,[],UMLS:C0851439,missing_disease
"['CHEBI:48947', 'CHEBI:9587']",UMLS:C0851631,1,[],UMLS:C0851631,missing_disease
"['CHEBI:48947', 'CHEBI:9587']",UMLS:C0851989,1,[],UMLS:C0851989,missing_disease
"['CHEBI:48947', 'CHEBI:9587']",UMLS:C5577613,1,[],UMLS:C5577613,missing_disease
"['CHEBI:48981', 'CHEBI:6456', 'CHEBI:8430']",UMLS:C5437085,1,[],UMLS:C5437085,missing_disease
['CHEBI:49005'],UMLS:C1739382,1,[],UMLS:C1739382,missing_disease
"['CHEBI:4903', 'CHEBI:50815']",UMLS:C0013420,0,[],UMLS:C0013420,missing_disease
"['CHEBI:4903', 'CHEBI:50815']",UMLS:C0342513,1,[],UMLS:C0342513,missing_disease
"['CHEBI:4903', 'CHEBI:50838']",UMLS:C0013420,0,[],UMLS:C0013420,missing_disease
"['CHEBI:4903', 'CHEBI:50838']",UMLS:C0337664,0,[],UMLS:C0337664,missing_disease
"['CHEBI:4903', 'CHEBI:50838']",UMLS:C0860206,0,[],UMLS:C0860206,missing_disease
"['CHEBI:4903', 'CHEBI:50838']",UMLS:C1277190,0,[],UMLS:C1277190,missing_disease
"['CHEBI:4903', 'CHEBI:50838']",UniProtKB:A0A8D1B937,0,[],UniProtKB:A0A8D1B937,missing_disease
"['CHEBI:49040', 'CHEBI:9150']",UMLS:C2047520,1,[],UMLS:C2047520,missing_disease
"['CHEBI:4909', 'CHEBI:4975']",UMLS:C0740418,1,[],UMLS:C0740418,missing_disease
"['CHEBI:4909', 'CHEBI:94557']",UMLS:C0740418,1,[],UMLS:C0740418,missing_disease
"['CHEBI:49327', 'UNII:65C72P1860']",MONDO:0000755,1,['UNII:65C72P1860'],,missing_drug
['CHEBI:49468'],UMLS:C1141927,1,[],UMLS:C1141927,missing_disease
['CHEBI:49544'],UMLS:C0268093,1,[],UMLS:C0268093,missing_disease
['CHEBI:49575'],UMLS:C0233777,1,[],UMLS:C0233777,missing_disease
['CHEBI:49575'],UMLS:C5780031,1,[],UMLS:C5780031,missing_disease
"['CHEBI:49575', 'CHEBI:6043']",UMLS:C4728126,1,[],UMLS:C4728126,missing_disease
['CHEBI:49713'],UMLS:C0259750,1,[],UMLS:C0259750,missing_disease
['CHEBI:49713'],UMLS:C0338832,1,[],UMLS:C0338832,missing_disease
['CHEBI:4975'],UMLS:C0341102,1,[],UMLS:C0341102,missing_disease
['CHEBI:4975'],UMLS:C0744301,1,[],UMLS:C0744301,missing_disease
['CHEBI:4975'],UMLS:C5942648,1,[],UMLS:C5942648,missing_disease
['CHEBI:5001'],UMLS:C0342879,1,[],UMLS:C0342879,missing_disease
['CHEBI:50223'],UMLS:C4324343,1,[],UMLS:C4324343,missing_disease
['CHEBI:50275'],UMLS:C0341178,1,[],UMLS:C0341178,missing_disease
['CHEBI:50275'],UMLS:C5942648,1,[],UMLS:C5942648,missing_disease
['CHEBI:50305'],UMLS:C0302180,1,[],UMLS:C0302180,missing_disease
['CHEBI:5062'],UMLS:C1274694,1,[],UMLS:C1274694,missing_disease
['CHEBI:50663'],UMLS:C0858004,1,[],UMLS:C0858004,missing_disease
['CHEBI:50690'],UMLS:C0342879,0,[],UMLS:C0342879,missing_disease
['CHEBI:50693'],UMLS:C1609524,1,[],UMLS:C1609524,missing_disease
['CHEBI:50694'],UMLS:C0152500,1,[],UMLS:C0152500,missing_disease
['CHEBI:50694'],UMLS:C0343475,1,[],UMLS:C0343475,missing_disease
['CHEBI:50694'],UMLS:C1861151,1,[],UMLS:C1861151,missing_disease
['CHEBI:50694'],UMLS:C2063410,1,[],UMLS:C2063410,missing_disease
['CHEBI:50694'],UMLS:C3824874,1,[],UMLS:C3824874,missing_disease
['CHEBI:50694'],UMLS:C5392172,1,[],UMLS:C5392172,missing_disease
['CHEBI:50694'],UMLS:C5942648,1,[],UMLS:C5942648,missing_disease
['CHEBI:50841'],UMLS:C0813173,1,[],UMLS:C0813173,missing_disease
['CHEBI:50848'],UMLS:C0339164,1,[],UMLS:C0339164,missing_disease
['CHEBI:50885'],UMLS:C0518933,1,[],UMLS:C0518933,missing_disease
['CHEBI:50922'],UMLS:C1275835,0,[],UMLS:C1275835,missing_disease
['CHEBI:50922'],UMLS:C1868885,0,[],UMLS:C1868885,missing_disease
"['CHEBI:5100', 'UNII:2M3055079H']",UMLS:C4303073,0,[],UMLS:C4303073,missing_disease
['CHEBI:5103'],UMLS:C0572933,1,[],UMLS:C0572933,missing_disease
"['CHEBI:5103', 'UNII:M0Q7802G2B']",UMLS:C2712370,0,[],UMLS:C2712370,missing_disease
['CHEBI:5118'],EFO:0009854,1,[],EFO:0009854,missing_disease
"['CHEBI:51209', 'CHEBI:52010', 'CHEBI:5855']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:51209', 'CHEBI:5855']",UMLS:C0848633,1,[],UMLS:C0848633,missing_disease
"['CHEBI:51209', 'CHEBI:5855']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:51209', 'CHEBI:84116']",UMLS:C0852126,1,[],UMLS:C0852126,missing_disease
"['CHEBI:51209', 'CHEBI:94559']",UMLS:C2721639,1,[],UMLS:C2721639,missing_disease
"['CHEBI:5130', 'CHEBI:94557']",UMLS:C0699896,1,[],UMLS:C0699896,missing_disease
"['CHEBI:5130', 'CHEBI:94557']",UMLS:C0740418,1,[],UMLS:C0740418,missing_disease
['CHEBI:5134'],EFO:1002029,1,[],EFO:1002029,missing_disease
['CHEBI:5134'],EFO:1002030,1,[],EFO:1002030,missing_disease
['CHEBI:5134'],UMLS:C0741804,1,[],UMLS:C0741804,missing_disease
"['CHEBI:5134', 'CHEBI:5147']",UniProtKB:A0A8D1C4Q1,1,[],UniProtKB:A0A8D1C4Q1,missing_disease
"['CHEBI:5134', 'CHEBI:64064', 'PUBCHEM.COMPOUND:11431811']",MONDO:0001358,1,['PUBCHEM.COMPOUND:11431811'],,missing_drug
"['CHEBI:5134', 'CHEBI:64064', 'PUBCHEM.COMPOUND:11431811']",MONDO:0005002,1,['PUBCHEM.COMPOUND:11431811'],,missing_drug
['CHEBI:51450'],UMLS:C3697119,1,[],UMLS:C3697119,missing_disease
"['CHEBI:5147', 'PUBCHEM.COMPOUND:11431811']",MONDO:0001358,1,['PUBCHEM.COMPOUND:11431811'],,missing_drug
"['CHEBI:5147', 'PUBCHEM.COMPOUND:11431811']",MONDO:0003781,1,['PUBCHEM.COMPOUND:11431811'],,missing_drug
"['CHEBI:5147', 'PUBCHEM.COMPOUND:11431811']",MONDO:0004849,1,['PUBCHEM.COMPOUND:11431811'],,missing_drug
"['CHEBI:5147', 'PUBCHEM.COMPOUND:11431811']",MONDO:0005002,1,['PUBCHEM.COMPOUND:11431811'],,missing_drug
"['CHEBI:5195', 'CHEBI:5950', 'CHEBI:7507', 'CHEBI:9336']",UMLS:C0851981,1,[],UMLS:C0851981,missing_disease
"['CHEBI:5195', 'CHEBI:5950', 'CHEBI:7507', 'CHEBI:9336', 'UNII:24H4NWX5CO']",UMLS:C0851981,1,[],UMLS:C0851981,missing_disease
"['CHEBI:5195', 'CHEBI:6909', 'CHEBI:9336']",UMLS:C0947873,1,[],UMLS:C0947873,missing_disease
"['CHEBI:5195', 'CHEBI:7507', 'UNII:24H4NWX5CO']",UMLS:C0947873,1,[],UMLS:C0947873,missing_disease
"['CHEBI:52010', 'CHEBI:5779']",UMLS:C0749874,1,[],UMLS:C0749874,missing_disease
"['CHEBI:52010', 'CHEBI:5855']",UMLS:C0264222,1,[],UMLS:C0264222,missing_disease
"['CHEBI:52010', 'CHEBI:59773']",UMLS:C0339164,1,[],UMLS:C0339164,missing_disease
"['CHEBI:52010', 'UNII:S3V868548T']",MONDO:0005709,1,['UNII:S3V868548T'],,missing_drug
['CHEBI:520985'],UMLS:C1868885,0,[],UMLS:C1868885,missing_disease
"['CHEBI:5280', 'CHEBI:8378']",UMLS:C0851772,1,[],UMLS:C0851772,missing_disease
['CHEBI:5296'],UMLS:C5200999,1,[],UMLS:C5200999,missing_disease
"['CHEBI:53691', 'CHEBI:59732']",UMLS:C0436510,0,[],UMLS:C0436510,missing_disease
"['CHEBI:53691', 'CHEBI:59732']",UMLS:C2047834,0,[],UMLS:C2047834,missing_disease
"['CHEBI:53691', 'CHEBI:59732']",UMLS:C2186977,0,[],UMLS:C2186977,missing_disease
"['CHEBI:5383', 'CHEBI:8228']",UMLS:C3838797,1,[],UMLS:C3838797,missing_disease
['CHEBI:5384'],UMLS:C3839591,1,[],UMLS:C3839591,missing_disease
['CHEBI:5391'],UMLS:C0011847,1,[],UMLS:C0011847,missing_disease
['CHEBI:5391'],UMLS:C4728082,1,[],UMLS:C4728082,missing_disease
"['CHEBI:5441', 'CHEBI:6801']",UMLS:C3544324,1,[],UMLS:C3544324,missing_disease
['CHEBI:5523'],UMLS:C0741682,1,[],UMLS:C0741682,missing_disease
['CHEBI:5523'],UMLS:C0856186,1,[],UMLS:C0856186,missing_disease
['CHEBI:55345'],UMLS:C1868936,1,[],UMLS:C1868936,missing_disease
['CHEBI:553473'],UMLS:C0851989,1,[],UMLS:C0851989,missing_disease
"['CHEBI:5551', 'PUBCHEM.COMPOUND:4786']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
"['CHEBI:5775', 'CHEBI:6061']",DRUGBANK:DB10557,1,[],DRUGBANK:DB10557,missing_disease
"['CHEBI:5778', 'CHEBI:78539']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
"['CHEBI:5778', 'CHEBI:78539']",UMLS:C4708664,0,[],UMLS:C4708664,missing_disease
['CHEBI:5801'],UMLS:C1392926,1,[],UMLS:C1392926,missing_disease
['CHEBI:5855'],UMLS:C0149875,1,[],UMLS:C0149875,missing_disease
"['CHEBI:5855', 'CHEBI:8093']",UMLS:C0848633,1,[],UMLS:C0848633,missing_disease
"['CHEBI:5855', 'CHEBI:8093']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:5855', 'PUBCHEM.COMPOUND:160883']",UMLS:C0149875,1,[],UMLS:C0149875,missing_disease
['CHEBI:5856'],UMLS:C5830136,1,[],UMLS:C5830136,missing_disease
['CHEBI:585948'],UMLS:C0011847,1,[],UMLS:C0011847,missing_disease
"['CHEBI:585948', 'CHEBI:8774']",UniProtKB:A0A8D1N440,1,[],UniProtKB:A0A8D1N440,missing_disease
['CHEBI:5864'],UMLS:C0600039,0,[],UMLS:C0600039,missing_disease
"['CHEBI:5931', 'CHEBI:5931']",UMLS:C1802373,1,[],UMLS:C1802373,missing_disease
['CHEBI:59343'],UMLS:C1735365,1,[],UMLS:C1735365,missing_disease
['CHEBI:5938'],UMLS:C2921627,1,[],UMLS:C2921627,missing_disease
['CHEBI:5950'],UMLS:C0003107,1,[],UMLS:C0003107,missing_disease
['CHEBI:5950'],UMLS:C0451941,1,[],UMLS:C0451941,missing_disease
"['CHEBI:5959', 'CHEBI:601027']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
"['CHEBI:59909', 'CHEBI:59912', 'CHEBI:59919']",UMLS:C0851428,1,[],UMLS:C0851428,missing_disease
['CHEBI:600103'],UMLS:C0332803,1,[],UMLS:C0332803,missing_disease
['CHEBI:600520'],UMLS:C0343884,1,[],UMLS:C0343884,missing_disease
['CHEBI:600520'],UMLS:C2062982,1,[],UMLS:C2062982,missing_disease
"['CHEBI:601027', 'CHEBI:64019']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
"['CHEBI:601027', 'CHEBI:68845']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
"['CHEBI:601027', 'CHEBI:6960']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
"['CHEBI:601027', 'CHEBI:78539']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
"['CHEBI:601027', 'CHEBI:8024']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
"['CHEBI:601027', 'CHEBI:8774']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
"['CHEBI:601027', 'CHEBI:9434']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
"['CHEBI:601027', 'CHEBI:9649']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
"['CHEBI:601027', 'CHEBI:9927']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
"['CHEBI:601027', 'UMLS:C0065374']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
"['CHEBI:601027', 'UNII:R43D2573WO']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
['CHEBI:6076'],UMLS:C0948382,1,[],UMLS:C0948382,missing_disease
['CHEBI:60761'],UMLS:C4552530,1,[],UMLS:C4552530,missing_disease
['CHEBI:6078'],UMLS:C0348997,1,[],UMLS:C0348997,missing_disease
['CHEBI:61033'],UMLS:C3873363,1,[],UMLS:C3873363,missing_disease
['CHEBI:61049'],UMLS:C0815080,1,[],UMLS:C0815080,missing_disease
['CHEBI:6128'],UMLS:C0149875,1,[],UMLS:C0149875,missing_disease
['CHEBI:6129'],UMLS:C0339164,1,[],UMLS:C0339164,missing_disease
"['CHEBI:6129', 'CHEBI:63611']",UMLS:C0549436,1,[],UMLS:C0549436,missing_disease
"['CHEBI:6129', 'CHEBI:8093']",UMLS:C1626415,1,[],UMLS:C1626415,missing_disease
['CHEBI:62984'],UMLS:C0854521,1,[],UMLS:C0854521,missing_disease
['CHEBI:63115'],UMLS:C1609524,0,[],UMLS:C1609524,missing_disease
['CHEBI:63115'],UMLS:C2921627,1,[],UMLS:C2921627,missing_disease
['CHEBI:6344'],UMLS:C0264890,0,[],UMLS:C0264890,missing_disease
['CHEBI:6344'],UMLS:C1609524,0,[],UMLS:C1609524,missing_disease
"['CHEBI:63577', 'CHEBI:63717']",UniProtKB:A0A8D1B937,1,[],UniProtKB:A0A8D1B937,missing_disease
"['CHEBI:63577', 'CHEBI:63717', 'UNII:913P6LK81M']",UMLS:C0542009,1,[],UMLS:C0542009,missing_disease
"['CHEBI:63577', 'CHEBI:63717', 'UNII:913P6LK81M']",UniProtKB:A0A8D1B937,1,[],UniProtKB:A0A8D1B937,missing_disease
"['CHEBI:63577', 'CHEBI:76010']",UMLS:C0877599,1,[],UMLS:C0877599,missing_disease
"['CHEBI:63577', 'CHEBI:76010']",UniProtKB:A0A8D0ULR6,1,[],UniProtKB:A0A8D0ULR6,missing_disease
['CHEBI:63580'],UMLS:C1394798,0,[],UMLS:C1394798,missing_disease
['CHEBI:63580'],UMLS:C4049395,1,[],UMLS:C4049395,missing_disease
"['CHEBI:63580', 'CHEBI:68595', 'UNII:G8RGG88B68']",UMLS:C4049392,1,[],UMLS:C4049392,missing_disease
