primary_drug_id,secondary_drug_id,condition_id_norm,primary_drug_id_norm,primary_drug_id_norm_label,secondary_drug_id_norm,secondary_drug_id_norm_label
['DRUGBANK:DB13956'],['DRUGBANK:DB09389'],MONDO:0001889,['CHEBI:16469'],['Estradiol'],['CHEBI:231594'],['Norgestrel']
['DRUGBANK:DB00152'],"['DRUGBANK:DB02701', 'DRUGBANK:DB03247']",UMLS:C0815316,['CHEBI:18385'],['Thiamine'],"['CHEBI:17154', 'CHEBI:17621']","['Nicotinamide', 'FMN']"
['DRUGBANK:DB00446'],['DRUGBANK:DB01234'],MONDO:0006668,['CHEBI:17698'],['Chloramphenicol'],['CHEBI:41879'],['Dexamethasone']
['DRUGBANK:DB13260'],['DRUGBANK:DB00415'],MONDO:0005113,['UMLS:C3541379'],['lysozyme'],['CHEBI:28971'],['Ampicillin']
['DRUGBANK:DB00281'],['DRUGBANK:DB00493'],MONDO:0005113,['CHEBI:6456'],['Lidocaine'],['CHEBI:204928'],['Cefotaxime']
['DRUGBANK:DB00415'],['DRUGBANK:DB01147'],MONDO:0005113,['CHEBI:28971'],['Ampicillin'],['CHEBI:49566'],['Cloxacillin']
['DRUGBANK:DB14539'],['DRUGBANK:DB00446'],MONDO:0021201,['CHEBI:17650'],['Hydrocortisone'],['CHEBI:17698'],['Chloramphenicol']
['DRUGBANK:DB00152'],"['DRUGBANK:DB03247', 'DRUGBANK:DB02701']",MONDO:0002280,['CHEBI:18385'],['Thiamine'],"['CHEBI:17621', 'CHEBI:17154']","['FMN', 'Nicotinamide']"
['DRUGBANK:DB01718'],['DRUGBANK:DB11105'],UMLS:C0043255,['CHEBI:39561'],['Cetrimonium'],['CHEBI:135611'],['Benzalkonium']
['DRUGBANK:DB00892'],['DRUGBANK:DB00693'],NCIT:C51220,['CHEBI:309594'],['Oxybuprocaine'],['CHEBI:31624'],['Fluorescein']
['DRUGBANK:DB01390'],['DRUGBANK:DB00338'],MONDO:0001126,['CHEBI:32139'],['CID 22590783'],['CHEBI:77260'],['Omeprazole']
['DRUGBANK:DB14512'],['DRUGBANK:DB00936'],MONDO:0005083,['CHEBI:6970'],['Mometasone'],['CHEBI:16914'],['Salicylic acid']
['DRUGBANK:DB01581'],"['DRUGBANK:DB00359', 'DRUGBANK:DB06147']",MONDO:0043885,['CHEBI:102130'],['Sulfamerazine'],"['CHEBI:9328', 'CHEBI:9337']","['Sulfadiazine', 'Sulfathiazole']"
['DRUGBANK:DB00443'],"['DRUGBANK:DB01301', 'DRUGBANK:DB00446', 'DRUGBANK:DB01111']",MONDO:0002307,['CHEBI:3077'],['Betamethasone'],"['CHEBI:63334', 'CHEBI:17698', 'UMLS:C0009315']","['Rolitetracycline', 'Chloramphenicol', 'colistimethate']"
['DRUGBANK:DB00514'],['DRUGBANK:DB09154'],MONDO:0005709,['CHEBI:4470'],['Dextromethorphan'],['CHEBI:30769'],['Citric acid']
['DRUGBANK:DB11714'],"['DRUGBANK:DB00773', 'DRUGBANK:DB00958']",UMLS:C0278726,['UMLS:C3641122'],['MEDI4736'],"['CHEBI:4911', 'CHEBI:31355']","['Etoposide', 'Carboplatin']"
['DRUGBANK:DB14006'],"['DRUGBANK:DB00874', 'DRUGBANK:DB00388']",UMLS:C0281856,['CHEBI:15354'],['Choline'],"['CHEBI:5551', 'CHEBI:8093']","['Guaifenesin', 'Phenylephrine']"
['DRUGBANK:DB11160'],['DRUGBANK:DB00316'],UMLS:C0281856,['CHEBI:135047'],['Phenyltoloxamine'],['CHEBI:46195'],['Acetaminophen']
['DRUGBANK:DB00316'],['DRUGBANK:DB09300'],MONDO:0004868,['CHEBI:46195'],['Acetaminophen'],['PUBCHEM.COMPOUND:160883'],['Butylscopolamine']
['DRUGBANK:DB00936'],['DRUGBANK:DB00663'],MONDO:0017474,['CHEBI:16914'],['Salicylic acid'],['CHEBI:34764'],['Flumethasone']
['DRUGBANK:DB00860'],['DRUGBANK:DB01165'],MONDO:0005504,['CHEBI:8378'],['Prednisolone'],['CHEBI:194135'],['Ofloxacin']
['DRUGBANK:DB13844'],['DRUGBANK:DB00475'],HP:0002487,['CHEBI:95178'],['Pipenzolate'],['CHEBI:3611'],['Chlordiazepoxide']
['DRUGBANK:DB00860'],['DRUGBANK:DB09085'],MONDO:0007498,['CHEBI:8378'],['Prednisolone'],['CHEBI:9468'],['Tetracaine']
['DRUGBANK:DB00169'],"['DRUGBANK:DB09325', 'DRUGBANK:DB09267']",MONDO:0000837,['CHEBI:27300'],['Ergocalciferol'],"['CHEBI:28741', 'UNII:04NQ160FRU']","['Sodium fluoride', 'Strontium ranelate']"
['DRUGBANK:DB00766'],['DRUGBANK:DB00671'],MONDO:0005297,['CHEBI:48947'],['Clavulanic acid'],['CHEBI:472657'],['Cefixime']
['DRUGBANK:DB09321'],['DRUGBANK:DB11111'],HP:0000958,['CHEBI:36560'],['Zinc oxide'],['DRUGBANK:DB11111'],['Witch hazel']
['DRUGBANK:DB06767'],"['DRUGBANK:DB00514', 'DRUGBANK:DB01114']",MONDO:0005709,['CHEBI:31206'],['Chloroaminium'],"['CHEBI:4470', 'CHEBI:52010']","['Dextromethorphan', 'chlorphenamine']"
['DRUGBANK:DB01075'],"['DRUGBANK:DB00388', 'DRUGBANK:DB00316', 'DRUGBANK:DB00514']",MONDO:0005709,['CHEBI:4636'],['Diphenhydramine'],"['CHEBI:8093', 'CHEBI:46195', 'CHEBI:4470']","['Phenylephrine', 'Acetaminophen', 'Dextromethorphan']"
['DRUGBANK:DB00936'],"['DRUGBANK:DB03793', 'DRUGBANK:DB09353']",HP:0025251,['CHEBI:16914'],['Salicylic acid'],"['CHEBI:30746', 'CHEBI:29385']","['Benzoic acid', 'Octasulfur']"
['DRUGBANK:DB11119'],"['DRUGBANK:DB06715', 'DRUGBANK:DB00878']",HP:0000225,['CHEBI:16382'],['Iodide'],"['CHEBI:8346', 'CHEBI:3614']","['Potassium Iodide', 'Chlorhexidine']"
['DRUGBANK:DB11482'],"['DRUGBANK:DB09321', 'DRUGBANK:DB00676']",MONDO:0015196,['UNII:8P5F881OCY'],['Balsam of Peru'],"['CHEBI:36560', 'CHEBI:41237']","['Zinc oxide', 'Benzyl benzoate']"
['DRUGBANK:DB00620'],['DRUGBANK:DB01127'],MONDO:0006552,['CHEBI:9667'],['Triamcinolone'],['CHEBI:4754'],['Econazole']
['DRUGBANK:DB15011'],['DRUGBANK:DB00531'],MONDO:0019124,['UNII:O880NM097T'],['Avacopan'],['CHEBI:4027'],['Cyclophosphamide']
['DRUGBANK:DB00994'],['DRUGBANK:DB00394'],MONDO:0006525,['CHEBI:7507'],['Framycetin'],['CHEBI:3001'],['beclomethasone']
['DRUGBANK:DB00852'],"['DRUGBANK:DB01114', 'DRUGBANK:DB13216', 'DRUGBANK:DB00316']",UMLS:C0264222,['CHEBI:51209'],['Pseudoephedrine'],"['CHEBI:52010', 'CHEBI:94607', 'CHEBI:46195']","['chlorphenamine', 'Oxolamine', 'Acetaminophen']"
['DRUGBANK:DB01114'],"['DRUGBANK:DB00316', 'DRUGBANK:DB09275']",UMLS:C0264222,['CHEBI:52010'],['chlorphenamine'],"['CHEBI:46195', 'UNII:HS813P8QPX']","['Acetaminophen', 'bismuth subcitrate']"
['DRUGBANK:DB00319'],['DRUGBANK:DB01606'],UMLS:C4727977,['CHEBI:8232'],['Piperacillin'],['CHEBI:9421'],['Tazobactam']
['DRUGBANK:DB00112'],"['DRUGBANK:DB00515', 'DRUGBANK:DB01229']",MONDO:0002974,['UMLS:C0796392'],['bevacizumab'],"['CHEBI:27899', 'CHEBI:45863']","['Cisplatin', 'Paclitaxel']"
['DRUGBANK:DB11730'],['DRUGBANK:DB00947'],MONDO:0000618,['CHEBI:230905'],['Ribociclib'],['CHEBI:31638'],['Fulvestrant']
['DRUGBANK:DB15627'],"['DRUGBANK:DB00958', 'DRUGBANK:DB01229']",MONDO:0011962,['UNII:P0GVQ9A4S5'],['Dostarlimab'],"['CHEBI:31355', 'CHEBI:45863']","['Carboplatin', 'Paclitaxel']"
['DRUGBANK:DB00852'],['DRUGBANK:DB00455'],MONDO:0005271,['CHEBI:51209'],['Pseudoephedrine'],['CHEBI:6538'],['Loratadine']
['DRUGBANK:DB15694'],['DRUGBANK:DB01262'],MONDO:0018881,['UNII:39IS23Q1EW'],['Cedazuridine'],['CHEBI:50131'],['Decitabine']
['DRUGBANK:DB11114'],['DRUGBANK:DB14156'],UMLS:C0281856,['UNII:2R04ONI662'],['Eucalyptus oil'],['CHEBI:36773'],['camphor']
['DRUGBANK:DB00165'],['DRUGBANK:DB00737'],MONDO:0002317,['CHEBI:27306'],['vitamin B6'],['CHEBI:6709'],['Meclizine']
['DRUGBANK:DB00112'],"['DRUGBANK:DB01229', 'DRUGBANK:DB00958']",MONDO:0002239,['UMLS:C0796392'],['bevacizumab'],"['CHEBI:45863', 'CHEBI:31355']","['Paclitaxel', 'Carboplatin']"
['DRUGBANK:DB00749'],"['DRUGBANK:DB11582', 'DRUGBANK:DB00927']",MONDO:0007186,['CHEBI:4909'],['Etodolac'],"['CHEBI:94557', 'CHEBI:4975']","['Thiocolchicoside', 'Famotidine']"
['DRUGBANK:DB00338'],['DRUGBANK:DB01390'],MONDO:0001957,['CHEBI:77260'],['Omeprazole'],['CHEBI:32139'],['CID 22590783']
['DRUGBANK:DB00654'],['DRUGBANK:DB00373'],NCIT:C50611,['CHEBI:63925'],['PhXa 85'],['CHEBI:9599'],['Timolol']
['DRUGBANK:DB09053'],['DRUGBANK:DB00073'],UMLS:C5395609,['CHEBI:76612'],['Ibrutinib'],['UNII:4F4X42SYQ6'],['Rituximab']
['DRUGBANK:DB14487'],['DRUGBANK:DB09345'],HP:0002027,['CHEBI:62984'],['Zinc acetate'],['CHEBI:8357'],['Pramocaine']
['DRUGBANK:DB11273'],"['DRUGBANK:DB11274', 'DRUGBANK:DB13345']",MONDO:0005110,['CHEBI:59909'],['Dihydroergocornine'],"['CHEBI:59919', 'CHEBI:59912']","['Dihydro-alpha-ergocryptine', 'Dihydroergocristine']"
['DRUGBANK:DB00406'],"['DRUGBANK:DB01123', 'DRUGBANK:DB11279']",MONDO:0021562,['CHEBI:77181'],['gentian violet'],"['CHEBI:8452', 'CHEBI:88176']","['Proflavine', 'brilliant green']"
['DRUGBANK:DB01581'],"['DRUGBANK:DB01582', 'DRUGBANK:DB00359']",MONDO:0021839,['CHEBI:102130'],['Sulfamerazine'],"['CHEBI:102265', 'CHEBI:9328']","['Sulfamethazine', 'Sulfadiazine']"
['DRUGBANK:DB14006'],['DRUGBANK:DB00201'],HP:0002027,['CHEBI:15354'],['Choline'],['CHEBI:27732'],['Caffeine']
['DRUGBANK:DB06228'],['DRUGBANK:DB00945'],MONDO:0006716,['CHEBI:68579'],['Rivaroxaban'],['CHEBI:15365'],['Aspirin']
['DRUGBANK:DB00975'],['DRUGBANK:DB00945'],MONDO:0005098,['CHEBI:4653'],['Dipyridamole'],['CHEBI:15365'],['Aspirin']
['DRUGBANK:DB01190'],['DRUGBANK:DB01110'],MONDO:0100128,['UNII:3U02EL437C'],['Clindamycin'],['CHEBI:6923'],['Miconazole']
['DRUGBANK:DB01638'],"['DRUGBANK:DB09154', 'DRUGBANK:DB13157']",MONDO:0002203,['CHEBI:17924'],['Sorbitol'],"['CHEBI:30769', 'UNII:D0Y70F2B9J']","['Citric acid', 'Sodium lauryl sulfoacetate']"
['DRUGBANK:DB01638'],"['DRUGBANK:DB09154', 'DRUGBANK:DB13157']",MONDO:0002203,['CHEBI:17924'],['Sorbitol'],"['CHEBI:30769', 'UNII:D0Y70F2B9J']","['Citric acid', 'Sodium lauryl sulfoacetate']"
['DRUGBANK:DB00741'],"['DRUGBANK:DB00781', 'DRUGBANK:DB00994']",MONDO:0004795,['CHEBI:17650'],['Hydrocortisone'],"['CHEBI:8310', 'CHEBI:7507']","['Polymyxin B', 'Framycetin']"
['DRUGBANK:DB01015'],['DRUGBANK:DB00440'],MONDO:0015766,['CHEBI:9332'],['Sulfamethoxazole'],['CHEBI:45924'],['Trimethoprim']
['DRUGBANK:DB16393'],['DRUGBANK:DB16394'],MONDO:0005821,['UMLS:C5432263'],['cilgavimab'],['UMLS:C5432264'],['tixagevimab']
['DRUGBANK:DB16613'],['DRUGBANK:DB00798'],MONDO:0008064,['DRUGBANK:DB16613'],['Equine collagen'],['PUBCHEM.COMPOUND:3467'],['gentamicin']
['DRUGBANK:DB15998'],['DRUGBANK:DB13359'],MONDO:0007263,['UNII:5UW00M8KR0'],['Potassium hydrogen DL-aspartate'],['UNII:R17X820ROL'],['Magnesium aspartate']
['DRUGBANK:DB00860'],['DRUGBANK:DB00446'],MONDO:0006547,['CHEBI:8378'],['Prednisolone'],['CHEBI:17698'],['Chloramphenicol']
['DRUGBANK:DB01114'],['DRUGBANK:DB13800'],MONDO:0006547,['CHEBI:52010'],['chlorphenamine'],['CHEBI:81717'],['Calcium levulinate']
['DRUGBANK:DB00956'],"['DRUGBANK:DB00852', 'DRUGBANK:DB01114']",MONDO:0005709,['CHEBI:5779'],['Hydrocodone'],"['CHEBI:51209', 'CHEBI:52010']","['Pseudoephedrine', 'chlorphenamine']"
['DRUGBANK:DB09345'],['DRUGBANK:DB00741'],MONDO:0005093,['CHEBI:8357'],['Pramocaine'],['CHEBI:17650'],['Hydrocortisone']
['DRUGBANK:DB13158'],['DRUGBANK:DB06764'],MONDO:0001718,['CHEBI:31415'],['clobetasone butyrate'],['CHEBI:28674'],['Tetryzoline']
['DRUGBANK:DB06764'],['DRUGBANK:DB00324'],MONDO:0001718,['CHEBI:28674'],['Tetryzoline'],['CHEBI:31625'],['Fluorometholone']
['DRUGBANK:DB00936'],['DRUGBANK:DB00663'],MONDO:0006570,['CHEBI:16914'],['Salicylic acid'],['CHEBI:34764'],['Flumethasone']
['DRUGBANK:DB00936'],['DRUGBANK:DB00394'],MONDO:0006570,['CHEBI:16914'],['Salicylic acid'],['CHEBI:3001'],['beclomethasone']
['DRUGBANK:DB08818'],['DRUGBANK:DB05245'],UMLS:C0006434,['CHEBI:16336'],['Hyaluronic acid'],['CHEBI:9142'],['Silver sulfadiazine']
['DRUGBANK:DB01050'],['DRUGBANK:DB00956'],NCIT:C27003,['CHEBI:5855'],['Ibuprofen'],['CHEBI:5779'],['Hydrocodone']
['DRUGBANK:DB09076'],"['DRUGBANK:DB09082', 'DRUGBANK:DB08906']",MONDO:0004979,['UNII:GE2T1418SV'],['Umeclidinium'],"['CHEBI:75037', 'CHEBI:5134']","['Vilanterol', 'Fluticasone']"
['DRUGBANK:DB09082'],['DRUGBANK:DB08906'],MONDO:0004979,['CHEBI:75037'],['Vilanterol'],['CHEBI:5134'],['Fluticasone']
['DRUGBANK:DB01718'],"['DRUGBANK:DB00825', 'DRUGBANK:DB01744']",MONDO:0002406,['CHEBI:39561'],['Cetrimonium'],"['CHEBI:25187', 'CHEBI:36773']","['Menthol', 'camphor']"
['DRUGBANK:DB13908'],['DRUGBANK:DB13269'],MONDO:0004777,['CHEBI:48213'],['Amylmetacresol'],['CHEBI:48220'],['Dichlorobenzyl alcohol']
['DRUGBANK:DB00586'],['DRUGBANK:DB00281'],MONDO:0021167,['CHEBI:47381'],['Diclofenac'],['CHEBI:6456'],['Lidocaine']
['DRUGBANK:DB09084'],['DRUGBANK:DB11073'],MONDO:0004777,['CHEBI:94563'],['Benzydamine'],['CHEBI:32914'],['Cetylpyridinium']
['DRUGBANK:DB06694'],['DRUGBANK:DB00332'],MONDO:0005091,['CHEBI:10082'],['Xylometazoline'],['PUBCHEM.COMPOUND:657309'],['Ipratropium']
['DRUGBANK:DB10992'],"['DRUGBANK:DB10991', 'DRUGBANK:DB10795', 'DRUGBANK:DB10796', 'DRUGBANK:DB10788', 'DRUGBANK:DB10584', 'DRUGBANK:DB10583', 'DRUGBANK:DB11627', 'DRUGBANK:DB10797']",MONDO:0005344,['UMLS:C2725004'],['pertactin'],"['UMLS:C2725005', 'DRUGBANK:DB10795', 'DRUGBANK:DB10796', 'UMLS:C2725003', 'DRUGBANK:DB09877', 'UMLS:C0305062', 'DRUGBANK:DB11627', 'DRUGBANK:DB10797']","['Bordetella pertussis toxoid vaccine, inactivated', 'Poliovirus type 1 antigen (formaldehyde inactivated)', 'Poliovirus type 2 antigen (formaldehyde inactivated)', 'Bordetella pertussis filamentous hemagglutinin vaccine, inactivated', 'Corynebacterium diphtheriae', 'Tetanus Toxoid', 'Hepatitis B Vaccine (Recombinant)', 'Poliovirus type 3 antigen (formaldehyde inactivated)']"
['DRUGBANK:DB00874'],['DRUGBANK:DB00277'],MONDO:0005002,['CHEBI:5551'],['Guaifenesin'],['CHEBI:28177'],['Theophylline']
['DRUGBANK:DB00986'],['DRUGBANK:DB00983'],MONDO:0005002,['CHEBI:94449'],['Glycopyrronium'],['CHEBI:5147'],['Formoterol']
['DRUGBANK:DB00871'],['DRUGBANK:DB00874'],MONDO:0005002,['CHEBI:9449'],['Terbutaline'],['CHEBI:5551'],['Guaifenesin']
['DRUGBANK:DB00766'],['DRUGBANK:DB00671'],NCBITaxon:584,['CHEBI:48947'],['Clavulanic acid'],['CHEBI:472657'],['Cefixime']
['DRUGBANK:DB00281'],['DRUGBANK:DB00720'],MONDO:0010837,['CHEBI:6456'],['Lidocaine'],['CHEBI:110423'],['Clodronic acid']
['DRUGBANK:DB09115'],"['DRUGBANK:DB00646', 'DRUGBANK:DB11105']",MONDO:0002154,['CHEBI:5950'],['iodoquinol'],"['CHEBI:7660', 'CHEBI:135611']","['nystatin', 'Benzalkonium']"
['DRUGBANK:DB00446'],['DRUGBANK:DB01234'],MONDO:0020283,['CHEBI:17698'],['Chloramphenicol'],['CHEBI:41879'],['Dexamethasone']
['DRUGBANK:DB01086'],['DRUGBANK:DB00878'],MONDO:0006723,['CHEBI:116735'],['Benzocaine'],['CHEBI:3614'],['Chlorhexidine']
['DRUGBANK:DB13953'],['DRUGBANK:DB00396'],HP:0000869,['CHEBI:16469'],['Estradiol'],['CHEBI:17026'],['Progesterone']
['DRUGBANK:DB09086'],"['DRUGBANK:DB09543', 'DRUGBANK:DB00825']",HP:0003326,['CHEBI:4917'],['Eugenol'],"['CHEBI:31832', 'CHEBI:25187']","['Methyl salicylate', 'Menthol']"
['DRUGBANK:DB01229'],['DRUGBANK:DB00997'],UMLS:C0278488,['CHEBI:45863'],['Paclitaxel'],['CHEBI:28748'],['Doxorubicin']
['DRUGBANK:DB11288'],"['DRUGBANK:DB01744', 'DRUGBANK:DB02513', 'DRUGBANK:DB00825', 'DRUGBANK:DB09543']",HP:0003326,['CHEBI:28093'],['Borneol'],"['CHEBI:36773', 'CHEBI:27607', 'CHEBI:25187', 'CHEBI:31832']","['camphor', 'Thymol', 'Menthol', 'Methyl salicylate']"
['DRUGBANK:DB13762'],['DRUGBANK:DB01184'],MONDO:0007186,['CHEBI:134729'],['Dexrabeprazole'],['CHEBI:31515'],['Domperidone']
['DRUGBANK:DB01186'],"['DRUGBANK:DB00190', 'DRUGBANK:DB01235']",MONDO:0014231,['CHEBI:63617'],['Pergolide'],"['CHEBI:39585', 'CHEBI:15765']","['Carbidopa', 'Levodopa']"
['DRUGBANK:DB01060'],['DRUGBANK:DB00766'],UMLS:C0852351,['CHEBI:2676'],['Amoxicillin'],['CHEBI:48947'],['Clavulanic acid']
['DRUGBANK:DB12783'],['DRUGBANK:DB01235'],MONDO:0014231,['CHEBI:64187'],['Benserazide'],['CHEBI:15765'],['Levodopa']
['DRUGBANK:DB11197'],"['DRUGBANK:DB11192', 'DRUGBANK:DB00157', 'DRUGBANK:DB11256', 'DRUGBANK:DB00650', 'DRUGBANK:DB11191', 'DRUGBANK:DB11318', 'DRUGBANK:DB03147', 'DRUGBANK:DB14485', 'DRUGBANK:DB06756', 'DRUGBANK:DB00144', 'DRUGBANK:DB14484', 'DRUGBANK:DB00114', 'DRUGBANK:DB00158']",MONDO:0008228,['UMLS:C3818793'],['ferrous cysteine glycinate'],"['CHEBI:15908', 'CHEBI:16908', 'CHEBI:136009', 'CHEBI:15640', 'CHEBI:18408', 'CHEBI:185218', 'CHEBI:16238', 'UNII:9TI35313XW', 'CHEBI:17750', 'CHEBI:18303', 'UNII:0N1G678593', 'CHEBI:18405', 'CHEBI:27470']","['L-threonic acid', 'NADH', 'L-Methylfolate', 'Leucovorin', 'Cobamamide', '1,2-Docosahexanoyl-sn-glycero-3-phosphoserine', 'FAD', 'Zinc ascorbate', 'Betaine', 'PS(18:0/18:0)', 'Magnesium ascorbate', 'Pyridoxal phosphate', 'Folic acid']"
['DRUGBANK:DB00650'],['DRUGBANK:DB13949'],UMLS:C0156847,['CHEBI:15640'],['Leucovorin'],['CHEBI:29034'],['Ferric cation']
['DRUGBANK:DB00863'],"['DRUGBANK:DB14517', 'DRUGBANK:DB01377', 'DRUGBANK:DB13595', 'DRUGBANK:DB06724', 'DRUGBANK:DB09481', 'DRUGBANK:DB09104', 'DRUGBANK:DB08938', 'DRUGBANK:DB06723', 'DRUGBANK:DB01390', 'DRUGBANK:DB09281', 'DRUGBANK:DB01370']",MONDO:0021449,['CHEBI:8776'],['ranitidine'],"['UNII:F92V3S521O', 'UNII:3A3U0GI71G', 'UNII:6M3P64V0NC', 'CHEBI:3311', 'CHEBI:31793', 'CHEBI:6637', 'UNII:6V88E24N5T', 'CHEBI:33130', 'CHEBI:32139', 'UNII:FML8G1U0Y3', 'CHEBI:30136']","['Aluminium phosphate', 'Magnesium oxide', 'Almasilate', 'Calcium carbonate', 'MAGNESITE', 'Nemalite', 'Magaldrate', 'algeldrate', 'CID 22590783', 'CID 129627946', 'Aluminium']"
['DRUGBANK:DB13257'],['DRUGBANK:DB00158'],HP:0100507,['CHEBI:75832'],['ferrous sulfate'],['CHEBI:27470'],['Folic acid']
['DRUGBANK:DB00126'],"['DRUGBANK:DB14491', 'DRUGBANK:DB00158']",HP:0100507,['CHEBI:22652'],['Ascorbic acid'],"['CHEBI:31607', 'CHEBI:27470']","['Ferrous fumarate', 'Folic acid']"
['DRUGBANK:DB00860'],['DRUGBANK:DB09085'],RXCUI:1430114,['CHEBI:8378'],['Prednisolone'],['CHEBI:9468'],['Tetracaine']
['DRUGBANK:DB00874'],"['DRUGBANK:DB00835', 'DRUGBANK:DB00514']",HP:0031245,['CHEBI:5551'],['Guaifenesin'],"['CHEBI:3183', 'CHEBI:4470']","['Brompheniramine', 'Dextromethorphan']"
['DRUGBANK:DB01075'],"['DRUGBANK:DB00874', 'DRUGBANK:DB09019']",HP:0031245,['CHEBI:4636'],['Diphenhydramine'],"['CHEBI:5551', 'CHEBI:77032']","['Guaifenesin', 'Bromhexine']"
['DRUGBANK:DB06770'],"['DRUGBANK:DB11121', 'DRUGBANK:DB01086']",UMLS:C0021564,['CHEBI:17987'],['Benzyl alcohol'],"['CHEBI:34393', 'CHEBI:116735']","['Chloroxylenol', 'Benzocaine']"
['DRUGBANK:DB01369'],['DRUGBANK:DB01764'],MONDO:0100073,['UNII:23OW28RS7P'],['Quinupristin'],['CHEBI:4309'],['Dalfopristin']
['DRUGBANK:DB04815'],['DRUGBANK:DB00741'],UMLS:C0040250,['CHEBI:74460'],['Clioquinol'],['CHEBI:17650'],['Hydrocortisone']
['DRUGBANK:DB01593'],['DRUGBANK:DB01592'],UMLS:C0235950,['CHEBI:27363'],['Zinc'],['CHEBI:18248'],['Iron']
['DRUGBANK:DB11105'],['DRUGBANK:DB11075'],MONDO:0006733,['CHEBI:135611'],['Benzalkonium'],['UNII:B1QE5P712K'],['hypromellose 2208 (100 MPA.S)']
['DRUGBANK:DB14161'],['DRUGBANK:DB00583'],MONDO:0005452,['DRUGBANK:DB14161'],"['Lecithin, soybean']",['CHEBI:16347'],['Levocarnitine']
['DRUGBANK:DB00863'],"['DRUGBANK:DB01390', 'DRUGBANK:DB01370', 'DRUGBANK:DB09281', 'DRUGBANK:DB13595', 'DRUGBANK:DB06724', 'DRUGBANK:DB14517', 'DRUGBANK:DB06723', 'DRUGBANK:DB09104', 'DRUGBANK:DB08938', 'DRUGBANK:DB09481', 'DRUGBANK:DB01377']",MONDO:0019610,['CHEBI:8776'],['ranitidine'],"['CHEBI:32139', 'CHEBI:30136', 'UNII:FML8G1U0Y3', 'UNII:6M3P64V0NC', 'CHEBI:3311', 'UNII:F92V3S521O', 'CHEBI:33130', 'CHEBI:6637', 'UNII:6V88E24N5T', 'CHEBI:31793', 'UNII:3A3U0GI71G']","['CID 22590783', 'Aluminium', 'CID 129627946', 'Almasilate', 'Calcium carbonate', 'Aluminium phosphate', 'algeldrate', 'Nemalite', 'Magaldrate', 'MAGNESITE', 'Magnesium oxide']"
['DRUGBANK:DB11228'],['DRUGBANK:DB11105'],MONDO:0006733,['CHEBI:53448'],['Methylcellulose'],['CHEBI:135611'],['Benzalkonium']
['DRUGBANK:DB14513'],['DRUGBANK:DB01373'],UMLS:C0392519,['CHEBI:25107'],['magnesium atom'],['CHEBI:22984'],['Calcium']
['DRUGBANK:DB09321'],['DRUGBANK:DB00646'],MONDO:0000879,['CHEBI:36560'],['Zinc oxide'],['CHEBI:7660'],['nystatin']
['DRUGBANK:DB11093'],['DRUGBANK:DB00169'],UMLS:C0392519,['CHEBI:190513'],['Calcium citrate'],['CHEBI:27300'],['Ergocalciferol']
['DRUGBANK:DB06724'],['DRUGBANK:DB13365'],UMLS:C0392519,['CHEBI:3311'],['Calcium carbonate'],['UNII:472LWJ3Y9N'],['Calcium lactate gluconate']
['DRUGBANK:DB00446'],"['DRUGBANK:DB06711', 'DRUGBANK:DB00860']",UMLS:C4551678,['CHEBI:17698'],['Chloramphenicol'],"['CHEBI:93363', 'CHEBI:8378']","['Naphazoline', 'Prednisolone']"
['DRUGBANK:DB00684'],['DRUGBANK:DB00586'],UMLS:C4551678,['CHEBI:28864'],['Tobramycin'],['CHEBI:47381'],['Diclofenac']
['DRUGBANK:DB00559'],['DRUGBANK:DB01234'],UMLS:C4551678,['CHEBI:51450'],['Bosentan'],['CHEBI:41879'],['Dexamethasone']
['DRUGBANK:DB09324'],['DRUGBANK:DB00415'],UMLS:C1112209,['CHEBI:9321'],['Sulbactam'],['CHEBI:28971'],['Ampicillin']
['DRUGBANK:DB06774'],['DRUGBANK:DB04743'],NCIT:C3244,['CHEBI:3374'],['Capsaicin'],['CHEBI:44445'],['Nimesulide']
['DRUGBANK:DB01114'],['DRUGBANK:DB00388'],MONDO:0005324,['CHEBI:52010'],['chlorphenamine'],['CHEBI:8093'],['Phenylephrine']
['DRUGBANK:DB00874'],['DRUGBANK:DB00852'],MONDO:0005324,['CHEBI:5551'],['Guaifenesin'],['CHEBI:51209'],['Pseudoephedrine']
['DRUGBANK:DB01114'],['DRUGBANK:DB00620'],MONDO:0005324,['CHEBI:52010'],['chlorphenamine'],['CHEBI:9667'],['Triamcinolone']
['DRUGBANK:DB15907'],['DRUGBANK:DB00936'],UMLS:C0009938,['UNII:RUU8G67GQM'],['Escin'],['CHEBI:16914'],['Salicylic acid']
['DRUGBANK:DB00936'],['DRUGBANK:DB03904'],MONDO:0006590,['CHEBI:16914'],['Salicylic acid'],['CHEBI:16199'],['Urea']
['DRUGBANK:DB00138'],['DRUGBANK:DB01783'],HP:0030807,['UMLS:C0010682'],['cystine'],['CHEBI:46905'],['Pantothenate']
['DRUGBANK:DB00755'],"['DRUGBANK:DB12553', 'DRUGBANK:DB09526']",MONDO:0000736,['CHEBI:15367'],['Tretinoin'],"['CHEBI:31623', 'CHEBI:17594']","['Fluocinolone acetonide', 'Hydroquinone']"
['DRUGBANK:DB01373'],"['DRUGBANK:DB00169', 'DRUGBANK:DB01645']",MONDO:0001068,['CHEBI:22984'],['Calcium'],"['CHEBI:27300', 'CHEBI:28088']","['Ergocalciferol', 'Genistein']"
