primary_drug_id,secondary_drug_id,condition_id_norm,primary_drug_id_norm,primary_drug_id_norm_label,secondary_drug_id_norm,secondary_drug_id_norm_label,condition_id_norm_norm,condition_id_norm_norm_label
DB00559,DB01234,UMLS:C4551678,CHEBI:51450,Bosentan,CHEBI:41879,Dexamethasone,EFO:0005752,eye inflammation
DB09324,DB00415,UMLS:C1112209,CHEBI:9321,Sulbactam,CHEBI:28971,Ampicillin,UMLS:C1112209,Abdominal Infection
DB06774,DB04743,NCIT:C3244,CHEBI:3374,Capsaicin,CHEBI:44445,Nimesulide,NCIT:C3244,Musculoskeletal Pain
DB01114,DB00388,MONDO:0005324,CHEBI:52010,chlorphenamine,CHEBI:8093,Phenylephrine,MONDO:0005324,Hay fever
DB00874,DB00852,MONDO:0005324,CHEBI:5551,Guaifenesin,CHEBI:51209,Pseudoephedrine,MONDO:0005324,Hay fever
DB01114,DB00620,MONDO:0005324,CHEBI:52010,chlorphenamine,CHEBI:9667,Triamcinolone,MONDO:0005324,Hay fever
DB15907,DB00936,UMLS:C0009938,PUBCHEM.COMPOUND:6433489,Escin,CHEBI:16914,Salicylic acid,UMLS:C0009938,Contusions
DB00936,DB03904,MONDO:0006590,CHEBI:16914,Salicylic acid,CHEBI:16199,Urea,MONDO:0006590,palmoplantar keratosis
DB00138,DB01783,HP:0030807,CHEBI:16283,Cystine,CHEBI:7916,pantothenic acid,HP:0030807,Abnormal nail growth
DB01373,"DB00169,DB01645",MONDO:0001068,CHEBI:22984,Calcium,"['CHEBI:27300', 'CHEBI:28088']","['Cholecalciferol', 'Genistein']",MONDO:0001068,osteomalacia
DB13968,DB11621,MONDO:0005608,DRUGBANK:DB13968,Plasma protein fraction (human),DRUGBANK:DB11621,Human varicella-zoster immune globulin,MONDO:0005608,varicella zoster infection
DB11201,"DB00825,DB01744",UMLS:C0080194,CHEBI:135976,Menthyl salicylate,"['CHEBI:15409', 'CHEBI:36773']","['Levomenthol', 'camphor']",UMLS:C0080194,Muscle strain
DB10994,DB10995,NCBITaxon:333760,UNII:6LTE2DNX63,Human papillomavirus type 16 L1 capsid protein antigen,UNII:J2D279PEM5,Human papillomavirus type 18 L1 capsid protein antigen,NCBITaxon:333760,Human papillomavirus 16
DB00218,DB00465,UMLS:C0549436,CHEBI:63611,Moxifloxacin,CHEBI:6129,Ketorolac,UMLS:C0549436,Operation site inflammation
DB00936,"DB09353,DB03793",MONDO:0011438,CHEBI:16914,Salicylic acid,"['CHEBI:29385', 'CHEBI:30746']","['Octasulfur', 'Benzoic acid']",MONDO:0011438,acne
DB00788,"DB00967,DB00388",MONDO:0005961,CHEBI:7476,Naproxen,"['CHEBI:291342', 'CHEBI:8093']","['Desloratadine', 'Phenylephrine']",MONDO:0005961,sinusitis
DB04398,"DB09153,DB00761,DB09407,DB11242",HP:0031274,CHEBI:78320,Lactic acid,"['CHEBI:26710', 'CHEBI:32588', 'CHEBI:25107', 'CHEBI:5291']","['Sodium chloride', 'Potassium chloride', 'magnesium atom', 'Gelatin']",HP:0031274,Hypovolemic shock
DB01413,DB18716,MONDO:0100338,CHEBI:478164,Cefepime,UNII:80VUN7L00C,Enmetazobactam,MONDO:0100338,urinary tract infection
DB14078,"DB00126,DB14227,DB11092",MONDO:0019019,CHEBI:43945,Medronic acid,"['CHEBI:22652', 'CHEBI:33353', 'CHEBI:135933']","['Ascorbic acid', 'technetium atom', 'Tin Fluorides']",MONDO:0019019,osteogenesis imperfecta
DB00945,"DB09104,DB06723",MONDO:0012727,CHEBI:15365,Aspirin,"['CHEBI:6637', 'CHEBI:33130']","['Magnesium hydroxide', 'algeldrate']",MONDO:0012727,mucocutaneous lymph node syndrome
DB15975,DB00440,MONDO:0004652,CHEBI:88258,Sulfametrole,CHEBI:45924,Trimethoprim,MONDO:0004652,bacterial pneumonia
DB00959,DB00281,MONDO:0001875,CHEBI:6888,Methylprednisolone,CHEBI:6456,Lidocaine,MONDO:0001875,epicondylitis
DB01551,"DB00316,DB00201",UMLS:C0278140,CHEBI:135276,Dihydrocodeine,"['CHEBI:46195', 'CHEBI:27732']","['Acetaminophen', 'Caffeine']",UMLS:C0278140,Severe pain
DB13257,DB00152,MONDO:0001357,CHEBI:75832,ferrous sulfate,CHEBI:18385,Thiamine,MONDO:0001357,hypochromic anemia
DB09324,DB00415,UMLS:C0729565,CHEBI:9321,Sulbactam,CHEBI:28971,Ampicillin,UMLS:C0729565,Female genital infection
DB01598,DB01597,UMLS:C0729565,CHEBI:471744,Imipenem,CHEBI:3697,Cilastatin,UMLS:C0729565,Female genital infection
DB11036,"DB15517,DB15702,DB15621",MONDO:0005812,DRUGBANK:DB15507,"Influenza B virus B/Singapore/INFTT-16-0610/2016 antigen (MDCK cell derived, propiolactone inactivated)","['DRUGBANK:DB18750', 'DRUGBANK:DB15507', 'DRUGBANK:DB18750']","['Influenza A Virus A/California/122/2022 SAN-022 (H3N2) antigen (formaldehyde inactivated)', 'Influenza B virus B/Singapore/INFTT-16-0610/2016 antigen (MDCK cell derived, propiolactone inactivated)', 'Influenza A Virus A/California/122/2022 SAN-022 (H3N2) antigen (formaldehyde inactivated)']",MONDO:0005812,influenza
DB01114,DB00397,MONDO:0005812,CHEBI:52010,chlorphenamine,PUBCHEM.COMPOUND:4786,Phenylpropanolamine,MONDO:0005812,influenza
DB01625,"DB01114,DB00316,DB00126,DB00201",MONDO:0005812,CHEBI:6043,Isopropamide,"['CHEBI:52010', 'CHEBI:46195', 'CHEBI:22652', 'CHEBI:27732']","['chlorphenamine', 'Acetaminophen', 'Ascorbic acid', 'Caffeine']",MONDO:0005812,influenza
DB12240,"DB00997,DB00531,DB00635,DB00073",UMLS:C0855068,UNII:KG6VO684Z6,Polatuzumab vedotin,"['CHEBI:28748', 'CHEBI:4027', 'CHEBI:8382', 'UNII:4F4X42SYQ6']","['Doxorubicin', 'Cyclophosphamide', 'Prednisone', 'Rituximab']",UMLS:C0855068,Rhabdomyosarcoma previously untreated
DB13257,"DB00158,DB00126",MONDO:0000755,CHEBI:75832,ferrous sulfate,"['CHEBI:27470', 'CHEBI:22652']","['Folic acid', 'Ascorbic acid']",MONDO:0000755,ectopic pregnancy
DB01029,DB00999,UniProtKB:O75175,CHEBI:5959,Irbesartan,CHEBI:5778,Hydrochlorothiazide,NCBIGene:4849,CNOT3
DB00475,DB00771,MONDO:0005052,CHEBI:3611,Chlordiazepoxide,CHEBI:3743,Clidinium,MONDO:0005052,irritable bowel syndrome
DB09123,DB13956,HP:0000132,CHEBI:70708,Dienogest,CHEBI:16469,Estradiol,HP:0000132,Menorrhagia
DB00823,DB00977,HP:0000132,CHEBI:50785,Etynodiol,CHEBI:4903,Ethinylestradiol,HP:0000132,Menorrhagia
DB13844,DB00475,MONDO:0005052,CHEBI:95178,Pipenzolate,CHEBI:3611,Chlordiazepoxide,MONDO:0005052,irritable bowel syndrome
DB00085,"DB11074,DB09512",MONDO:0001684,CHEBI:81916,Pancrelipase,"['CHEBI:31498', 'CHEBI:31498']","['Dimethicone', 'Dimethicone']",MONDO:0001684,exocrine pancreatic insufficiency
DB11324,"DB00825,DB15764,DB11323",UMLS:C0038045,CHEBI:46936,Nonivamide,"['CHEBI:15409', 'CHEBI:15940', 'CHEBI:86541']","['Levomenthol', 'Niacin', 'Glycol salicylate']",UMLS:C0038045,Sprain
DB10787,"DB10790,DB10583,DB10789,DB10788,DB10584",MONDO:0005077,UNII:63GD90PP8X,pertactin,"['UNII:63GD90PP8X', 'DRUGBANK:DB09876', 'UNII:63GD90PP8X', 'UNII:63GD90PP8X', 'DRUGBANK:DB09877']","['pertactin', 'Tetanus Toxoid', 'pertactin', 'pertactin', 'Corynebacterium diphtheriae']",MONDO:0005077,pertussis
DB00085,DB14016,MONDO:0001684,CHEBI:81916,Pancrelipase,DRUGBANK:DB14016,Ox bile extract,MONDO:0001684,exocrine pancreatic insufficiency
DB00275,DB00381,MONDO:0005044,CHEBI:31932,olmesartan,CHEBI:2668,Amlodipine,MONDO:0005044,hypertension
DB03256,DB13949,UMLS:C0240066,PUBCHEM.COMPOUND:135484651,FOLINIC ACID,CHEBI:29034,Ferric cation,UMLS:C0240066,Iron deficiency
DB01114,"DB00388,DB00316,DB00874",UMLS:C0852402,CHEBI:52010,chlorphenamine,"['CHEBI:8093', 'CHEBI:46195', 'CHEBI:5551']","['Phenylephrine', 'Acetaminophen', 'Guaifenesin']",UMLS:C0852402,Headaches NEC
DB00201,"DB00316,DB13612",UMLS:C0852402,CHEBI:27732,Caffeine,"['CHEBI:46195', 'UNII:N667F17JP1']","['Acetaminophen', 'Carbaspirin calcium']",UMLS:C0852402,Headaches NEC
DB00999,DB00264,MONDO:0005044,CHEBI:5778,Hydrochlorothiazide,CHEBI:6904,Metoprolol,MONDO:0005044,hypertension
DB00999,DB00968,MONDO:0005044,CHEBI:5778,Hydrochlorothiazide,CHEBI:61058,Methyldopa,MONDO:0005044,hypertension
DB00661,DB00519,MONDO:0005044,CHEBI:77733,Verapamil,CHEBI:9649,Trandolapril,MONDO:0005044,hypertension
DB11126,DB09325,MONDO:0005349,CHEBI:3309,Calcium gluconate,CHEBI:28741,Sodium fluoride,MONDO:0005349,otosclerosis
DB00115,"DB00152,DB00166",UMLS:C0271685,CHEBI:17439,Cyanocobalamin,"['CHEBI:18385', 'CHEBI:30314']","['Thiamine', 'Lipoic acid']",UMLS:C0271685,Diabetic Amyotrophy
DB06691,DB14539,HP:0000989,CHEBI:6762,Mepyramine,CHEBI:17650,Hydrocortisone,HP:0000989,Pruritus
DB13518,DB01390,MONDO:0007186,CHEBI:17548,Alginic acid,CHEBI:32139,Sodium bicarbonate,MONDO:0007186,Heartburn
DB09512,"DB14516,DB08938",MONDO:0007186,CHEBI:31498,Dimethicone,"['CHEBI:29101', 'UNII:6V88E24N5T']","['Sodium cation', 'Magaldrate']",MONDO:0007186,Heartburn
DB00263,DB00199,HP:0000371,CHEBI:102484,Sulfisoxazole,CHEBI:42355,Erythromycin,HP:0000371,Acute otitis media
DB12543,"DB00334,DB14509",MONDO:0004985,CHEBI:177605,Samidorphan,"['CHEBI:7735', 'CHEBI:6504']","['Olanzapine', 'Lithium carbonate']",MONDO:0004985,bipolar disorder
DB01416,DB00766,HP:0000371,CHEBI:3504,Cefpodoxime,CHEBI:48947,Clavulanic acid,HP:0000371,Acute otitis media
DB00761,"DB09153,DB01164,DB04398",MONDO:0024306,CHEBI:32588,Potassium chloride,"['CHEBI:26710', 'CHEBI:3312', 'CHEBI:78320']","['Sodium chloride', 'Calcium chloride', 'Lactic acid']",MONDO:0024306,lactic acidosis
DB09325,DB11090,MONDO:0004059,CHEBI:28741,Sodium fluoride,CHEBI:63043,Potassium nitrate,MONDO:0004059,dentin sensitivity
DB11057,DB09268,MONDO:0002203,PUBCHEM.COMPOUND:139291139,Mineral oil,CHEBI:32147,sodium picosulfate,MONDO:0002203,Constipation
DB08966,DB00140,MONDO:0006676,CHEBI:135636,Fursultiamine,CHEBI:17015,Riboflavin,MONDO:0006676,beriberi
DB06774,DB04743,MONDO:0002183,CHEBI:3374,Capsaicin,CHEBI:44445,Nimesulide,MONDO:0002183,enthesopathy
DB00620,DB00994,HP:0033120,CHEBI:9667,Triamcinolone,CHEBI:7507,Framycetin,HP:0033120,Nummular eczema
DB00874,DB01114,MONDO:0005271,CHEBI:5551,Guaifenesin,CHEBI:52010,chlorphenamine,MONDO:0005271,Allergy
DB09330,DB00642,UMLS:C0278987,CHEBI:90943,Osimertinib,CHEBI:63616,Pemetrexed,UMLS:C0278987,Metastatic non-small cell lung cancer
DB13913,"DB09278,DB09104,DB11198",NCIT:C78213,DRUGBANK:DB13913,Belladonna,"['CHEBI:27594', 'CHEBI:6637', 'UNII:AV092KU4JH']","['Graphite', 'Magnesium hydroxide', 'Peppermint oil']",HP:6000319,Meteorism
DB09512,DB00836,NCIT:C78213,CHEBI:31498,Dimethicone,CHEBI:6532,Loperamide,HP:6000319,Meteorism
DB00324,DB06764,UMLS:C1096278,CHEBI:31625,Fluorometholone,CHEBI:28674,Tetryzoline,UMLS:C1096278,Anterior chamber inflammation
DB11073,DB00281,UMLS:C0700184,CHEBI:32914,Cetylpyridinium,CHEBI:6456,Lidocaine,UMLS:C0700184,Throat irritation
DB06282,DB00852,HP:0001742,CHEBI:94559,Levocetirizine,CHEBI:51209,Pseudoephedrine,HP:0001742,Nasal congestion
DB00388,"DB16022,DB11105",HP:0001742,CHEBI:8093,Phenylephrine,"['CHEBI:186232', 'CHEBI:135611']","['Thenyldiamine', 'Benzalkonium']",HP:0001742,Nasal congestion
DB00388,"DB00514,DB00874",HP:0001742,CHEBI:8093,Phenylephrine,"['CHEBI:4470', 'CHEBI:5551']","['Dextromethorphan', 'Guaifenesin']",HP:0001742,Nasal congestion
DB09183,"DB09296,DB09297,DB00503",UMLS:C4049394,CHEBI:85182,Dasabuvir,"['CHEBI:85183', 'UNII:OU2YM37K86', 'CHEBI:45409']","['Ombitasvir', 'Paritaprevir', 'Ritonavir']",UMLS:C4049394,Chronic hepatitis C genotype 1b
DB11386,"DB00388,DB01114",MONDO:0005961,CHEBI:134813,Chlorobutanol,"['CHEBI:8093', 'CHEBI:52010']","['Phenylephrine', 'chlorphenamine']",MONDO:0005961,sinusitis
DB00115,"DB00152,DB00165",HP:0100503,CHEBI:17439,Cyanocobalamin,"['CHEBI:18385', 'CHEBI:16709']","['Thiamine', 'Pyridoxine']",HP:0100503,Decreased circulating vitamin B1 concentration
DB09088,"DB00626,DB00994",MONDO:0001039,CHEBI:34981,Amylocaine,"['CHEBI:28669', 'CHEBI:7507']","['Bacitracin', 'Framycetin']",MONDO:0001039,tonsillitis
DB00316,DB00749,HP:0100607,CHEBI:46195,Acetaminophen,CHEBI:4909,Etodolac,HP:0100607,Dysmenorrhea
DB01086,DB00878,MONDO:0001039,CHEBI:116735,Benzocaine,CHEBI:3614,Chlorhexidine,MONDO:0001039,tonsillitis
DB01114,DB13800,HP:0001742,CHEBI:52010,chlorphenamine,CHEBI:81717,Calcium levulinate,HP:0001742,Nasal congestion
DB01625,"DB00201,DB00316,DB00126,DB01114",HP:0001742,CHEBI:6043,Isopropamide,"['CHEBI:27732', 'CHEBI:46195', 'CHEBI:22652', 'CHEBI:52010']","['Caffeine', 'Acetaminophen', 'Ascorbic acid', 'chlorphenamine']",HP:0001742,Nasal congestion
DB09278,DB11074,UMLS:C0001707,CHEBI:27594,Graphite,CHEBI:31498,Dimethicone,HP:6000060,Aerophagia
DB09153,"DB09341,DB09407,DB00761,DB09395,DB01164",UMLS:C0235395,CHEBI:26710,Sodium chloride,"['CHEBI:17234', 'CHEBI:25107', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312']","['D-glucose', 'magnesium atom', 'Potassium chloride', 'Sodium acetate', 'Calcium chloride']",UMLS:C0235395,Fluid loss
DB00945,"DB00241,DB00201,DB00318",HP:0012228,CHEBI:15365,Aspirin,"['CHEBI:102524', 'CHEBI:27732', 'CHEBI:16714']","['Butalbital', 'Caffeine', 'Codeine']",HP:0012228,Tension-type headache
DB00297,"DB00959,DB00281,DB00620",MONDO:0020283,CHEBI:3215,Bupivacaine,"['CHEBI:6888', 'CHEBI:6456', 'CHEBI:9667']","['Methylprednisolone', 'Lidocaine', 'Triamcinolone']",MONDO:0020283,uveitis
DB11074,DB08938,MONDO:0007721,CHEBI:31498,Dimethicone,UNII:6V88E24N5T,Magaldrate,MONDO:0007721,hiatus hernia
DB00588,DB00938,MONDO:0003781,CHEBI:5134,Fluticasone,CHEBI:9012,Salmeterol xinafoate,MONDO:0003781,bronchitis
DB11288,"DB03852,DB15917,DB15574,DB00825,DB15573,DB15920",UMLS:C1802373,CHEBI:28093,Borneol,"['CHEBI:27961', 'CHEBI:3830', 'CHEBI:50025', 'CHEBI:15409', 'CHEBI:36740', 'PUBCHEM.COMPOUND:6986']","['Eucalyptol', 'Camphene', 'beta-Pinene', 'Levomenthol', 'alpha-Pinene', 'Menthone']",UMLS:C1802373,Diabetes mellitus (incl subtypes)
DB00480,DB01234,MONDO:0009693,CHEBI:63791,Lenalidomide,CHEBI:41879,Dexamethasone,MONDO:0009693,plasma cell myeloma
DB01234,DB01114,MONDO:0019085,CHEBI:41879,Dexamethasone,CHEBI:52010,chlorphenamine,MONDO:0019085,vernal keratoconjunctivitis
DB10293,DB10297,UMLS:C3495859,DRUGBANK:DB10293,Streptococcus pneumoniae type 1 capsular polysaccharide diphtheria CRM197 protein conjugate antigen,DRUGBANK:DB10297,Streptococcus pneumoniae type 7F capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UMLS:C3495859,Severe invasive streptococcal infection
DB00503,DB01072,MONDO:0005109,CHEBI:45409,Ritonavir,CHEBI:37924,Atazanavir,MONDO:0005109,HIV infection
DB01001,DB00180,MONDO:0004849,CHEBI:2549,Albuterol,CHEBI:5106,Flunisolide,MONDO:0004849,emphysema
DB01127,DB00620,MONDO:0021340,CHEBI:4754,Econazole,CHEBI:9667,Triamcinolone,MONDO:0021340,intertrigo
DB00446,"DB01111,DB00759",MONDO:0006668,CHEBI:17698,Chloramphenicol,"['CHEBI:37943', 'CHEBI:27902']","['Colistin', 'Tetracycline']",MONDO:0006668,bacterial conjunctivitis
DB01495,"DB06706,DB00316",UMLS:C0042376,UNII:YYX637R279,Dichloralphenazone,"['CHEBI:134765', 'CHEBI:46195']","['Isometheptene', 'Acetaminophen']",UMLS:C0042376,Vascular Headaches
DB10992,"DB10797,DB10584,DB10795,DB10991,DB10796,DB10583,DB10788",MONDO:0005504,UNII:63GD90PP8X,pertactin,"['DRUGBANK:DB10797', 'DRUGBANK:DB09877', 'DRUGBANK:DB10795', 'UNII:63GD90PP8X', 'DRUGBANK:DB10796', 'DRUGBANK:DB09876', 'UNII:63GD90PP8X']","['Poliovirus type 3 antigen (formaldehyde inactivated)', 'Corynebacterium diphtheriae', 'Poliovirus type 1 antigen (formaldehyde inactivated)', 'pertactin', 'Poliovirus type 2 antigen (formaldehyde inactivated)', 'Tetanus Toxoid', 'pertactin']",MONDO:0005504,diphtheria
DB01044,DB15566,UMLS:C0851772,CHEBI:5280,Gatifloxacin,CHEBI:8378,Prednisolone,UMLS:C0851772,"Ocular infections, inflammations and associated manifestations"
DB15566,DB01044,UMLS:C0851772,CHEBI:8378,Prednisolone,CHEBI:5280,Gatifloxacin,UMLS:C0851772,"Ocular infections, inflammations and associated manifestations"
DB00825,DB11082,MONDO:0006608,CHEBI:15409,Levomenthol,DRUGBANK:DB11082,Coal tar,MONDO:0006608,seborrheic dermatitis
DB13155,"DB00741,DB00527,DB00452",MONDO:0005538,CHEBI:4853,Esculin,"['CHEBI:17650', 'CHEBI:247956', 'CHEBI:7507']","['Hydrocortisone', 'Cinchocaine', 'Framycetin']",MONDO:0005538,proctitis
DB11482,"DB09321,DB00676",MONDO:0005538,UNII:8P5F881OCY,Balsam of Peru,"['CHEBI:36560', 'CHEBI:41237']","['Zinc oxide', 'Benzyl benzoate']",MONDO:0005538,proctitis
DB12328,"DB09094,DB00936",MONDO:0001795,CHEBI:64213,Cantharidin,"['UNII:2S713A4VP3', 'CHEBI:16914']","['Podophyllin', 'Salicylic acid']",MONDO:0001795,plantar wart
DB00936,DB04398,MONDO:0001795,CHEBI:16914,Salicylic acid,CHEBI:78320,Lactic acid,MONDO:0001795,plantar wart
DB09281,"DB06723,DB09512",HP:0033589,UNII:FML8G1U0Y3,Magnesium trisilicate,"['CHEBI:33130', 'CHEBI:31498']","['algeldrate', 'Dimethicone']",HP:0033589,Flatulence
DB09512,DB00836,HP:0033589,CHEBI:31498,Dimethicone,CHEBI:6532,Loperamide,HP:0033589,Flatulence
DB06723,"DB09512,DB06724,DB09104",HP:0033589,CHEBI:33130,algeldrate,"['CHEBI:31498', 'CHEBI:3311', 'CHEBI:6637']","['Dimethicone', 'Calcium carbonate', 'Magnesium hydroxide']",HP:0033589,Flatulence
DB00586,DB01129,NCIT:C34887,CHEBI:47381,Diclofenac,CHEBI:8768,Rabeprazole,NCIT:C34887,Post-Operative Pain
DB01581,"DB01582,DB00359",NCIT:C35448,CHEBI:102130,Sulfamerazine,"['CHEBI:102265', 'CHEBI:9328']","['Sulfamethazine', 'Sulfadiazine']",EFO:0010678,eye discharge
DB09078,DB09037,MONDO:0005086,CHEBI:85994,Lenvatinib,UNII:DPT0O3T46P,Pembrolizumab,MONDO:0005086,renal cell carcinoma
DB00165,DB00115,MONDO:0020696,CHEBI:16709,Pyridoxine,CHEBI:17439,Cyanocobalamin,MONDO:0020696,vitamin B12 deficiency
DB14482,DB15983,HP:0012735,CHEBI:22652,Ascorbic acid,UNII:C3B9R0E116,Menglytate,HP:0012735,Cough
DB08818,"DB13961,DB11176,DB00126,DB11238,DB00159,DB06543,DB00137,DB16555,DB03756,DB00169",MONDO:0006733,CHEBI:16336,Hyaluronic acid,"['DRUGBANK:DB13961', 'CHEBI:27547', 'CHEBI:22652', 'UNII:F8XAG1755S', 'CHEBI:28364', 'CHEBI:40968', 'CHEBI:28838', 'DRUGBANK:DB05426', 'CHEBI:28125', 'CHEBI:27300']","['Fish oil', 'Zeaxanthin', 'Ascorbic acid', 'Borage oil', 'Icosapent', 'Astaxanthin', 'Lutein', 'Talactoferrin alfa', 'Doconexent', 'Cholecalciferol']",MONDO:0006733,dry eye syndrome
DB01839,"DB11077,DB08818",MONDO:0006733,CHEBI:16997,Propylene glycol,"['CHEBI:30742', 'CHEBI:16336']","['macrogol', 'Hyaluronic acid']",MONDO:0006733,dry eye syndrome
DB11114,"DB00825,DB01744",HP:0012735,UNII:2R04ONI662,Eucalyptus oil,"['CHEBI:15409', 'CHEBI:36773']","['Levomenthol', 'camphor']",HP:0012735,Cough
DB00514,DB00874,HP:0012735,CHEBI:4470,Dextromethorphan,CHEBI:5551,Guaifenesin,HP:0012735,Cough
DB00316,"DB06767,DB00434,DB09154",HP:0012735,CHEBI:46195,Acetaminophen,"['CHEBI:31206', 'CHEBI:4046', 'CHEBI:30769']","['Ammonium chloride', 'Cyproheptadine', 'Citric acid']",HP:0012735,Cough
DB01114,"DB06767,DB13735",HP:0012735,CHEBI:52010,chlorphenamine,"['CHEBI:31206', 'CHEBI:85537']","['Ammonium chloride', 'Sulfogaiacol']",HP:0012735,Cough
DB00514,DB13269,HP:0012735,CHEBI:4470,Dextromethorphan,CHEBI:48220,Dichlorobenzyl alcohol,HP:0012735,Cough
DB00620,DB00994,MONDO:0006702,CHEBI:9667,Triamcinolone,CHEBI:7507,Framycetin,MONDO:0006702,chronic inflammatory demyelinating polyradiculoneuropathy
DB09153,"DB11242,DB11151",HP:0011106,CHEBI:26710,Sodium chloride,"['CHEBI:5291', 'CHEBI:32145']","['Gelatin', 'Sodium hydroxide']",HP:0011106,Hypovolemia
DB00761,"DB09395,DB09153,DB09407",HP:0011106,CHEBI:32588,Potassium chloride,"['CHEBI:32954', 'CHEBI:26710', 'CHEBI:25107']","['Sodium acetate', 'Sodium chloride', 'magnesium atom']",HP:0011106,Hypovolemia
DB15821,DB15777,MONDO:0002137,CHEBI:177866,Fluocortolone caproate,CHEBI:177427,Fluocortolone pivalate,MONDO:0002137,noninfectious dermatoses of eyelid
DB11075,DB09255,UMLS:C0948595,UNII:B1QE5P712K,hypromellose 2208 (100 MPA.S),CHEBI:34674,dextran sulfate,UMLS:C0948595,Ocular discomfort
DB00642,DB00515,MONDO:0005233,CHEBI:63616,Pemetrexed,CHEBI:27899,Cisplatin,MONDO:0005233,non-small cell lung carcinoma
DB11105,"DB01718,DB09321",UMLS:C0011974,CHEBI:135611,Benzalkonium,"['CHEBI:39561', 'CHEBI:36560']","['Cetrimonium', 'Zinc oxide']",UMLS:C0011974,Diaper Rash
DB00967,DB00471,MONDO:0011786,CHEBI:291342,Desloratadine,CHEBI:50730,Montelukast,MONDO:0011786,Atopic rhinitis
DB01076,DB00381,MONDO:0005439,CHEBI:50690,atorvastatin(1-),CHEBI:2668,Amlodipine,MONDO:0005439,familial hypercholesterolemia
DB00620,DB01172,MONDO:0004980,CHEBI:9667,Triamcinolone,CHEBI:17630,Kanamycin,MONDO:0004980,atopic eczema
DB00994,DB00663,MONDO:0004980,CHEBI:7507,Framycetin,CHEBI:34764,Flumethasone,MONDO:0004980,atopic eczema
DB00781,DB00626,MONDO:0020944,CHEBI:8310,Polymyxin B,CHEBI:28669,Bacitracin,MONDO:0020944,fungal infection of eye
DB01114,DB00388,HP:0000989,CHEBI:52010,chlorphenamine,CHEBI:8093,Phenylephrine,HP:0000989,Pruritus
DB13503,DB01086,MONDO:0002508,UNII:877376V2XW,Tyrothricin,CHEBI:116735,Benzocaine,MONDO:0002508,gingivitis
DB09084,DB11073,MONDO:0002508,CHEBI:94563,Benzydamine,CHEBI:32914,Cetylpyridinium,MONDO:0002508,gingivitis
DB01718,"DB00825,DB01744",UMLS:C0006435,CHEBI:39561,Cetrimonium,"['CHEBI:15409', 'CHEBI:36773']","['Levomenthol', 'camphor']",UMLS:C0006435,Chemical Burns
DB09357,"DB06691,DB00281",MONDO:0005326,CHEBI:27373,Dexpanthenol,"['CHEBI:6762', 'CHEBI:6456']","['Mepyramine', 'Lidocaine']",MONDO:0005326,sunburn
DB10787,"DB10796,DB10583,DB10790,DB10788,DB10789,DB10584,DB10797,DB10795,DB10342,DB11627",UNII:C9R35M8XV6,UNII:63GD90PP8X,pertactin,"['DRUGBANK:DB10796', 'DRUGBANK:DB09876', 'UNII:63GD90PP8X', 'UNII:63GD90PP8X', 'UNII:63GD90PP8X', 'DRUGBANK:DB09877', 'DRUGBANK:DB10797', 'DRUGBANK:DB10795', 'DRUGBANK:DB10342', 'DRUGBANK:DB11627']","['Poliovirus type 2 antigen (formaldehyde inactivated)', 'Tetanus Toxoid', 'pertactin', 'pertactin', 'pertactin', 'Corynebacterium diphtheriae', 'Poliovirus type 3 antigen (formaldehyde inactivated)', 'Poliovirus type 1 antigen (formaldehyde inactivated)', 'Haemophilus influenzae type B capsular polysaccharide meningococcal outer membrane protein conjugate antigen', 'Hepatitis B Vaccine (Recombinant)']",UNII:C9R35M8XV6,Hiberix
DB12026,"DB11613,DB08934",CHEBI:85083,UNII:0570F37359,Voxilaprevir,"['CHEBI:133009', 'CHEBI:85083']","['Velpatasvir', 'Sofosbuvir']",CHEBI:85083,Sofosbuvir
DB04815,DB00741,MONDO:0002406,CHEBI:74460,Clioquinol,CHEBI:17650,Hydrocortisone,MONDO:0002406,dermatitis
DB09512,DB09089,HP:0002027,CHEBI:31498,Dimethicone,CHEBI:94458,Trimebutine,HP:0002027,Abdominal pain
DB14539,"DB00741,DB00994",MONDO:0003799,CHEBI:17650,Hydrocortisone,"['CHEBI:17650', 'CHEBI:7507']","['Hydrocortisone', 'Framycetin']",MONDO:0003799,conjunctivitis
DB00316,DB01174,HP:0001945,CHEBI:46195,Acetaminophen,CHEBI:8069,Phenobarbital,HP:0001945,Fever
DB06711,DB01234,MONDO:0003799,CHEBI:7470,Naphazoline,CHEBI:41879,Dexamethasone,MONDO:0003799,conjunctivitis
DB00835,"DB00316,DB00388,DB06767,DB00874",HP:0001945,CHEBI:3183,Brompheniramine,"['CHEBI:46195', 'CHEBI:8093', 'CHEBI:31206', 'CHEBI:5551']","['Acetaminophen', 'Phenylephrine', 'Ammonium chloride', 'Guaifenesin']",HP:0001945,Fever
DB00878,DB01718,MONDO:0005230,CHEBI:3614,Chlorhexidine,CHEBI:39561,Cetrimonium,MONDO:0005230,cellulitis
DB00852,DB00514,HP:0031246,CHEBI:51209,Pseudoephedrine,CHEBI:4470,Dextromethorphan,HP:0031246,Dry cough
DB01173,DB00784,HP:0001945,CHEBI:7789,Orphenadrine,CHEBI:6717,Mefenamic acid,HP:0001945,Fever
